cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2284	5147	820.5	None	None
0	473	1403	420	FALSE	FALSE
1	395	816	208	FALSE	FALSE
2	372	583	121	FALSE	FALSE
3	267	1100	218	FALSE	FALSE
4	250	912	313	FALSE	FALSE
5	177	825	166	FALSE	FALSE
6	112	144	53	FALSE	FALSE
7	111	1580	980	FALSE	FALSE
8	79	186	47	FALSE	FALSE
9	48	746	289	FALSE	FALSE
