gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
STEAP1	0	1.96488847395414e-193	3.14914266167351	0.784	0.129	3.53935360813359e-189	0.655
ABCC9	0	8.6968473746189e-191	3.16437829276482	0.721	0.094	1.5665631175901e-186	0.627
FBLN1	0	3.17830106550354e-176	2.37974530860921	0.996	0.641	5.72507370929153e-172	0.355
PTGFR	0	1.75548898983465e-175	2.9935015396924	0.801	0.173	3.16216231738916e-171	0.628
NNMT	0	1.66557442881685e-173	2.32003109862758	0.994	0.616	3.0001992186278e-169	0.378
RARRES1	0	4.04632347364049e-173	3.17690821573887	0.901	0.327	7.28864247306861e-169	0.574
SFRP2	0	2.90920026740627e-170	2.52532633239524	0.989	0.802	5.24034244167891e-166	0.187
SERPINF1	0	7.66679672768681e-170	1.90624689191579	1	0.807	1.38102009455823e-165	0.193
COL14A1	0	3.89640135795033e-169	2.10144789480973	0.987	0.377	7.01858776607593e-165	0.61
MGP	0	2.761753068525e-168	2.27443729302742	1	0.78	4.97474580233408e-164	0.22
GEM	0	2.87852867129914e-166	2.4787430094269	0.924	0.348	5.18509369561114e-162	0.576
PRRX1	0	2.31534492232829e-160	2.09185700787116	0.951	0.368	4.17063080858994e-156	0.583
EFEMP1	0	8.19584017039442e-160	1.84876675409841	0.981	0.467	1.47631668989315e-155	0.514
PLA2G2A	0	4.47503093723651e-159	2.87145098538109	0.977	0.807	8.06087322724413e-155	0.17
MEDAG	0	6.29924777133484e-156	2.67075076785374	0.78	0.176	1.13468350105054e-151	0.604
THY1	0	3.42967816387379e-155	1.9624209971801	0.977	0.398	6.17787927658586e-151	0.579
CXCL14	0	7.8436056180385e-154	2.26136527347071	0.973	0.563	1.41286867997727e-149	0.41
GAS1	0	7.1648232792249e-151	2.98286536190356	0.685	0.121	1.29059961728678e-146	0.564
CCDC80	0	7.46282469690134e-148	1.72552076632961	0.994	0.511	1.34427861265284e-143	0.483
FGF7	0	1.31580701367399e-147	2.56117680412101	0.943	0.492	2.37016317373095e-143	0.451
C1QC	1	0	8.67905384067026	0.894	0.023	0	0.871
C1QB	1	0	7.94993104132172	0.868	0.037	0	0.831
C1QA	1	0	7.16770984121169	0.932	0.095	0	0.837
CSF1R	1	1.28105063040795e-305	5.0153951790742	0.868	0.062	2.30755650055384e-301	0.806
CD163	1	2.19532381932921e-297	6.65192263186732	0.742	0.024	3.95443679575771e-293	0.718
MSR1	1	6.01280933391229e-295	5.12702919155773	0.825	0.053	1.08308734531762e-290	0.772
FCGR3A	1	3.09073121664165e-291	6.26967078498998	0.704	0.016	5.56733414053661e-287	0.688
CD14	1	3.04060338628421e-290	5.68814391746176	0.957	0.154	5.47703887971375e-286	0.803
MS4A7	1	1.66685388701466e-285	4.43623180591465	0.873	0.076	3.00250390667952e-281	0.797
CYBB	1	5.60605301210691e-273	4.89919698773608	0.795	0.055	1.00981832907082e-268	0.74
FOLR2	1	3.55933075384559e-272	8.05800978837739	0.653	0.014	6.41142248690207e-268	0.639
AIF1	1	1.49075634285587e-270	3.76945576889297	0.985	0.17	2.68529940038627e-266	0.815
C5AR1	1	8.93448000435638e-269	6.26732684452168	0.663	0.017	1.60936788318472e-264	0.646
MS4A4A	1	2.05176883506543e-255	6.07936090206539	0.686	0.032	3.69585120260335e-251	0.654
FCGR2A	1	1.06983821757026e-251	3.82670982355773	0.868	0.101	1.92709958130931e-247	0.767
TYROBP	1	1.14662747228106e-251	3.51331507759522	0.995	0.224	2.06542006581986e-247	0.771
LAPTM5	1	4.33070638664277e-246	3.51718098580748	0.927	0.145	7.80090141425962e-242	0.782
VSIG4	1	5.44299171015488e-241	3.96199754856979	0.78	0.065	9.80446096750199e-237	0.715
GPR34	1	2.72446242097844e-231	6.38363513238888	0.585	0.016	4.90757415890846e-227	0.569
FCGR1A	1	7.23322342917713e-230	5.46655151100664	0.615	0.024	1.30292053629768e-225	0.591
CDH19	2	4.5301547629293e-240	3.7779103690779	0.833	0.089	8.16016777446455e-236	0.744
ABCA10	2	1.18337794082501e-228	4.35963366863486	0.806	0.097	2.1316186848081e-224	0.709
ANGPTL7	2	9.70835481594779e-226	4.89486922223321	0.909	0.188	1.74876595299668e-221	0.721
GPC3	2	3.59489649003116e-218	3.48161746060791	0.93	0.199	6.47548704749313e-214	0.731
PAMR1	2	8.76314688672525e-214	5.27517124640472	0.602	0.029	1.57850564870582e-209	0.573
ABCA8	2	1.73227009807575e-206	3.46510949475705	0.984	0.342	3.12033812766384e-202	0.642
APOD	2	9.46532138005488e-192	4.14524516479433	1	0.866	1.70498834018928e-187	0.134
WFDC1	2	5.21069475357423e-185	3.82164203412588	0.672	0.071	9.38602445961326e-181	0.601
ABCA9	2	8.72712894693143e-176	3.80708666340289	0.737	0.118	1.57201773721076e-171	0.619
SOX8	2	1.1881610993752e-171	5.40610211623117	0.465	0.016	2.14023458830454e-167	0.449
PTCH1	2	2.2801459790976e-166	2.82411731530991	0.82	0.156	4.1072269521485e-162	0.664
SCN7A	2	3.22845184987063e-166	2.54738863985264	0.683	0.081	5.81541031717197e-162	0.602
LZTS1	2	1.46888311163764e-159	4.4358740155096	0.538	0.044	2.64589914899288e-155	0.494
LHFP	2	3.39265541223113e-159	2.73261554702809	0.992	0.571	6.11119019405194e-155	0.421
RP11-161M6.2	2	4.58030966953051e-159	4.76483217460806	0.492	0.03	8.25051180772532e-155	0.462
LAMA2	2	1.8634530938227e-155	3.00468333078968	0.876	0.307	3.35663805790283e-151	0.569
BAMBI	2	1.14306364624155e-144	4.16583901805603	0.519	0.048	2.05900054597491e-140	0.471
CFH	2	5.19115585441994e-141	2.23409021658057	0.997	0.69	9.35082904056664e-137	0.307
CHN1	2	1.70061667387934e-138	3.03579638806686	0.672	0.118	3.06332081465886e-134	0.554
COL28A1	2	3.53590096414183e-137	3.75930036169215	0.497	0.044	6.36921840670868e-133	0.453
C1QTNF3	3	1.59141924123441e-215	5.24981894308049	0.704	0.047	2.86662347923555e-211	0.657
