gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CHL1	0	0	5.68893332809228	0.781	0.033	0
PLP1	0	0	5.30560987729509	0.787	0.071	0
LGI4	0	0	4.20706232907416	0.876	0.192	0
GAP43	0	0	4.78856887329141	0.762	0.109	0
GPM6B	0	0	4.40480640375996	0.974	0.323	0
PTPRZ1	0	0	5.86540267053555	0.669	0.025	0
TMEM178B	0	0	5.42196248433317	0.668	0.036	0
SLC35F1	0	0	3.83057888753567	0.724	0.094	0
RP11-145O15.3	0	0	5.51704423520538	0.644	0.022	0
CDH19	0	0	4.3178462223234	0.998	0.387	0
ST6GALNAC5	0	0	5.63329292777032	0.642	0.032	0
L1CAM	0	0	5.91297246267974	0.621	0.016	0
RASGEF1C	0	0	5.58402618847762	0.626	0.023	0
SOX10	0	0	5.88277985360173	0.616	0.014	0
NRXN1	0	0	5.20875941918924	0.936	0.336	0
ENDOD1	0	0	4.37466019560672	0.661	0.061	0
CAPS	0	0	4.8510549374619	0.845	0.248	0
DAG1	0	0	3.69111471558593	0.741	0.146	0
S100B	0	0	5.14897774618001	0.95	0.356	0
FOXD3	0	0	5.95211596109572	0.595	0.018	0
RARRES2	0	0	3.59049777658834	0.895	0.321	0
ITGA6	0	0	2.734628270774	0.697	0.124	0
CXXC5	0	0	3.40656379088405	0.898	0.327	0
ARHGEF26	0	0	4.47462415699516	0.626	0.059	0
SORCS1	0	0	4.47934159927264	0.619	0.057	0
ADIRF	0	0	2.42237699153206	0.758	0.202	0
PRIMA1	0	0	6.23979649699574	0.565	0.012	0
NEGR1	0	0	3.82294201991452	0.733	0.185	0
AFAP1L2	0	0	4.12655593721548	0.601	0.059	0
CRYAB	0	0	4.44033017038513	0.886	0.345	0
ALK	0	0	5.89604304864882	0.568	0.027	0
INPP5F	0	0	3.25592203770865	0.656	0.116	0
SHC4	0	0	4.17651452227238	0.607	0.069	0
RELN	0	0	5.45650229610773	0.555	0.02	0
HSPA12A	0	0	4.34422884257341	0.575	0.047	0
MICALL2	0	0	3.1897286817689	0.672	0.152	0
LPL	0	0	4.39694081756372	0.636	0.119	0
AP000462.2	0	0	4.97347455019051	0.543	0.031	0
STK32A	0	0	5.82406217944491	0.526	0.015	0
SEMA3C	0	0	3.34803708659956	0.621	0.11	0
IL34	0	0	4.53931456623494	0.553	0.042	0
SYT11	0	0	3.22913311160264	0.616	0.107	0
MAL	0	0	5.71014481226872	0.524	0.015	0
ATP10B	0	0	6.09542204905561	0.518	0.01	0
KCNMB4	0	0	3.53035369866332	0.641	0.133	0
AKAP6	0	0	3.46310567588611	0.81	0.302	0
PTPN13	0	0	2.83922576902362	0.787	0.28	0
FEZ1	0	0	3.8456251416626	0.572	0.066	0
SERPINE2	0	0	5.0037817518214	0.993	0.494	0
TCEAL7	0	0	3.2806069612152	0.612	0.113	0
NCAM1	0	0	2.58456527017442	0.705	0.208	0
TSPAN11	0	0	3.81408216995937	0.577	0.083	0
RP11-236F9.2	0	0	5.98397074630081	0.508	0.015	0
ITGA3	0	0	3.48749068937216	0.572	0.079	0
IL1RAP	0	0	2.66930882999158	0.825	0.335	0
BAI3	0	0	3.53036597832984	0.864	0.378	0
RP11-776H12.1	0	0	5.24434664665524	0.503	0.021	0
IFI27	0	0	1.8232464596877	0.81	0.329	0
SDC3	0	0	3.07655860718603	0.594	0.113	0
NLGN4X	0	0	4.83557147699867	0.505	0.031	0
SOD3	0	0	2.75370647828134	0.676	0.203	0
KIRREL3	0	0	4.7419482112056	0.539	0.067	0
CYP7B1	0	0	2.90395243534715	0.604	0.132	0
ALDH1A3	0	0	2.67848805379326	0.721	0.249	0
ITGB4	0	0	4.30228320473109	0.503	0.031	0
ITIH5	0	0	2.38458109672787	0.66	0.189	0
PDGFA	0	0	3.15188939300979	0.559	0.091	0
SH3PXD2A	0	0	2.86395125222766	0.879	0.413	0
GPR155	0	0	2.91226515673103	0.622	0.156	0
NRN1	0	0	2.31299921760488	0.757	0.292	0
RP11-436K8.1	0	0	4.95032016485195	0.49	0.025	0
DIRAS3	0	0	5.3374907746245	0.495	0.03	0
ITPK1	0	0	3.0556718427064	0.564	0.099	0
PRKCDBP	0	0	2.77029894953049	0.799	0.335	0
SCN9A	0	0	2.61378369302703	0.601	0.137	0
FXYD3	0	0	6.23257694837543	0.471	0.008	0
METRN	0	0	3.17047750176592	0.776	0.314	0
AP1S2	0	0	2.75495131524323	0.891	0.43	0
GRIK2	0	0	4.73079414823595	0.526	0.068	0
SORBS1	0	0	2.44390948067705	0.904	0.446	0
KCNN4	0	0	4.54238308585306	0.494	0.036	0
SEMA3B	0	0	3.97543344140653	0.56	0.103	0
CPXM2	0	0	3.48853352296869	0.512	0.055	0
LINC00511	0	0	2.23030693016397	0.744	0.288	0
PRDM16	0	0	5.45567968516009	0.471	0.015	0
VWA1	0	0	2.00429053559666	0.704	0.252	0
PHLDA3	0	0	2.41354666037826	0.836	0.386	0
COL8A1	0	0	2.76348579206749	0.981	0.531	0
PDLIM4	0	0	2.710070844977	0.821	0.371	0
ASPA	0	0	5.65313187042744	0.462	0.013	0
RP11-141M1.3	0	0	3.16390646099316	0.57	0.121	0
MT2A	0	0	2.41862788677651	0.924	0.476	0
AZGP1	0	0	7.10493171723667	0.452	0.004	0
PMP2	0	0	6.07750951558527	0.457	0.01	0
ALDH1A1	0	0	3.64342397931623	0.524	0.077	0
CAB39L	0	0	3.40965237488095	0.518	0.071	0
ST3GAL4	0	0	3.49999364975028	0.517	0.071	0
NGFR	0	0	4.90243836153877	0.478	0.033	0
S100A16	0	0	2.31645117817288	0.8	0.356	0
FAM19A5	0	0	3.26004416997234	0.52	0.078	0
FREM2	0	0	4.95337183356888	0.473	0.031	0
PPP2R2B	0	0	3.97682957979655	0.483	0.043	0
CDK18	0	0	4.14095842783228	0.48	0.043	0
SCD	0	0	2.80374073646676	0.54	0.105	0
PMP22	0	0	2.69609720296562	0.912	0.477	0
GATM	0	0	3.02394841024972	0.543	0.111	0
