cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	7615	7333	1339.5	None	None
0	2420	2350	1241	FALSE	FALSE
1	2292	2940	1882	FALSE	FALSE
2	1023	1444	579	FALSE	FALSE
3	615	709	61	FALSE	FALSE
4	368	1305	386	FALSE	FALSE
5	336	377	10	FALSE	FALSE
6	284	593	136	FALSE	FALSE
7	277	1374	317	FALSE	FALSE
