gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
PLTP	0	0	5.54542192901847	0.948	0.182	0	0.766
SLCO2B1	0	0	5.40005736896548	0.866	0.041	0	0.825
DAB2	0	0	5.26149375887828	0.916	0.099	0	0.817
SEPP1	0	0	5.08451683713095	0.983	0.198	0	0.785
FOLR2	0	0	5.018352075263	0.962	0.103	0	0.859
LYVE1	0	0	5.00212284698323	0.723	0.05	0	0.673
GPR34	0	0	4.97091673246525	0.693	0.036	0	0.657
F13A1	0	0	4.89724752448302	0.918	0.105	0	0.813
LGMN	0	0	4.84686927357361	0.866	0.091	0	0.775
C1QA	0	0	4.67854975106414	1	0.357	0	0.643
C1QB	0	0	4.62231513784032	0.998	0.295	0	0.703
C1QC	0	0	4.49721736964617	0.996	0.229	0	0.767
STAB1	0	0	4.48980193979697	0.975	0.191	0	0.784
CD163	0	0	4.39608076233435	0.918	0.092	0	0.826
TMEM176B	0	0	3.94343006080058	0.956	0.14	0	0.816
MS4A4A	0	0	3.93957132134121	0.937	0.126	0	0.811
SIGLEC1	0	0	3.92867873079832	0.805	0.083	0	0.722
CSF1R	0	0	3.76058217887744	0.926	0.138	0	0.788
MS4A7	0	0	3.75029705365807	0.933	0.13	0	0.803
VSIG4	0	0	3.67012808536451	0.857	0.1	0	0.757
MZB1	1	1.04783906656347e-293	3.02607437092649	0.996	0.21	1.89616957485326e-289	0.786
RP11-731F5.2	1	1.01485395189899e-258	2.89923305977505	0.894	0.156	1.83647971135641e-254	0.738
PIM2	1	1.55189900013816e-258	3.290657178562	0.835	0.139	2.80831643065002e-254	0.696
DERL3	1	3.94564444134793e-255	3.28216241258395	0.81	0.117	7.14003818106321e-251	0.693
IGJ	1	1.69509097271903e-254	3.05940243397365	0.967	0.258	3.06743662423235e-250	0.709
SEL1L3	1	1.48573164643722e-249	3.76006551016575	0.757	0.109	2.68857998739279e-245	0.648
SDC1	1	1.56259168934876e-249	3.1778966175297	0.778	0.105	2.82766592104551e-245	0.673
JSRP1	1	3.67000182715931e-248	3.07061337095683	0.79	0.105	6.64123530642749e-244	0.685
FKBP11	1	7.72383570492736e-242	2.80730006360404	0.937	0.253	1.39770530916365e-237	0.684
TP53INP1	1	3.69991133035833e-240	3.97492690771509	0.786	0.14	6.69535954341644e-236	0.646
SPAG4	1	2.17162764433004e-229	2.9734224478304	0.78	0.117	3.92977738517965e-225	0.663
POU2AF1	1	2.20972467498899e-223	3.61079714727135	0.661	0.077	3.99871777186007e-219	0.584
FCRL5	1	6.30759617285285e-221	3.37698817256711	0.684	0.086	1.14142260343945e-216	0.598
XBP1	1	3.58522589658121e-220	2.79737279014727	0.998	0.644	6.48782478245335e-216	0.354
SSR4	1	3.73119013871385e-220	2.79222057225323	1	0.862	6.75196167501657e-216	0.138
SEL1L	1	6.26792272468326e-208	3.09036131875028	0.825	0.214	1.13424329625868e-203	0.611
PRDX4	1	1.56256833092246e-203	2.57530509878407	0.929	0.329	2.82762365163729e-199	0.6
SEC11C	1	3.51652403711883e-198	2.49348379176163	0.908	0.299	6.36350189757024e-194	0.609
HERPUD1	1	1.83110227516485e-196	2.23998531719402	1	0.691	3.31356267713832e-192	0.309
PDK1	1	1.27289204567884e-193	3.3593023655508	0.673	0.108	2.30342544586043e-189	0.565
CD3D	2	1.01196968335555e-279	3.27620612506691	0.82	0.081	1.8312603390002e-275	0.739
GZMA	2	2.35813513984737e-271	3.51361906363503	0.778	0.075	4.26728134906781e-267	0.703
CD69	2	3.86164413602668e-263	4.05095274924703	0.856	0.139	6.98803122855387e-259	0.717
