Transition	ARI	NMI
0.1->0.2	0.59160389222545	0.788717870939912
0.2->0.3	0.666277904828451	0.848497342249409
0.3->0.4	0.631832043815621	0.843277787828251
0.4->0.5	0.81422397000947	0.896224472988154
0.5->0.6	0.76188001464021	0.887028231444249
0.6->0.7	0.849138790763672	0.910634976249622
0.7->0.8	0.659404045307527	0.834769984106954
0.8->0.9	0.820987296619621	0.897610640828624
0.9->1	0.808092682819548	0.888879267113121
