dataset_id	metric	n_cells	mean	sd	min	max	p1	p5	p10	p25	p50	p75	p90	p95	p99
MPNST_4	nCount_RNA	7811	6154.95071053642	5082.82795329725	501	79810	555	862.5	1462	3155	5244	7724	11216	14130.5	24161.8
MPNST_4	nFeature_RNA	7811	2199.3413135322	1068.00008032881	280	8952	383	530	803	1511	2179	2740	3443	4008.5	5480.2
MPNST_4	percent.mt	7811	8.59046323423408	3.91341080629255	0.0687156421789105	19.9806482825351	1.49189352983455	2.99670674896508	3.87710314557425	5.88385628684478	8.09360110970388	10.7076862248608	14.2300594627845	16.4886314773683	19.1092559678623
MPNST_4	percent.ribo	7811	16.1732718097611	6.05069017424869	1.69201845838318	45.0952036635334	5.36107279201822	7.55042031048743	9.09090909090909	11.9149658691337	15.5181868031438	19.603827707113	24.0268721596522	27.1784168010897	34.0979561473831
