dataset_id	metric	n_cells	mean	sd	min	max	p1	p5	p10	p25	p50	p75	p90	p95	p99
MPNST_4	nCount_RNA	3378	6818.13055062167	4272.46396463642	509	66635	746.77	1587.7	2588.7	4342.25	6079.5	8405.25	11368	13618.75	22499.65
MPNST_4	nFeature_RNA	3378	2408.39461219657	875.615209415985	315	8242	502.54	900.7	1360.4	1951	2385.5	2836.75	3391.3	3839.15	5157.46
MPNST_4	percent.mt	3378	6.74347307535637	2.11513568389225	0.665033251662583	10	2.00011960790792	2.96060217754867	3.60513528159504	5.20181112998914	7.0706916304096	8.52371230424593	9.34848185079082	9.66954166424402	9.9386594131889
MPNST_4	percent.ribo	3378	14.3928505326543	3.58477745316717	3.19183942086213	20	5.61559752789679	7.99178440477352	9.34951511238209	11.8940443213296	14.8343049119803	17.3220527137663	18.9201623930965	19.4173308145962	19.8723500749023
