dataset_id	cells	pcs_used	algorithm	recommended_resolution	n_clusters	min_cluster_size	median_cluster_size	max_cluster_size	stability_metric	technical_concern	conservative_resolution	high_resolution
MPNST_4	6877	5	Louvain	0.7	14	151	402.5	1005	0.739861943870432	MT_Bias	0.5	0.9
