cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2284	5078	816	None	None
0	741	1620	1076	FALSE	FALSE
1	396	816	213	FALSE	FALSE
2	372	583	134	FALSE	FALSE
3	250	912	328	FALSE	FALSE
4	176	832	171	FALSE	FALSE
5	111	1580	987	FALSE	FALSE
6	111	145	56	FALSE	FALSE
7	79	186	47	FALSE	FALSE
8	48	746	289	FALSE	FALSE
