gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
RP11-572C15.6	0	2.44528617927205e-241	3.90852458674674	0.897	0.157	4.40469399472274e-237	0.74
FAP	0	2.76286184417882e-219	3.1734073023869	0.916	0.201	4.9767430399193e-215	0.715
RBP4	0	2.00738886792665e-217	4.32810016973997	0.881	0.204	3.61590956779628e-213	0.677
ASPN	0	2.12942801587e-213	3.46051584319956	0.937	0.283	3.83573868498663e-209	0.654
CCDC80	0	1.91060092882144e-211	3.57336365137339	1	0.522	3.44156545308607e-207	0.478
ITGBL1	0	1.58069223071277e-209	3.5672097748701	0.808	0.125	2.84730091518291e-205	0.683
ACKR3	0	1.12203287250149e-204	3.66009420183096	0.862	0.167	2.02111781323693e-200	0.695
THY1	0	3.1758490882154e-199	2.70643680003224	1	0.407	5.72065696260239e-195	0.593
PPIC	0	5.68383894434986e-198	2.69192979577957	0.991	0.555	1.02382990904574e-193	0.436
COL14A1	0	1.86673149118242e-193	2.64847224208698	0.995	0.39	3.36254343506689e-189	0.605
ELN	0	5.88859819564763e-193	3.43657014757452	0.862	0.187	1.06071319298201e-188	0.675
CERCAM	0	1.77766215324519e-192	2.93962088987174	0.918	0.274	3.20210283664056e-188	0.644
BGN	0	5.07727752058394e-192	2.77558077919537	0.995	0.556	9.14569999782786e-188	0.439
COL3A1	0	5.06257586663547e-190	3.27362385314035	1	0.859	9.11921790857047e-186	0.141
SEMA3C	0	1.27851695873929e-188	2.92727473372148	0.888	0.209	2.30299259777708e-184	0.679
COL1A2	0	7.96133084861603e-187	2.73868085692135	1	0.879	1.43407452576121e-182	0.121
NBL1	0	2.42182571627584e-185	2.70724661943447	0.958	0.332	4.36243466272768e-181	0.626
COL1A1	0	1.28195179061221e-181	3.10293321787783	1	0.85	2.30917976042978e-177	0.15
CTHRC1	0	1.95581785050132e-178	3.1703015615074	0.963	0.484	3.52301469410802e-174	0.479
FBLN1	0	2.04783204758563e-178	2.60259555478526	0.998	0.649	3.688759867316e-174	0.349
PTGFR	1	4.82894769025517e-120	2.59052552738987	0.825	0.22	8.69838347445664e-116	0.605
HSD11B1	1	6.30786339699062e-120	3.52382828336825	0.532	0.064	1.13623543369992e-115	0.468
PCSK1	1	1.93273843847416e-118	4.71692244926475	0.395	0.025	3.48144174922351e-114	0.37
RARRES1	1	7.43239145240566e-117	2.90091855696171	0.904	0.373	1.33879667232183e-112	0.531
STEAP1	1	1.90896713093266e-116	2.50120839750267	0.774	0.183	3.438622492949e-112	0.591
FGF7	1	4.74096360262706e-116	2.48451776667782	0.959	0.526	8.53989773741213e-112	0.433
C7	1	5.62642320452789e-113	3.84842735549585	0.774	0.26	1.01348761183161e-108	0.514
NNMT	1	4.99518438891328e-112	2.06916385331407	0.994	0.647	8.99782563974949e-108	0.347
ABCC9	1	2.09400293360308e-111	2.49367608658558	0.704	0.147	3.77192748429922e-107	0.557
AOX1	1	6.11428958201114e-107	2.93077210060076	0.611	0.113	1.10136698240767e-102	0.498
HP	1	1.52039325304861e-106	4.00928758209548	0.519	0.075	2.73868436671646e-102	0.444
GGT5	1	2.04121424313964e-104	2.23080375406467	0.92	0.413	3.67683921616743e-100	0.507
FAM134B	1	2.97393163338282e-102	2.61139131525309	0.64	0.13	5.35694305121247e-98	0.51
SFRP2	1	4.64658452972419e-102	1.93114843538152	0.994	0.817	8.36989271339219e-98	0.177
CCL13	1	1.75007882694018e-99	4.73470940559147	0.411	0.043	3.15241699096734e-95	0.368
EFEMP1	1	1.21963410138593e-97	1.55316306524633	0.984	0.508	2.19692690682647e-93	0.476
MGP	1	1.00757065057716e-96	1.80602571146259	1	0.798	1.81493701288463e-92	0.202
IGF1	1	2.09774887372018e-96	2.52030759484712	0.927	0.537	3.77867504623217e-92	0.39
GEM	1	1.03686775795625e-93	1.91383970100568	0.908	0.397	1.8677098924066e-89	0.511
SERPINF1	1	1.60792285335419e-92	1.48311365173665	1	0.822	2.8963514357469e-88	0.178
CDH19	2	3.17490964750254e-214	3.37727455544254	0.915	0.116	5.71896474804633e-210	0.799
ABCA10	2	4.70336488172925e-213	3.64574594167372	0.907	0.12	8.47217116145891e-209	0.787
PAMR1	2	3.85948689315456e-205	4.41986453425739	0.689	0.047	6.95209374063931e-201	0.642
ANGPTL7	2	1.76152258824955e-177	4.24588904221976	0.933	0.221	3.17303063821392e-173	0.712
GPC3	2	2.47713384013053e-176	3.18853898815094	0.967	0.231	4.46206118622712e-172	0.736
WFDC1	2	2.1452172780829e-172	3.51229598044049	0.752	0.09	3.86417988301073e-168	0.662
SOX8	2	1.75858284452225e-171	4.75701336608353	0.541	0.028	3.16773527783794e-167	0.513
ABCA8	2	2.70881433672481e-164	3.19226503284285	0.996	0.372	4.87938726474239e-160	0.624
ABCA9	2	2.7580376887809e-164	3.36763011498533	0.826	0.138	4.96805328880103e-160	0.688
RP11-161M6.2	2	8.74741599253005e-156	4.04180762422903	0.567	0.043	1.57567204273444e-151	0.524
LZTS1	2	6.35511284989018e-153	4.00709211681341	0.611	0.059	1.14474647765072e-148	0.552
SCN7A	2	1.70453589091311e-150	2.37786652081577	0.763	0.101	3.07038050030179e-146	0.662
PTCH1	2	3.05040319154721e-150	2.75988350008882	0.896	0.18	5.49469126893399e-146	0.716
BAMBI	2	7.59331410415916e-146	3.81699660208994	0.604	0.06	1.36778366958219e-141	0.544
CHN1	2	8.16501415307945e-140	2.95080602068	0.774	0.132	1.4707639993942e-135	0.642
APOD	2	1.96160623139538e-137	3.31331311461241	1	0.872	3.5334413046125e-133	0.128
CNTN1	2	2.87464882529088e-137	3.49976218753543	0.585	0.059	5.17810492899646e-133	0.526
LAMA2	2	3.63859513971921e-136	2.87382180815867	0.93	0.329	6.55420142517621e-132	0.601
BMP8B	2	2.0209645589016e-131	4.82769358923569	0.411	0.02	3.64036345994946e-127	0.391
COL28A1	2	3.73499916347979e-130	3.47128381992756	0.563	0.059	6.72785399317614e-126	0.504
SLC22A3	3	3.47764814383449e-239	5.74191994849469	0.764	0.05	6.26428760148906e-235	0.714
SLC2A1	3	2.67111689581243e-185	5.14122354201308	0.772	0.094	4.81148286442693e-181	0.678
KLF5	3	1.53163219283557e-180	4.34004262455607	0.736	0.079	2.75892906895471e-176	0.657
TNNC1	3	2.48383181369897e-179	6.32838135328926	0.644	0.052	4.47412624601595e-175	0.592
WNT6	3	7.63397746235666e-178	5.21546116654742	0.524	0.021	1.3751083602943e-173	0.503
PCDH8	3	9.26852174174475e-171	4.89325592344273	0.532	0.026	1.66953882134048e-166	0.506
CLDN1	3	1.64197871722726e-166	3.40805530951216	0.876	0.149	2.95769626334146e-162	0.727
ADH1B	3	4.81506052128618e-158	3.02001954176179	0.82	0.119	8.67336851699279e-154	0.701
EMILIN3	3	1.60847671296506e-154	5.18755002806372	0.46	0.019	2.89734910306396e-150	0.441
ITGB4	3	4.76586313874797e-152	3.40125257344875	0.764	0.109	8.58474927182672e-148	0.655
CYP4B1	3	2.54315202319166e-149	6.3138262963904	0.38	0.007	4.58097973937514e-145	0.373
TENM2	3	1.49551220193063e-147	3.07350722882294	0.776	0.114	2.69386612933764e-143	0.662
BMP3	3	8.23576560801832e-143	6.65159298477453	0.352	0.005	1.48350845897234e-138	0.347
FOXD1	3	5.47165165154682e-139	3.18682720907524	0.82	0.166	9.85608611993128e-135	0.654
RP11-60A8.1	3	4.00214977332603e-136	3.69199997846146	0.604	0.064	7.20907238669217e-132	0.54
ALLC	3	2.7181580463077e-135	6.3565161095366	0.34	0.006	4.89621808881407e-131	0.334
SBSPON	3	5.52676894696582e-134	3.7990755173754	0.56	0.053	9.95536890416953e-130	0.507
NGFR	3	4.24411867690169e-131	3.06725579434601	0.876	0.222	7.64493097270301e-127	0.654
ITGA6	3	7.02149309802651e-129	3.2366067939285	0.764	0.138	1.26478155174751e-124	0.626
TNNT2	3	7.94159262312611e-129	6.40069555810515	0.336	0.007	1.43051907920371e-124	0.329
C1QC	4	1.0812861008883e-204	4.10662796034677	0.857	0.094	1.94772065353009e-200	0.763
C1QB	4	7.57524112231693e-196	4.31498430365754	0.852	0.103	1.36452818336295e-191	0.749
CSF1R	4	1.47129995085903e-180	3.85360689736712	0.861	0.125	2.65025260148237e-176	0.736
C1QA	4	7.35983750764519e-179	4.09974243872172	0.911	0.162	1.32572753025213e-174	0.749
FOLR2	4	4.45628384761183e-173	4.31318130464017	0.684	0.06	8.02710409470319e-169	0.624
CD163	4	3.58974310898094e-165	4.25918598741915	0.73	0.081	6.46620426220737e-161	0.649
CD14	4	5.55500175444403e-160	3.68691927174779	0.945	0.217	1.000622466028e-155	0.728
AIF1	4	2.13172059360749e-148	2.82028402846191	0.979	0.234	3.83986830526517e-144	0.745
MS4A4A	4	3.02852427963762e-146	4.04620172671509	0.684	0.083	5.45528078491124e-142	0.601
MSR1	4	1.02209540377589e-144	3.31463485828054	0.776	0.118	1.84110045082152e-140	0.658
FCGR3A	4	1.9761772990505e-143	3.66284140388239	0.662	0.074	3.55968816877966e-139	0.588
CYBB	4	3.33931729998723e-143	3.47647942577889	0.764	0.116	6.01511225246701e-139	0.648
MS4A7	4	6.68583187642605e-139	2.8949702489056	0.831	0.143	1.20431889590062e-134	0.688
C3AR1	4	2.72722726030514e-138	3.57420834262417	0.595	0.057	4.91255446398766e-134	0.538
TYROBP	4	3.54107920285251e-135	2.63365712160945	0.992	0.284	6.37854596809823e-131	0.708
LAPTM5	4	4.1458219114795e-135	2.80755679209881	0.907	0.207	7.46786900914802e-131	0.7
ITGB2	4	4.75685850611628e-131	2.8972843899636	0.844	0.175	8.56852922706725e-127	0.669
GPR34	4	1.50215562078182e-128	3.64464230904776	0.582	0.061	2.70583291971429e-124	0.521
FCER1G	4	9.26055377670933e-127	2.4645751544465	0.958	0.24	1.66810355179865e-122	0.718
MS4A6A	4	9.67867150008311e-126	2.39796457880846	0.928	0.207	1.74341909730997e-121	0.721
CD1C	5	0	7.45669665091606	0.824	0.019	0	0.805
LGALS2	5	2.04104676611065e-263	5.51124093950658	0.841	0.038	3.67653753979511e-259	0.803
CD1E	5	4.00021184902199e-212	7.21449574849943	0.511	0.006	7.2055816036433e-208	0.505
IL1R2	5	2.96073920195716e-203	5.94240309724424	0.631	0.025	5.33317952448542e-199	0.606
FCER1A	5	2.48443851159692e-194	5.45137427442665	0.881	0.1	4.47521909093953e-190	0.781
CFP	5	7.12142150548301e-190	4.67588664021416	0.676	0.037	1.28278165578265e-185	0.639
AGPAT9	5	4.08782822731187e-188	4.88253281618749	0.653	0.033	7.36340498585687e-184	0.62
CLEC10A	5	4.40793056575696e-174	4.42011036179067	0.852	0.098	7.94000532809801e-170	0.754
DAPP1	5	1.32834304587444e-169	4.47596884560936	0.71	0.055	2.39274432853363e-165	0.655
HLA-DQA1	5	1.33459318251968e-167	4.56758392019878	0.994	0.206	2.4040026996727e-163	0.788
CST7	5	2.42076041545106e-164	3.67584058377141	0.608	0.033	4.36051573635199e-160	0.575
CYTIP	5	1.3455143341364e-156	3.86320410954407	0.756	0.074	2.4236749700799e-152	0.682
CD86	5	1.15198861961189e-153	3.654848205165	0.869	0.116	2.07507710050689e-149	0.753
C1orf162	5	1.18647895263149e-148	3.28823631461568	0.943	0.151	2.13720453737511e-144	0.792
CPVL	5	1.9341085255663e-147	3.52851381152554	0.966	0.188	3.48390968710258e-143	0.778
CSF2RA	5	2.72830819425848e-147	3.56893071038646	0.795	0.095	4.9145015503178e-143	0.7
AMICA1	5	2.2402255983663e-139	3.41367326329102	0.824	0.115	4.03531837033722e-135	0.709
ITGAX	5	2.03471031673995e-137	3.5530811873404	0.608	0.046	3.66512369354367e-133	0.562
AREG	5	5.91841679020585e-137	4.93208656063507	0.545	0.036	1.06608441641978e-132	0.509
FCGR2B	5	4.24932205529373e-134	3.16719003372107	0.852	0.128	7.6543038182006e-130	0.724
BCL2A1	6	1.33611355465525e-191	4.97979296505802	0.925	0.096	2.4067413460005e-187	0.829
IL1B	6	2.40895443943009e-182	5.17454532777325	0.925	0.108	4.33924963174541e-178	0.817
C5AR1	6	2.64489433980338e-180	4.24543387076939	0.843	0.076	4.76424817428783e-176	0.767
CCL3L3	6	2.96614662974456e-167	5.19150917808041	0.667	0.043	5.34291992415888e-163	0.624
OLR1	6	1.82909949165295e-157	4.89601504108827	0.61	0.036	3.29475691431447e-153	0.574
C1QC	6	2.4138884603418e-150	2.66967125981367	0.943	0.116	4.34813728361368e-146	0.827
NLRP3	6	1.25557487543954e-146	4.15064813993628	0.755	0.076	2.26166702312924e-142	0.679
CXCL3	6	1.83954824374846e-138	5.37162916824578	0.818	0.117	3.31357825146411e-134	0.701
CD83	6	1.03428905013729e-135	3.45546960125505	1	0.231	1.8630648660123e-131	0.769
TNF	6	6.0489907615503e-135	4.68997167564343	0.736	0.082	1.08960470587805e-130	0.654
TNFAIP3	6	4.09812371398416e-133	4.01910865955053	0.925	0.167	7.38195024599968e-129	0.758
HCAR3	6	4.64085792753768e-133	5.47944981666865	0.459	0.02	8.35957738487362e-129	0.439
