cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2284	5280	789	None	None
0	427	1273	391	FALSE	FALSE
1	314	1170	275	FALSE	FALSE
2	270	730	181	FALSE	FALSE
3	250	912	274	FALSE	FALSE
4	237	588	38	FALSE	FALSE
5	176	832	138	FALSE	FALSE
6	159	860	130	FALSE	FALSE
7	111	145	50	FALSE	FALSE
8	111	1580	965	FALSE	FALSE
9	102	105	0	FALSE	FALSE
10	79	186	47	FALSE	FALSE
11	48	746	275	FALSE	FALSE
