cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2940	4265	1073	None	None
0	925	1156	800	FALSE	FALSE
1	781	785	546	FALSE	FALSE
2	685	310	165	FALSE	FALSE
3	239	990	230	FALSE	FALSE
4	161	1441	647	FALSE	FALSE
5	149	1360	540	FALSE	FALSE
