gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MS4A6A	0	0	5.89367333583609	0.96	0.08	0
FCER1G	0	0	4.9957936588294	0.988	0.132	0
CPVL	0	0	6.64362354222481	0.876	0.022	0
CD68	0	0	6.03918291234851	0.893	0.044	0
AIF1	0	0	5.67412211205124	0.995	0.164	0
SPI1	0	0	4.77957173292044	0.888	0.062	0
FCGR2A	0	0	5.71009435597348	0.857	0.032	0
MS4A7	0	0	7.16859876645673	0.836	0.014	0
CSF1R	0	0	6.62335755124468	0.839	0.021	0
MNDA	0	0	7.39663881094098	0.827	0.011	0
MS4A4A	0	0	7.16850564910656	0.821	0.018	0
LST1	0	0	4.956316751762	0.845	0.044	0
CYBB	0	0	7.56619806386038	0.804	0.008	0
CFD	0	0	5.59751360432659	0.828	0.054	0
FCGR3A	0	0	6.15584441765274	0.79	0.031	0
GLUL	0	0	4.65930746825186	0.856	0.102	0
MAFB	0	0	6.2216968765683	0.777	0.023	0
C1orf162	0	0	5.21071740926199	0.779	0.03	0
TMEM176B	0	0	5.33293330192051	0.798	0.051	0
F13A1	0	0	7.24774518613772	0.756	0.017	0
CD163	0	0	7.5374112472858	0.735	0.011	0
HLA-DRB5	0	0	4.1394600034199	0.931	0.209	0
CD14	0	0	6.0429724158516	0.924	0.203	0
VSIG4	0	0	7.28029827815724	0.729	0.008	0
ITGB2	0	0	2.99073846371434	0.852	0.133	0
CD83	0	0	4.95201838312829	0.768	0.061	0
S100A9	0	0	6.74390507118177	0.762	0.059	0
TYROBP	0	0	5.08002270991324	0.987	0.291	0
HLA-DMB	0	0	5.1956630635397	0.714	0.023	0
MSR1	0	0	7.60404476910747	0.693	0.006	0
NAIP	0	0	4.58475012840424	0.72	0.04	0
CEBPD	0	0	3.34167808714516	0.857	0.177	0
FAM26F	0	0	6.64897786535813	0.688	0.011	0
FOLR2	0	0	6.60719827212511	0.72	0.043	0
LAPTM5	0	0	2.6239145683758	0.96	0.292	0
NINJ1	0	0	4.01077983875324	0.772	0.106	0
KLF4	0	0	4.41445108308214	0.718	0.065	0
SIGLEC1	0	0	6.76470426007928	0.654	0.009	0
HMOX1	0	0	5.65564487415248	0.664	0.024	0
HLA-DMA	0	0	3.1125192928733	0.974	0.353	0
LY86	0	0	6.2754379870667	0.628	0.009	0
HNMT	0	0	5.22527550495216	0.641	0.023	0
LYZ	0	0	5.77834810371494	0.93	0.315	0
HLA-DPB1	0	0	4.56862331434118	0.976	0.371	0
PILRA	0	0	6.70028579509659	0.599	0.007	0
FCGRT	0	0	3.69582367315108	0.971	0.404	0
HLA-DRA	0	0	4.7366173934317	0.996	0.494	0
HLA-DPA1	0	0	4.03434018065467	0.984	0.556	0
HLA-DRB1	0	0	4.04478973842328	0.996	0.624	0
CST3	0	0	2.69774227514317	1	0.731	0
GPX1	0	0	2.80100758004987	0.999	0.801	0
CD74	0	0	3.30011508570962	1	0.823	0
FTL	0	0	2.76475401208164	1	0.998	0
CLEC7A	0	7.16564624036955e-307	6.73442694805566	0.598	0.007	1.29669534365727e-302
CTSS	0	1.88980475799531e-304	2.7707827551143	0.95	0.394	3.41979069006831e-300
TMEM176A	0	1.97225682878352e-304	5.23098480784662	0.644	0.03	3.56899595736667e-300
CCR1	0	5.14585707851732e-303	6.30013233009574	0.592	0.007	9.31194296928494e-299
RNF130	0	6.37941447620898e-303	3.82856414745487	0.724	0.07	1.15441884361478e-298
FGL2	0	2.70212959549713e-302	4.44302777819534	0.68	0.047	4.88977371601161e-298
MPEG1	0	1.66332168487568e-301	7.30239809948335	0.579	0.004	3.00994692095104e-297
GRN	0	2.09830265247492e-301	2.6684779536816	0.938	0.363	3.79708847991861e-297
C1QC	0	2.45504653679827e-299	6.58076035806328	0.777	0.177	4.44265221299015e-295
STAB1	0	2.11864999725881e-294	4.56680094520676	0.764	0.132	3.83390903503954e-290
PLEK	0	1.32321810614698e-293	4.5031300121083	0.657	0.041	2.39449548488358e-289
CD86	0	1.41027858140134e-291	5.76360906907483	0.588	0.013	2.55204012090387e-287
HLA-DQB1	0	3.25177979289145e-290	4.27018708639291	0.841	0.225	5.88442071321636e-286
SLCO2B1	0	3.73491419461664e-287	6.55370711967719	0.574	0.011	6.75870072657828e-283
