gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
MSR1	0	0	7.60404476910747	0.693	0.006	0	0.687
CYBB	0	0	7.56619806386038	0.804	0.008	0	0.796
CD163	0	0	7.5374112472858	0.735	0.011	0	0.724
MNDA	0	0	7.39663881094098	0.827	0.011	0	0.816
VSIG4	0	0	7.28029827815724	0.729	0.008	0	0.721
F13A1	0	0	7.24774518613772	0.756	0.017	0	0.739
MS4A7	0	0	7.16859876645673	0.836	0.014	0	0.822
MS4A4A	0	0	7.16850564910656	0.821	0.018	0	0.803
SIGLEC1	0	0	6.76470426007928	0.654	0.009	0	0.645
S100A9	0	0	6.74390507118177	0.762	0.059	0	0.703
PILRA	0	0	6.70028579509659	0.599	0.007	0	0.592
FAM26F	0	0	6.64897786535813	0.688	0.011	0	0.677
CPVL	0	0	6.64362354222481	0.876	0.022	0	0.854
CSF1R	0	0	6.62335755124468	0.839	0.021	0	0.818
FOLR2	0	0	6.60719827212511	0.72	0.043	0	0.677
LY86	0	0	6.2754379870667	0.628	0.009	0	0.619
MAFB	0	0	6.2216968765683	0.777	0.023	0	0.754
FCGR3A	0	0	6.15584441765274	0.79	0.031	0	0.759
CD14	0	0	6.0429724158516	0.924	0.203	0	0.721
CD68	0	0	6.03918291234851	0.893	0.044	0	0.849
FCRL5	1	0	9.14410113452955	0.708	0.002	0	0.706
IGJ	1	0	7.89710397508299	0.977	0.165	0	0.812
SDC1	1	0	7.82842524895453	0.808	0.01	0	0.798
RP11-731F5.2	1	0	7.63089454162023	0.93	0.05	0	0.88
DERL3	1	0	7.57048467434091	0.851	0.015	0	0.836
CD79A	1	0	7.43549845128143	0.7	0.008	0	0.692
POU2AF1	1	0	7.38645942226868	0.654	0.006	0	0.648
JSRP1	1	0	7.26005779598729	0.813	0.011	0	0.802
SPAG4	1	0	7.15964510790194	0.832	0.015	0	0.817
MZB1	1	0	7.09591600701154	0.997	0.111	0	0.886
CDK14	1	0	6.19847995395462	0.663	0.02	0	0.643
PIM2	1	0	5.72562669894858	0.857	0.044	0	0.813
RAB30	1	0	5.50799605814058	0.638	0.025	0	0.613
TP53INP1	1	0	5.08535429213913	0.761	0.069	0	0.692
XBP1	1	0	5.06860791309317	0.999	0.599	0	0.4
PDK1	1	0	5.05738572069379	0.672	0.038	0	0.634
SEL1L3	1	0	4.76582931934136	0.706	0.047	0	0.659
FKBP11	1	0	4.74745861783046	0.959	0.159	0	0.8
SSR4	1	0	4.70136521100527	1	0.844	0	0.156
TPD52	1	0	4.37323873801082	0.694	0.047	0	0.647
CD3D	2	0	8.70321174811784	0.784	0.007	0	0.777
GZMA	2	0	8.60611573105936	0.726	0.01	0	0.716
CD2	2	0	8.06028503435481	0.829	0.012	0	0.817
CD3E	2	0	7.94053866155966	0.623	0.006	0	0.617
CCL5	2	0	6.95628173064625	0.769	0.038	0	0.731
CD52	2	0	4.6189321909207	0.774	0.076	0	0.698
IL32	2	0	4.59164721601978	0.758	0.078	0	0.68
KLRB1	2	2.3074634999504e-306	8.31939546845923	0.574	0.009	4.17558594951024e-302	0.565
RPS27	2	9.27209332608747e-300	1.63537180345234	1	0.999	1.67787800828879e-295	0.001
CD3G	2	2.63780996379715e-297	8.97476696316875	0.539	0.002	4.77338091048732e-293	0.537
IL7R	2	3.28722691625975e-290	6.10643985382534	0.632	0.041	5.94856582766364e-286	0.591
CD69	2	4.49784105059638e-271	4.48946969417209	0.717	0.098	8.13929316515921e-267	0.619
LCK	2	1.6444336374237e-269	8.05086372375484	0.499	0.004	2.97576711028192e-265	0.495
CD96	2	7.64297213999755e-251	8.26253579978368	0.466	0.003	1.38307223845396e-246	0.463
SPOCK2	2	7.32070540741477e-241	5.76334565965331	0.495	0.016	1.32475485052578e-236	0.479
GZMK	2	1.01639013608825e-240	8.58189878831578	0.463	0.007	1.83925959026531e-236	0.456
LTB	2	1.20503060118884e-240	5.66317828717635	0.54	0.033	2.18062337591133e-236	0.507
CD7	2	1.50571015987471e-233	5.72443916593329	0.526	0.032	2.72473310530927e-229	0.494
CTSW	2	8.65892775974399e-229	5.53183615498226	0.495	0.022	1.56691956740327e-224	0.473
RPS3	2	7.62749554293998e-228	1.26946129030645	1	0.994	1.38027159345042e-223	0.00600000000000001
COL3A1	3	0	8.57721776156457	0.766	0.017	0	0.749
DCN	3	0	8.57250009569519	0.686	0.014	0	0.672
COL1A1	3	0	8.06847474087004	0.787	0.041	0	0.746
EDIL3	3	6.41734997553733e-303	7.05422727158986	0.577	0.009	1.16128365157323e-298	0.568
TPM2	3	5.02677713433782e-302	7.02486521195851	0.874	0.071	9.09645590229771e-298	0.803
