cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2284	4893	912	None	None
0	741	1620	1092	FALSE	FALSE
1	572	972	550	FALSE	FALSE
2	372	583	140	FALSE	FALSE
3	250	912	345	FALSE	FALSE
4	190	67	18	FALSE	FALSE
5	111	1580	1021	FALSE	FALSE
6	48	746	352	FALSE	FALSE
