gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
CCDC80	0	0	4.95602427508255	0.996	0.427	0	0.569
THY1	0	0	4.45203320707227	0.986	0.294	0	0.692
FBLN1	0	0	4.44634990232482	0.996	0.58	0	0.416
COL14A1	0	0	4.2767622782654	0.992	0.27	0	0.722
EFEMP1	0	9.69207386150432e-299	3.81150609546789	0.972	0.383	1.74583326467277e-294	0.589
PRRX1	0	3.92254986055378e-294	3.34087560840756	0.953	0.267	7.06568906381553e-290	0.686
COL6A3	0	9.38391524884887e-294	3.48079591042775	0.995	0.564	1.69032465377515e-289	0.431
SFRP2	0	4.83573205636273e-291	5.36105692560486	0.976	0.777	8.71060415312619e-287	0.199
BGN	0	1.89489158143117e-284	3.27173441277233	0.986	0.472	3.41326820563196e-280	0.514
NNMT	0	5.16409939957618e-284	3.19948016702533	0.989	0.553	9.30209224845658e-280	0.436
STEAP1	0	2.49818052568893e-279	5.09550208593198	0.74	0.037	4.49997258092347e-275	0.703
CXCL14	0	3.47409468888515e-278	4.58859195907172	0.957	0.5	6.25788676308883e-274	0.457
PPIC	0	1.09817211220435e-271	3.00455161115985	0.977	0.474	1.9781374257137e-267	0.503
COL1A2	0	6.36240399286219e-270	2.98920339189492	1	0.855	1.14605983123427e-265	0.145
COL3A1	0	3.9221212592664e-269	3.65720432096583	1	0.831	7.06491702431657e-265	0.169
MGP	0	4.1001742348273e-267	3.07246919368746	0.997	0.744	7.38564384919442e-263	0.253
SERPINF1	0	5.3183888462952e-266	2.47311826504946	0.999	0.774	9.58001382883155e-262	0.225
FAP	0	1.22414668040261e-265	3.93007402634986	0.813	0.106	2.20505541540923e-261	0.707
ASPN	0	2.95395785828691e-265	4.67987165766024	0.85	0.192	5.32096429013221e-261	0.658
PLA2G2A	0	7.51663256222351e-261	5.75192949135481	0.973	0.78	1.35397102343332e-256	0.193
GPC3	1	1.99869481867251e-289	5.48443597148254	0.808	0.085	3.60024897687479e-285	0.723
PTCH1	1	1.94287189837126e-266	5.75993389515379	0.721	0.048	3.49969515053615e-262	0.673
CDH19	1	1.28512406200545e-261	8.63202704373777	0.639	0.006	2.31489397289041e-257	0.633
ANGPTL7	1	4.29124927547168e-253	5.45594902152977	0.763	0.088	7.72982731990713e-249	0.675
PTGDS	1	5.69980452997777e-250	4.92944440171624	0.973	0.576	1.0267057899849e-245	0.397
ABCA8	1	5.86018888589478e-227	3.82066051467775	0.857	0.251	1.05559582401623e-222	0.606
LTBP4	1	8.94480500748674e-220	3.47734529933326	0.842	0.216	1.61122772599859e-215	0.626
C2orf40	1	6.10089939109801e-218	3.66327670467868	0.793	0.165	1.09895500731849e-213	0.628
TENM2	1	4.02691530088897e-216	6.92518671598141	0.558	0.01	7.2536825314913e-212	0.548
SCN7A	1	7.68727200309138e-212	7.6777201947123	0.541	0.007	1.38470830591685e-207	0.534
ADH1B	1	2.53660453455514e-208	6.20259410763504	0.566	0.021	4.56918574809417e-204	0.545
CLDN1	1	3.38442402986363e-208	4.59374342713273	0.619	0.044	6.09636300499336e-204	0.575
APOD	1	7.70960050662411e-202	5.19706879685599	0.981	0.843	1.3887303392582e-197	0.138
NR2F2	1	3.45026124526662e-186	2.30791167096701	0.961	0.487	6.21495558109876e-182	0.474
WFDC1	1	2.68491397295971e-182	6.27141367483469	0.495	0.014	4.83633553949233e-178	0.481
GSN	1	1.45598265975197e-175	1.92665627836678	1	0.916	2.62266156501122e-171	0.084
MATN2	1	5.93434009969667e-174	3.59609290251704	0.699	0.161	1.06895268215836e-169	0.538
FOXS1	1	2.58496696243169e-173	6.67914733405203	0.476	0.014	4.65630098942819e-169	0.462
VIT	1	1.93353102072708e-170	3.43775044867777	0.686	0.157	3.48286942763568e-166	0.529
ETV1	1	7.2548522655667e-170	4.51014921670257	0.544	0.05	1.30681653859653e-165	0.494
VSIG4	2	0	8.30951610418596	0.733	0.007	0	0.726
MS4A7	2	0	8.18645770778162	0.825	0.01	0	0.815
MSR1	2	0	8.01573324809615	0.724	0.007	0	0.717
MNDA	2	0	7.52551697617624	0.76	0.008	0	0.752
CLEC7A	2	0	7.45131123756826	0.857	0.011	0	0.846
CSF1R	2	0	7.2995835689747	0.766	0.013	0	0.753
