cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2284	4674	859	None	None
0	739	1606	1197	FALSE	FALSE
1	735	728	433	FALSE	FALSE
2	572	972	540	FALSE	FALSE
3	111	1580	1083	FALSE	FALSE
4	79	186	52	FALSE	FALSE
5	48	746	343	FALSE	FALSE
