gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
CCDC80	0	0	4.95450497931985	0.996	0.427	0	0.569
FBLN1	0	0	4.45348663542483	0.996	0.58	0	0.416
THY1	0	0	4.45118088734747	0.986	0.293	0	0.693
COL14A1	0	0	4.27628961963532	0.992	0.269	0	0.723
EFEMP1	0	6.25564000076691e-299	3.81198953462797	0.972	0.382	1.12682843333814e-294	0.59
PRRX1	0	1.67993343543992e-294	3.34368552092232	0.953	0.267	3.02606409725794e-290	0.686
COL6A3	0	3.01136115225803e-293	3.47860845394277	0.995	0.563	5.42436484356238e-289	0.432
SFRP2	0	2.33405157943115e-291	5.36655078187412	0.976	0.777	4.20432711002933e-287	0.199
NNMT	0	1.09786981693285e-284	3.20650139443577	0.989	0.553	1.97759290124115e-280	0.436
BGN	0	1.64533409712288e-284	3.27132784550668	0.986	0.472	2.96374030914743e-280	0.514
STEAP1	0	5.02296959639425e-280	5.11139453006733	0.741	0.036	9.04787513398496e-276	0.705
CXCL14	0	3.4868161087931e-278	4.58711513311323	0.957	0.499	6.28080185676902e-274	0.458
PPIC	0	1.01940903407957e-270	3.00166661926603	0.976	0.474	1.83626149308753e-266	0.502
COL1A2	0	9.51270795013301e-270	2.98785006179195	1	0.855	1.71352408305746e-265	0.145
COL3A1	0	4.0190077129465e-269	3.65595627301117	1	0.831	7.23943859333053e-265	0.169
MGP	0	7.04812696844393e-268	3.08219644716034	0.997	0.744	1.2695791108258e-263	0.253
SERPINF1	0	5.07820078897954e-266	2.47285400432996	0.999	0.774	9.14736308118884e-262	0.225
FAP	0	5.50834915227059e-265	3.92718903445604	0.812	0.106	9.92218932798501e-261	0.706
ASPN	0	1.54861625784567e-264	4.67698666576643	0.849	0.192	2.78952246525741e-260	0.657
PLA2G2A	0	4.31628524027339e-260	5.74941267484561	0.973	0.78	7.77492460330445e-256	0.193
C1QC	1	0	8.67464212662859	0.891	0.023	0	0.868
C1QB	1	0	7.956136666014	0.869	0.036	0	0.833
C1QA	1	0	7.16751485103327	0.932	0.095	0	0.837
CSF1R	1	1.22234426749485e-306	5.02556450413512	0.869	0.061	2.20180872903847e-302	0.808
CD163	1	5.46145446985561e-299	6.73377966344736	0.742	0.024	9.83771793655091e-295	0.718
MSR1	1	6.05880532507793e-294	5.12261747751606	0.823	0.053	1.09137260320629e-289	0.77
CD14	1	4.30129893904424e-291	5.70429447333452	0.957	0.154	7.74792977890038e-287	0.803
FCGR3A	1	2.58310989252738e-290	6.26525907094831	0.702	0.016	4.65295584940957e-286	0.686
MS4A7	1	3.36374264219695e-286	4.43594888853323	0.874	0.076	6.05910962138937e-282	0.798
CYBB	1	6.22753964673075e-274	4.90334395822527	0.795	0.055	1.12176671656561e-269	0.74
AIF1	1	1.28810137662995e-271	3.78348403529924	0.985	0.17	2.32025700972354e-267	0.815
FOLR2	1	2.56391781143139e-271	8.05359807433572	0.652	0.014	4.61838515373136e-267	0.638
C5AR1	1	1.06312447368125e-270	6.49804666364713	0.664	0.017	1.91500611444204e-266	0.647
MS4A4A	1	1.42650390253552e-254	6.07494918802372	0.684	0.032	2.56956147963724e-250	0.652
TYROBP	1	2.51736854682081e-252	3.51871425439932	0.995	0.224	4.53453596338833e-248	0.771
FCGR2A	1	2.68003051248094e-252	3.82564889322375	0.869	0.1	4.82753896213192e-248	0.769
LAPTM5	1	2.01729689599205e-246	3.51492514920182	0.927	0.144	3.63375689875048e-242	0.783
VSIG4	1	5.66370821240261e-242	3.96698224412559	0.78	0.065	1.02020376030008e-237	0.715
FCGR1A	1	2.79491950782732e-231	5.48690610604193	0.616	0.024	5.03448850944935e-227	0.592
ITGB2	1	7.59697431503843e-231	3.40714388678835	0.866	0.114	1.36844298336787e-226	0.752
CDH19	2	4.5301547629293e-240	3.7779103690779	0.833	0.089	8.16016777446455e-236	0.744
ABCA10	2	1.18337794082501e-228	4.35963366863486	0.806	0.097	2.1316186848081e-224	0.709
ANGPTL7	2	9.70835481594779e-226	4.89486922223321	0.909	0.188	1.74876595299668e-221	0.721
GPC3	2	3.59489649003116e-218	3.48161746060791	0.93	0.199	6.47548704749313e-214	0.731
PAMR1	2	8.76314688672525e-214	5.27517124640472	0.602	0.029	1.57850564870582e-209	0.573
ABCA8	2	1.73227009807575e-206	3.46510949475705	0.984	0.342	3.12033812766384e-202	0.642
APOD	2	9.46532138005488e-192	4.14524516479433	1	0.866	1.70498834018928e-187	0.134
WFDC1	2	5.21069475357423e-185	3.82164203412588	0.672	0.071	9.38602445961326e-181	0.601
ABCA9	2	8.72712894693143e-176	3.80708666340289	0.737	0.118	1.57201773721076e-171	0.619
SOX8	2	1.1881610993752e-171	5.40610211623117	0.465	0.016	2.14023458830454e-167	0.449
PTCH1	2	2.2801459790976e-166	2.82411731530991	0.82	0.156	4.1072269521485e-162	0.664
SCN7A	2	3.22845184987063e-166	2.54738863985264	0.683	0.081	5.81541031717197e-162	0.602
