cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2284	5080	816	None	None
0	740	1613	1074	FALSE	FALSE
1	396	816	213	FALSE	FALSE
2	372	583	135	FALSE	FALSE
3	251	915	334	FALSE	FALSE
4	176	832	172	FALSE	FALSE
5	111	145	55	FALSE	FALSE
6	111	1580	987	FALSE	FALSE
7	79	186	47	FALSE	FALSE
8	48	746	289	FALSE	FALSE
