gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MEIS2	0	0	2.89503958027447	0.986	0.376	0
ROBO1	0	0	2.74884423686791	0.884	0.288	0
CDH11	0	0	2.74023215420806	0.917	0.323	0
FAM155A	0	0	3.01925468863007	0.988	0.398	0
ROBO2	0	0	2.98635760962379	0.929	0.344	0
BICC1	0	0	2.3675732116936	0.908	0.327	0
COL6A3	0	0	2.2709570194074	0.93	0.363	0
KIAA1217	0	0	2.49106539994651	0.982	0.42	0
PLEKHH2	0	0	2.68540216389501	0.778	0.218	0
THSD4	0	0	2.61303052184612	0.903	0.344	0
AFF3	0	0	3.03195456623873	0.929	0.381	0
AL132709.5	0	0	3.23152297492541	0.686	0.138	0
PTPRD	0	0	3.14017631846465	0.666	0.119	0
KIF26B	0	0	2.90242631616405	0.841	0.296	0
CACNA1C	0	0	2.60090340021067	0.975	0.436	0
TENM2	0	0	3.08791574395568	0.818	0.28	0
KCNQ1OT1	0	0	2.66172862760771	0.986	0.451	0
MEG8	0	0	2.60841473726632	0.87	0.337	0
EGFR	0	0	2.79168539718449	0.696	0.167	0
ZDBF2	0	0	2.29391452129532	0.813	0.287	0
MAST4	0	0	2.63093911403239	0.799	0.273	0
SETBP1	0	0	2.29711070750854	0.893	0.372	0
RP11-909M7.3	0	0	3.07068400287426	0.662	0.144	0
EBF1	0	0	2.07767130177937	0.861	0.345	0
CNTN4	0	0	2.40824595945229	0.952	0.437	0
ZNF586	0	0	2.6985680282092	0.697	0.188	0
PTPRG	0	0	2.38939415386411	0.986	0.479	0
IGF2BP2	0	0	2.24750721628597	0.96	0.453	0
LDB2	0	0	1.63527113530744	0.78	0.275	0
KAZN	0	0	2.61599049459227	0.919	0.416	0
GAS2	0	0	2.82802230374521	0.632	0.129	0
BNC2	0	0	2.36089767209905	0.936	0.435	0
TSHZ3	0	0	2.32367238608589	0.845	0.344	0
EYA4	0	0	2.83853626882144	0.621	0.123	0
TSHZ2	0	0	3.0775550705946	0.961	0.465	0
EBF2	0	0	2.64311626213158	0.721	0.228	0
IGF2BP3	0	0	2.27925123502225	0.611	0.122	0
RUNX1T1	0	0	2.42172783783787	0.768	0.282	0
FARP1	0	0	2.23855156392309	0.791	0.308	0
RP11-152P17.2	0	0	2.0683134739607	0.955	0.472	0
DENND2A	0	0	2.78338463603864	0.627	0.147	0
ZNF423	0	0	3.48319078266696	0.571	0.091	0
LINC00478	0	0	2.54441494213719	0.934	0.457	0
PBX1	0	0	2.30674104313041	0.843	0.367	0
SEMA3A	0	0	2.73601738151702	0.634	0.159	0
HMGA2	0	0	2.78821612764955	0.607	0.134	0
ANTXR1	0	0	2.1666081147726	0.935	0.463	0
RNF144A	0	0	2.33642040875836	0.731	0.26	0
SOBP	0	0	2.55208124857303	0.637	0.167	0
CSRNP3	0	0	2.64910429692485	0.655	0.188	0
ROR2	0	0	3.02496910432832	0.578	0.114	0
PSD3	0	0	2.17375537586535	0.95	0.487	0
CACNA2D1	0	0	2.50312023991102	0.641	0.186	0
MEOX2	0	0	2.64218004585202	0.619	0.164	0
KIAA1211	0	0	3.11745342420357	0.542	0.088	0
