gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
ZNF423	0	0	3.48319078266696	0.571	0.091	0	0.48
EYA1	0	0	3.4406622250867	0.415	0.055	0	0.36
AL132709.5	0	0	3.23152297492541	0.686	0.138	0	0.548
PTPRT	0	0	3.21822086648524	0.553	0.101	0	0.452
IGF2	0	0	3.18025328865973	0.454	0.075	0	0.379
NRG1	0	0	3.14783750333547	0.56	0.108	0	0.452
PTPRD	0	0	3.14017631846465	0.666	0.119	0	0.547
KIAA1211	0	0	3.11745342420357	0.542	0.088	0	0.454
TENM2	0	0	3.08791574395568	0.818	0.28	0	0.538
TSHZ2	0	0	3.0775550705946	0.961	0.465	0	0.496
GLI2	0	0	3.07291827022483	0.572	0.121	0	0.451
RP11-909M7.3	0	0	3.07068400287426	0.662	0.144	0	0.518
AFF3	0	0	3.03195456623873	0.929	0.381	0	0.548
MEIS1	0	0	3.0303896501068	0.539	0.105	0	0.434
ROR2	0	0	3.02496910432832	0.578	0.114	0	0.464
FAM155A	0	0	3.01925468863007	0.988	0.398	0	0.59
HIF3A	0	0	3.00574859696118	0.487	0.081	0	0.406
COL4A5	0	0	2.98938775377559	0.501	0.093	0	0.408
ROBO2	0	0	2.98635760962379	0.929	0.344	0	0.585
KIF26B	0	0	2.90242631616405	0.841	0.296	0	0.545
GAL3ST1	1	0	5.12344839247398	0.548	0.023	0	0.525
MPZ	1	0	4.9502286386499	0.559	0.062	0	0.497
SHH	1	0	4.31256986896891	0.586	0.06	0	0.526
RSPO3	1	0	4.31046231971228	0.437	0.032	0	0.405
S100B	1	0	4.23908834542921	0.995	0.469	0	0.526
ACPP	1	0	4.22741948129114	0.46	0.044	0	0.416
DIRAS3	1	0	4.20504033482952	0.704	0.09	0	0.614
CMTM5	1	0	4.16154738197156	0.688	0.046	0	0.642
RXRG	1	0	4.06797409647102	0.423	0.027	0	0.396
STON2	1	0	4.05449812782158	0.471	0.047	0	0.424
DGUOK-AS1	1	0	4.05171991040434	0.379	0.025	0	0.354
EXTL1	1	0	3.99073384238953	0.471	0.031	0	0.44
DHH	1	0	3.92105599030636	0.607	0.044	0	0.563
CAPS	1	0	3.89807984336854	0.974	0.348	0	0.626
ALK	1	0	3.85719089104421	0.798	0.099	0	0.699
LGI1	1	0	3.82900308401073	0.538	0.043	0	0.495
TRPV4	1	0	3.81228890237221	0.711	0.076	0	0.635
GAP43	1	0	3.75907641579167	0.965	0.208	0	0.757
INSC	1	0	3.68479836112609	0.462	0.031	0	0.431
TMEM132B	1	0	3.68089627843355	0.64	0.063	0	0.577
KMO	2	0	8.97331231630014	0.314	0.003	0	0.311
IL1B	2	0	8.59602401734322	0.611	0.022	0	0.589
OLR1	2	0	8.38145281018991	0.811	0.009	0	0.802
CCL3L3	2	0	8.12169478076811	0.566	0.006	0	0.56
SLC37A2	2	0	8.06873188137882	0.317	0.002	0	0.315
CSF3R	2	0	7.9222143270175	0.371	0.002	0	0.369
MS4A4E	2	0	7.83256834026977	0.309	0.002	0	0.307
CLEC7A	2	0	7.72259632568513	0.857	0.009	0	0.848
TFEC	2	0	7.35807061156452	0.549	0.005	0	0.544
IL8	2	0	7.34002668218107	0.825	0.057	0	0.768
CD86	2	0	7.27336322732238	0.849	0.015	0	0.834
ST18	2	0	7.13659533461119	0.393	0.005	0	0.388
CXorf21	2	0	6.99357877832614	0.444	0.005	0	0.439
RBM47	2	0	6.97528996574058	0.851	0.027	0	0.824
RP11-1080G15.1	2	0	6.97245177643514	0.284	0.006	0	0.278
ITGAX	2	0	6.82424212697738	0.569	0.007	0	0.562
BCL2A1	2	0	6.78075887586156	0.647	0.015	0	0.632
MPEG1	2	0	6.778763527889	0.262	0.004	0	0.258
P2RY13	2	0	6.74102143389745	0.348	0.005	0	0.343
CD83	2	0	6.67316524444369	0.975	0.117	0	0.858
