cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	7615	8357	1400	None	None
0	1442	2600	301	FALSE	FALSE
1	1088	3196	499	FALSE	FALSE
2	1023	1444	402	FALSE	FALSE
3	951	1754	33	FALSE	FALSE
4	850	3394	510	FALSE	FALSE
5	381	522	6	FALSE	FALSE
6	368	1305	283	FALSE	FALSE
7	336	377	1	FALSE	FALSE
8	328	1426	129	FALSE	FALSE
9	287	453	3	FALSE	FALSE
10	284	593	118	FALSE	FALSE
11	277	1374	166	FALSE	FALSE
