Transition	ARI	NMI
0.1->0.2	0.820817749289308	0.874907722990948
0.2->0.3	0.906369381194558	0.941052350563863
0.3->0.4	0.998744302850405	0.998368415991385
0.4->0.5	0.819089789802989	0.942761492801254
0.5->0.6	0.719499709976358	0.892193295259131
0.6->0.7	0.675065852700999	0.871946974828209
0.7->0.8	0.995841773167439	0.996788167875837
0.8->0.9	0.827773439320248	0.935809902029943
0.9->1	0.982448447229555	0.988149468134271
