figure_path	dataset	processing_stage	analysis_method	parameters	input_object_checksum	generating_script	snakemake_rule	git_commit
reports/datasets/MPNST_2/filtered_qc_violins.pdf	MPNST_2	post-filter_QC	filtered_qc_violins	w=10;h=8	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtered_qc_violins.png	MPNST_2	post-filter_QC	filtered_qc_violins	w=10;h=8	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtered_qc_density.pdf	MPNST_2	post-filter_QC	filtered_qc_density	w=10;h=8	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtered_qc_density.png	MPNST_2	post-filter_QC	filtered_qc_density	w=10;h=8	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtered_qc_histograms.pdf	MPNST_2	post-filter_QC	filtered_qc_histograms	w=10;h=8	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtered_qc_histograms.png	MPNST_2	post-filter_QC	filtered_qc_histograms	w=10;h=8	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtered_qc_scatter.pdf	MPNST_2	post-filter_QC	filtered_qc_scatter	w=7;h=6	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtered_qc_scatter.png	MPNST_2	post-filter_QC	filtered_qc_scatter	w=7;h=6	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtering_summary.pdf	MPNST_2	post-filter_QC	filtering_summary	w=8;h=6	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/filtering_summary.png	MPNST_2	post-filter_QC	filtering_summary	w=8;h=6	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/doublet_summary.pdf	MPNST_2	post-filter_QC	doublet_summary	w=9;h=5	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
reports/datasets/MPNST_2/doublet_summary.png	MPNST_2	post-filter_QC	doublet_summary	w=9;h=5	cd15a88b7f70a6492a1f05c94725cd8c	scripts/R/filter_and_detect_doublets.R	filter_and_detect_doublets	4e4c2aef7c9faf4a5adbcd0d0090f39d99737ac2
