dataset_id	cells	pcs_used	algorithm	recommended_resolution	n_clusters	min_cluster_size	median_cluster_size	max_cluster_size	stability_metric	technical_concern	conservative_resolution	high_resolution
MPNST_2	2284	6	Louvain	0.3	9	48	176	741	0.933293867529187	None	0.1	0.5
