PC	Technical_Metric	Pearson_R	Pearson_P	Spearman_R	Spearman_P
PC_1	nCount_RNA	-0.427553129240578	3.60194763335442e-102	-0.583179368587672	3.03723584581646e-208
PC_2	nCount_RNA	0.452565720258526	1.00012584940422e-115	0.518229811111845	3.42099550062615e-157
PC_3	nCount_RNA	0.32767508675504	2.63844187561391e-58	0.454152288706651	1.26259645468921e-116
PC_4	nCount_RNA	-0.0434934524622589	0.0376678878087628	-0.0154524347823304	0.46043521467525
PC_5	nCount_RNA	-0.0342613176267546	0.101635873815287	-0.0520735573755721	0.0128108436878366
PC_6	nCount_RNA	0.027578143112378	0.187663719582429	0.198805406176912	8.65227920520133e-22
PC_7	nCount_RNA	0.107706072208862	2.47476565666319e-07	0.0674204657688565	0.00126408694072764
PC_8	nCount_RNA	0.146370696520388	2.07583160792642e-12	0.190111217132038	4.98370123726682e-20
PC_9	nCount_RNA	-0.0255346717715627	0.222516519474133	0.0606120565361612	0.00375787267358498
PC_10	nCount_RNA	0.186453991607596	2.59006892426867e-19	0.0720409801699413	0.000569964980806771
PC_11	nCount_RNA	-0.130033777880634	4.4442139931864e-10	-0.120847148870756	6.89287659754048e-09
PC_12	nCount_RNA	-0.0787474847355956	0.000165069768048851	-0.0465646835548603	0.0260563042167665
PC_13	nCount_RNA	-0.0540269954154316	0.00980906710284197	-0.0927668106556046	8.97128185915943e-06
PC_14	nCount_RNA	0.0688370499838518	0.000995092987661629	0.0694026633287935	0.000903325977080367
PC_15	nCount_RNA	-0.0543003219057919	0.00944334458546254	-0.0197081190939933	0.346473923905818
PC_1	nFeature_RNA	-0.46475517437534	9.35645781410631e-123	-0.639233181908958	1.31043569729025e-262
PC_2	nFeature_RNA	0.318131854362068	6.97698907159788e-55	0.387773663554771	7.67820002629656e-83
PC_3	nFeature_RNA	0.345890244752603	3.46559636045715e-65	0.410182683955177	2.09274747166731e-93
PC_4	nFeature_RNA	-0.0963526382565062	3.96850927594396e-06	-0.0822045582134471	8.38353665137261e-05
PC_5	nFeature_RNA	-0.0591881498801594	0.00466053886948339	-0.0311882301129067	0.136205869670817
PC_6	nFeature_RNA	0.0397791576794983	0.0573274537834239	0.128509367886212	7.10064216522812e-10
PC_7	nFeature_RNA	0.0673929601188698	0.0012699186700295	0.052576913335967	0.0119683163712559
