cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	6877	5045	756	None	None
0	1032	1358	79	FALSE	FALSE
1	892	348	14	FALSE	FALSE
2	840	1729	247	FALSE	FALSE
3	715	756	18	FALSE	FALSE
4	677	1008	158	FALSE	FALSE
5	452	44	1	FALSE	FALSE
6	450	933	133	FALSE	FALSE
7	410	383	83	FALSE	FALSE
8	328	1233	505	FALSE	FALSE
9	321	566	69	FALSE	FALSE
10	311	559	64	FALSE	FALSE
11	298	1541	707	FALSE	FALSE
12	151	228	53	FALSE	FALSE
