gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
LUM	0	1.41193093336341e-169	1.22540815293705	0.955	0.674	2.82696811478022e-165	0.281
OGN	0	5.22798971872396e-137	0.917911818663761	0.985	0.743	1.04674810148291e-132	0.242
DCN	0	2.04641104376779e-127	0.849207196679513	0.996	0.756	4.09732419183186e-123	0.24
COL3A1	0	7.58283871479812e-122	0.849574372762111	0.999	0.811	1.51823596747688e-117	0.188
COL1A2	0	2.47691089284493e-102	0.667329220009904	1	0.843	4.95927098965411e-98	0.157
CD81	0	6.02136815815967e-97	0.579017065472391	1	0.96	1.20559833262673e-92	0.04
MGP	0	7.22232931953063e-95	0.829254228857664	0.981	0.806	1.44605477635642e-90	0.175
CAPN6	0	3.42361465519434e-92	1.14417768931411	0.665	0.341	6.85476126263011e-88	0.324
COL5A2	0	1.91677116374652e-89	0.692439635542386	0.97	0.701	3.83775922405329e-85	0.269
CYGB	0	5.02412507228158e-86	0.99337072178816	0.74	0.422	1.00593032197222e-81	0.318
RPL10	0	3.46370894441583e-85	0.442034912910027	1	1	6.93503804850937e-81	0
IGFBP4	0	1.1217967552756e-84	0.781660834166304	0.914	0.658	2.24606146341282e-80	0.256
CPE	0	2.78730890881071e-83	0.827585990548478	0.883	0.602	5.58074989722081e-79	0.281
SSPN	0	4.31064797932344e-83	1.06772809069606	0.644	0.334	8.63077938420139e-79	0.31
C1S	0	5.35302520266009e-81	0.812050978684878	0.811	0.5	1.0717827060766e-76	0.311
LAPTM4A	0	2.69140851605229e-79	0.659138657708275	0.955	0.835	5.3887381308399e-75	0.12
COL1A1	0	8.18820185878964e-79	0.57249282641551	1	0.851	1.63944177616686e-74	0.149
KRT10	0	9.44589192234335e-79	0.673631329700402	0.947	0.754	1.89125648069159e-74	0.193
FMO1	0	7.16375697231405e-78	1.22524241879835	0.545	0.254	1.43432742099672e-73	0.291
IGFBP7	0	2.687596337858e-77	0.55235018664923	0.953	0.776	5.38110538765929e-73	0.177
MT-ATP6	1	3.96336666302474e-275	0.716324369899948	1	1	7.93545273270814e-271	0
MT-ND3	1	2.69186636965744e-271	0.795721533748597	1	1	5.38965484532813e-267	0
MT-CYB	1	5.40324048901458e-261	0.742814954467015	1	1	1.0818368107105e-256	0
MT-ND4	1	2.04136778611085e-241	0.686228536515118	1	1	4.08722658135114e-237	0
MT-CO2	1	4.8297246993157e-238	0.666394520072988	1	1	9.6700747929699e-234	0
MT-CO3	1	3.52757891330275e-199	0.66989314423026	1	1	7.06291850021476e-195	0
MT-ND4L	1	3.66005115661217e-148	0.64623083186399	1	0.995	7.32815442576889e-144	0.005
IGF2	1	4.65141666541296e-136	1.02916079633694	0.999	0.827	9.31306644748982e-132	0.172
MT-ND5	1	9.00599030700206e-134	0.696709009942736	1	0.992	1.80317937926795e-129	0.00800000000000001
MT-ND2	1	6.01518963561576e-123	0.549060692018267	1	0.998	1.20436126884299e-118	0.002
MEG3	1	4.11869843298238e-121	1.0915429216969	0.973	0.752	8.24645800251732e-117	0.221
COL6A1	1	1.26937658016648e-112	0.803176673746319	0.998	0.786	2.54154578880932e-108	0.212
MT-ND1	1	7.19918513427995e-111	0.475165697667609	1	0.999	1.44142084758553e-106	0.001
COL1A1	1	3.4935348053357e-100	0.766706034412355	1	0.855	6.99475538724315e-96	0.145
ISLR	1	7.86685316258802e-99	0.825597071398674	0.979	0.73	1.57510134021337e-94	0.249
COL6A2	1	7.28099252832904e-97	0.726966489919152	0.999	0.828	1.45780032402204e-92	0.171
MT-CO1	1	6.78095289647745e-95	0.366893847839647	1	1	1.35768238893271e-90	0
LAMB1	1	7.17423337976283e-92	0.853840831674929	0.969	0.748	1.43642500729611e-87	0.221
COL1A2	1	1.01292602711151e-83	0.665318202693642	1	0.847	2.02808049148266e-79	0.153
COL6A3	1	9.73300716811735e-79	0.823415475696436	0.919	0.658	1.94874269520046e-74	0.261
TNMD	2	3.85516495189382e-160	2.26943864800342	0.664	0.257	7.71881126668181e-156	0.407
DLK1	2	6.44157513550272e-133	1.05004877274322	0.988	0.781	1.28973217363035e-128	0.207
POSTN	2	2.34862698187514e-128	1.17445013494547	0.975	0.706	4.70242094311041e-124	0.269
COL1A2	2	6.25856935302559e-123	0.951534181827052	1	0.848	1.25309075586278e-118	0.152
SCXA	2	2.4569709644556e-122	1.71519790691039	0.757	0.397	4.919347265033e-118	0.36
PPIB	2	8.62183446476649e-117	0.897928837854425	0.994	0.925	1.72626369653555e-112	0.069
MGP	2	1.30444348990946e-115	1.12884106633771	0.987	0.811	2.61175675549672e-111	0.176
THBS4	2	5.32466600038984e-115	1.34376738118624	0.938	0.677	1.06610462659805e-110	0.261
ITM2A	2	6.24299498367726e-114	1.11073423856624	0.961	0.709	1.24997245563186e-109	0.252
SPARC	2	1.98246653903881e-113	0.90623719961608	0.998	0.818	3.9692945044635e-109	0.18
FMOD	2	8.97195485098786e-111	1.31813572171443	0.826	0.477	1.79636480026479e-106	0.349
COL1A1	2	4.80621884833127e-107	0.887131457786543	1	0.856	9.62301137812887e-103	0.144
PCOLCE	2	1.66995548220344e-104	0.84896383287061	0.994	0.756	3.34358486646772e-100	0.238
GAS2	2	1.89859880817769e-103	1.36966340979647	0.652	0.295	3.80137453373338e-99	0.357
FSTL5	2	1.34243821112594e-101	1.48518314007289	0.593	0.251	2.68782978631637e-97	0.342
FAT1	2	3.78362214148128e-100	1.12421294115927	0.832	0.489	7.57556825167382e-96	0.343
ZNF185	2	4.49285234671269e-100	2.04662877639371	0.363	0.101	8.99558896858814e-96	0.262
PTN	2	2.69171952500583e-99	0.945604137383695	0.971	0.732	5.38936083296668e-95	0.239
ABI3BP	2	1.61997380786252e-97	1.35179370484932	0.688	0.334	3.24351155810235e-93	0.354
CHODL	2	3.76614701158429e-97	1.52826620037516	0.568	0.237	7.54057954659407e-93	0.331
SCXA	3	3.51561163869208e-138	1.76155261091453	0.822	0.397	7.03895762298928e-134	0.425
DLK1	3	1.05935326725592e-99	0.930982524111153	0.994	0.784	2.1210371116998e-95	0.21
NPW	3	6.85910583060758e-98	1.16147360009	0.95	0.663	1.37333016940425e-93	0.287
FSTL5	3	2.05294306444614e-97	1.32163556812111	0.632	0.253	4.11040260363406e-93	0.379
CRABP1	3	7.42166653477606e-95	1.3750611340142	0.747	0.377	1.48596607359286e-90	0.37
ITM2A	3	4.27860935122438e-86	0.966013489936739	0.957	0.714	8.56663164302146e-82	0.243
ITM2C	3	2.70182831045e-85	0.934011232312818	0.931	0.67	5.40960064318299e-81	0.261
RPL10	3	3.68531761761065e-82	0.540966902100361	1	1	7.37874293398005e-78	0
