cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	6877	5010	793.5	None	None
0	1005	1355	97	FALSE	FALSE
1	830	1000	50	FALSE	FALSE
2	764	354	9	FALSE	FALSE
3	716	1533	194	FALSE	FALSE
4	531	79	4	FALSE	FALSE
5	439	871	18	FALSE	FALSE
6	411	383	82	FALSE	FALSE
7	394	985	149	FALSE	FALSE
8	353	592	71	FALSE	FALSE
9	344	716	50	FALSE	FALSE
10	325	1214	498	FALSE	FALSE
11	316	573	61	FALSE	FALSE
12	298	1541	728	FALSE	FALSE
13	151	228	52	FALSE	FALSE
