dataset_id	cells	pcs_used	algorithm	recommended_resolution	n_clusters	min_cluster_size	median_cluster_size	max_cluster_size	stability_metric	technical_concern	conservative_resolution	high_resolution
MPNST_1	7615	8	Louvain	0.6	18	166	385.5	993	0.918839538777083	None	0.4	0.8
