dataset_id	metric	n_cells	mean	sd	min	max	p1	p5	p10	p25	p50	p75	p90	p95	p99
MPNST_1	nCount_RNA	7615	9986.66513460276	9218.00023768389	500	67368	529	703	1004	3166.5	7503	13817.5	22441.2	28804	41875.16
MPNST_1	nFeature_RNA	7615	3350.63847669074	2022.67175431559	231	8934	375.14	492	654.8	1740.5	3139	4812.5	6247	6958.3	8100.72
MPNST_1	percent.mt	7615	0	0	0	0	0	0	0	0	0	0	0	0	0
MPNST_1	percent.ribo	7615	5.19715324332687	3.4171873359797	0.0777864207134126	19.7553956834532	0.454214426464092	1.08746438585898	1.6530816585284	2.66649877931398	4.27886998182719	7.02595139166977	10.1227298659258	12.0647834237535	15.6362694557561
