gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD2	0	0	8.06028503435481	0.829	0.012	0
CD3D	0	0	8.70321174811784	0.784	0.007	0
CCL5	0	0	6.95628173064625	0.769	0.038	0
GZMA	0	0	8.60611573105936	0.726	0.01	0
CD52	0	0	4.6189321909207	0.774	0.076	0
IL32	0	0	4.59164721601978	0.758	0.078	0
CD3E	0	0	7.94053866155966	0.623	0.006	0
KLRB1	0	2.3074634999504e-306	8.31939546845923	0.574	0.009	4.17558594951024e-302
RPS27	0	9.27209332608747e-300	1.63537180345234	1	0.999	1.67787800828879e-295
CD3G	0	2.63780996379715e-297	8.97476696316875	0.539	0.002	4.77338091048732e-293
IL7R	0	3.28722691625975e-290	6.10643985382534	0.632	0.041	5.94856582766364e-286
CD69	0	4.49784105059638e-271	4.48946969417209	0.717	0.098	8.13929316515921e-267
LCK	0	1.6444336374237e-269	8.05086372375484	0.499	0.004	2.97576711028192e-265
CD96	0	7.64297213999755e-251	8.26253579978368	0.466	0.003	1.38307223845396e-246
SPOCK2	0	7.32070540741477e-241	5.76334565965331	0.495	0.016	1.32475485052578e-236
GZMK	0	1.01639013608825e-240	8.58189878831578	0.463	0.007	1.83925959026531e-236
LTB	0	1.20503060118884e-240	5.66317828717635	0.54	0.033	2.18062337591133e-236
CD7	0	1.50571015987471e-233	5.72443916593329	0.526	0.032	2.72473310530927e-229
CTSW	0	8.65892775974399e-229	5.53183615498226	0.495	0.022	1.56691956740327e-224
RPS3	0	7.62749554293998e-228	1.26946129030645	1	0.994	1.38027159345042e-223
RPS29	0	1.80848326522886e-219	1.44252265485513	0.999	0.957	3.27263131675815e-215
RPS15A	0	1.30811068995223e-217	1.17297300640821	1	0.994	2.36715710453756e-213
RPS27A	0	2.39124976725273e-207	1.07743787770548	1	0.998	4.32720557882053e-203
RPS25	0	1.34666666332851e-200	1.14052223874936	1	0.99	2.43692799395927e-196
CXCR4	0	7.54317967878581e-200	3.17896183409971	0.772	0.249	1.36501379467308e-195
GZMM	0	2.38601161354994e-199	8.09150570825219	0.38	0.003	4.31772661587997e-195
RPL30	0	6.84852855330727e-194	1.05467172347231	1	0.999	1.23930972700648e-189
PTPRCAP	0	3.85869387464736e-193	2.94241839477788	0.718	0.182	6.98269243556187e-189
BTG1	0	6.32241073507953e-192	2.32879590795982	0.933	0.581	1.14410344661999e-187
TC2N	0	1.87183965256916e-187	6.35121975579437	0.377	0.007	3.38728103528915e-183
CD247	0	1.41040568569238e-186	7.64968887785774	0.356	0.002	2.55227012882893e-182
S100A4	0	2.08633574421267e-185	1.76517178538964	0.966	0.487	3.77543316272724e-181
PTPRC	0	1.9555839012384e-184	2.16075420668278	0.888	0.428	3.53882462768101e-180
CORO1A	0	1.126648358014e-183	2.68874747045117	0.765	0.277	2.03878286866213e-179
CST7	0	7.78060762588615e-180	3.67349772216177	0.492	0.048	1.40797875598036e-175
STK17A	0	6.27913259908883e-174	2.96551763527288	0.651	0.154	1.13627183513111e-169
SAMD3	0	7.45808086399999e-173	7.47765065640834	0.334	0.003	1.34961431314944e-168
RPS21	0	1.66486792486829e-170	1.1027512359793	1	0.984	3.01274499684165e-166
