cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2940	4607	984.5	None	None
0	685	310	125	FALSE	FALSE
1	589	1102	304	FALSE	FALSE
2	510	561	45	FALSE	FALSE
3	336	979	244	FALSE	FALSE
4	271	945	245	FALSE	FALSE
5	239	990	211	FALSE	FALSE
6	161	1441	624	FALSE	FALSE
7	149	1360	510	FALSE	FALSE
