cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2940	5405	816	None	None
0	510	561	35	FALSE	FALSE
1	425	320	23	FALSE	FALSE
2	409	976	144	FALSE	FALSE
3	271	945	214	FALSE	FALSE
4	259	188	6	FALSE	FALSE
5	241	998	99	FALSE	FALSE
6	177	816	56	FALSE	FALSE
7	168	799	77	FALSE	FALSE
8	149	1606	544	FALSE	FALSE
9	111	1847	653	FALSE	FALSE
10	98	710	109	FALSE	FALSE
11	71	1137	298	FALSE	FALSE
12	51	48	0	FALSE	FALSE
