gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
MZB1	0	1.04783906656347e-293	3.02607437092649	0.996	0.21	1.89616957485326e-289	0.786
RP11-731F5.2	0	1.01485395189899e-258	2.89923305977505	0.894	0.156	1.83647971135641e-254	0.738
PIM2	0	1.55189900013816e-258	3.290657178562	0.835	0.139	2.80831643065002e-254	0.696
DERL3	0	3.94564444134793e-255	3.28216241258395	0.81	0.117	7.14003818106321e-251	0.693
IGJ	0	1.69509097271903e-254	3.05940243397365	0.967	0.258	3.06743662423235e-250	0.709
SEL1L3	0	1.48573164643722e-249	3.76006551016575	0.757	0.109	2.68857998739279e-245	0.648
SDC1	0	1.56259168934876e-249	3.1778966175297	0.778	0.105	2.82766592104551e-245	0.673
JSRP1	0	3.67000182715931e-248	3.07061337095683	0.79	0.105	6.64123530642749e-244	0.685
FKBP11	0	7.72383570492736e-242	2.80730006360404	0.937	0.253	1.39770530916365e-237	0.684
TP53INP1	0	3.69991133035833e-240	3.97492690771509	0.786	0.14	6.69535954341644e-236	0.646
SPAG4	0	2.17162764433004e-229	2.9734224478304	0.78	0.117	3.92977738517965e-225	0.663
POU2AF1	0	2.20972467498899e-223	3.61079714727135	0.661	0.077	3.99871777186007e-219	0.584
FCRL5	0	6.30759617285285e-221	3.37698817256711	0.684	0.086	1.14142260343945e-216	0.598
XBP1	0	3.58522589658121e-220	2.79737279014727	0.998	0.644	6.48782478245335e-216	0.354
SSR4	0	3.73119013871385e-220	2.79222057225323	1	0.862	6.75196167501657e-216	0.138
SEL1L	0	6.26792272468326e-208	3.09036131875028	0.825	0.214	1.13424329625868e-203	0.611
PRDX4	0	1.56256833092246e-203	2.57530509878407	0.929	0.329	2.82762365163729e-199	0.6
SEC11C	0	3.51652403711883e-198	2.49348379176163	0.908	0.299	6.36350189757024e-194	0.609
HERPUD1	0	1.83110227516485e-196	2.23998531719402	1	0.691	3.31356267713832e-192	0.309
PDK1	0	1.27289204567884e-193	3.3593023655508	0.673	0.108	2.30342544586043e-189	0.565
CD3D	1	1.3795738131206e-282	3.30835729296866	0.821	0.081	2.49647677222304e-278	0.74
GZMA	1	2.14997161453596e-274	3.56368098717642	0.779	0.075	3.89058863366427e-270	0.704
CD69	1	4.88551019643464e-263	4.04858634335698	0.854	0.139	8.84081925146812e-259	0.715
CCL5	1	1.18827158470773e-261	3.69125606508274	0.816	0.106	2.15029625968712e-257	0.71
CD2	1	1.34753302046955e-248	2.83826521650003	0.821	0.098	2.4384957538417e-244	0.723
CD3E	1	1.19362327463412e-238	3.48702114166655	0.68	0.06	2.1599806777779e-234	0.62
CD3G	1	3.42231172475668e-221	3.64789192084091	0.605	0.047	6.19301529711968e-217	0.558
IL32	1	6.81728794250162e-215	2.8848440855932	0.816	0.138	1.23365642607509e-210	0.678
LCK	1	8.35951789522485e-214	3.66044321874651	0.576	0.042	1.51273835831989e-209	0.534
CD52	1	3.03695369728201e-211	2.97734676824963	0.807	0.143	5.49567141060153e-207	0.664
KLRB1	1	3.26416735544608e-197	3.72168675570122	0.6	0.063	5.90683724641522e-193	0.537
RPS27	1	1.12794598885565e-196	1.47873738532429	1	0.999	2.04113106143319e-192	0.001
CXCR4	1	1.32126943978848e-190	3.14998615438898	0.885	0.284	2.39096917824123e-186	0.601
