gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PTHLH	0	0	3.68767634617166	0.684	0.101	0
TGFA	0	0	3.20208213237259	0.668	0.127	0
VEGFA	0	0	2.88590973628469	0.99	0.64	0
CRYAB	0	4.8712087342947e-279	2.12396400999191	0.966	0.471	1.34674307877046e-274
VIM	0	2.3071577310683e-268	1.57625419959117	1	0.995	6.37859897908452e-264
L1CAM	0	1.50429113011246e-265	2.59179471403304	0.691	0.159	4.15891368742191e-261
AP000462.2	0	1.21466801407137e-262	2.74016643052942	0.658	0.146	3.35819265850312e-258
S100A10	0	5.65345218285559e-258	1.80848776408187	0.999	0.823	1.56300992499408e-253
CADM1	0	2.70831336147184e-250	1.92352099700298	1	0.68	7.48767395046118e-246
CXXC5	0	4.24580025837253e-242	2.35304514870412	0.915	0.467	1.17383639743225e-237
NDRG1	0	3.89232982508523e-240	2.28932800562983	0.951	0.616	1.07611242674131e-235
MAL	0	3.95615257587761e-219	2.51687021909645	0.595	0.134	1.09375750265288e-214
ESPN	0	9.57325994450372e-209	2.9728213631968	0.431	0.068	2.64671917685694e-204
GLUL	0	1.83011220459826e-208	2.74545602459992	0.862	0.452	5.05971121205282e-204
GAPDH	0	1.27310339330458e-202	1.42794467964131	1	0.979	3.51974895146917e-198
PMP22	0	1.21283626511625e-201	2.15326318885889	0.918	0.584	3.3531284221669e-197
TIMP3	0	6.03080612055968e-200	2.0029261846415	0.99	0.763	1.66733696815113e-195
LGALS3	0	1.17609484703019e-191	1.66147047928831	0.987	0.807	3.25154942358437e-187
BTG1	0	3.58089801454047e-189	1.50742710140407	0.996	0.793	9.90010874080005e-185
GSN	0	1.48617260824367e-183	1.78611277131822	0.993	0.867	4.10882141001129e-179
NXPH4	0	1.77255763729343e-179	3.02784312530139	0.376	0.06	4.90059009982513e-175
COL8A1	0	1.86012096720911e-179	1.57085096588505	0.973	0.643	5.14267643804302e-175
CDH19	0	3.84772132114352e-169	1.21380663950737	0.993	0.538	1.06377951365655e-164
OLFM1	0	1.33905177657333e-167	3.2746110715978	0.486	0.122	3.70207644669228e-163
NRN1	0	1.11516359244584e-165	1.9646864314143	0.809	0.402	3.083092784035e-161
ALDOA	0	1.44174025864401e-161	1.08675750849432	0.999	0.912	3.98597929307309e-157
PGK1	0	1.00297145814449e-157	1.47488565472163	0.956	0.785	2.77291519033207e-153
PHLDA3	0	2.18653637420215e-157	1.60343791525845	0.869	0.494	6.04511711375667e-153
CHPF	0	5.29913075706969e-157	1.9277203404095	0.794	0.409	1.46505068040706e-152
PEBP1	0	2.35076352507719e-156	1.27541646497513	0.973	0.805	6.49915591778091e-152
TAGLN2	0	1.10267213887497e-154	1.27367992599219	0.983	0.815	3.04855766234763e-150
CDK18	0	1.00448027933319e-150	2.28954310295231	0.525	0.147	2.77708662827246e-146
SERPINE2	0	1.50793623579524e-150	0.338617088931914	0.987	0.619	4.16899131110309e-146
C4orf3	0	2.14202826070231e-150	1.35968130452706	0.938	0.706	5.92206553236367e-146
MXI1	0	1.07370394341249e-146	2.1215670178448	0.678	0.281	2.96846929235252e-142
RND3	0	6.69205939588899e-144	1.47501327347294	0.922	0.675	1.85015366118143e-139
EIF1	0	1.05943058032395e-143	0.959311748878697	1	0.972	2.92900772542164e-139
WBP5	0	1.21076733179211e-143	1.30821658870923	0.922	0.639	3.34740844220566e-139
CAV1	0	2.64289647341936e-143	1.25066777115301	0.894	0.496	7.30681588006251e-139
SORCS3	0	4.49672733796705e-141	2.11056595888996	0.503	0.136	1.24321020712775e-136
RNASE1	0	5.89559197537867e-141	1.45491979282032	0.565	0.162	1.62995431343294e-136
RPS27L	0	6.73122995893112e-140	1.1746726818805	0.966	0.826	1.86098314674569e-135
GPM6B	0	3.17340204968209e-138	0.913206206217801	0.941	0.488	8.77350464675606e-134
TCEAL7	0	3.97172855567675e-138	1.81531880120826	0.643	0.234	1.09806379378795e-133
MT2A	0	2.54213638806385e-137	1.32850622170134	0.924	0.587	7.02824447208014e-133
SELM	0	2.20977889070413e-136	1.29714402766825	0.944	0.689	6.10937569912971e-132
FOXD3	0	1.3870862874064e-135	1.85894480410689	0.554	0.165	3.83487745879248e-131
RARRES2	0	1.39885122872349e-135	1.15681931545982	0.864	0.466	3.86740399205184e-131
RASGEF1C	0	2.83034214029767e-134	1.76645962626762	0.575	0.177	7.82504691528098e-130
DYNLT3	0	2.91639198104161e-134	2.03982865577366	0.64	0.254	8.06294890998573e-130
ANXA2	0	2.0875463439166e-133	1.28070692665992	0.975	0.855	5.77143937702623e-129
PLP2	0	3.07466542806332e-131	1.57581788496102	0.782	0.395	8.50052750896665e-127
DUSP23	0	1.03601729605054e-128	1.94290409770685	0.602	0.224	2.86427701839094e-124
ZNF395	0	1.82962870448448e-128	2.14925360741332	0.516	0.162	5.05837447928824e-124
ADAMTS9-AS2	0	2.40734485414713e-128	1.2246284685388	0.934	0.637	6.65558631826056e-124
PLP1	0	2.59237425250278e-128	1.47158917809141	0.694	0.258	7.16713709589443e-124
LMCD1	0	1.65307713843817e-126	1.87039847158083	0.602	0.222	4.57026236464002e-122
LGI4	0	5.0875354380637e-125	1.25679709720804	0.808	0.369	1.40655092256147e-120
HS3ST5	0	2.55192065354075e-124	2.78788329595701	0.256	0.037	7.05529503084412e-120
LOX	0	2.79215792693067e-122	3.91952194159444	0.371	0.091	7.71947902058522e-118
SOX10	0	7.13092142443502e-122	1.71617638568621	0.545	0.17	1.97148584621355e-117
ADAMTS2	0	1.22702615774861e-121	1.9523372216752	0.552	0.192	3.39235921832757e-117
SLC6A6	0	1.33167377017591e-120	2.13753361488521	0.595	0.237	3.68167847240533e-116
FUNDC2	0	9.79617848480778e-119	1.98378643859698	0.662	0.306	2.70834946569481e-114
OLFML2A	0	1.7270094356643e-117	2.34496436859446	0.379	0.092	4.77466298678109e-113
CHL1	0	5.63217933600168e-116	1.22885111557622	0.665	0.23	1.55712862102438e-111
FAM19A5	0	7.23772008040828e-116	1.92765244057435	0.542	0.185	2.00101247063048e-111
RP11-236F9.2	0	4.61917766502532e-114	1.63051736396211	0.48	0.14	1.27706404904955e-109
ENO2	0	1.52406859332332e-113	1.6914944367149	0.665	0.309	4.21359243996097e-109
SEPT9	0	1.79993698882532e-113	1.36043629103191	0.883	0.705	4.97628579300536e-109
S100A6	0	1.7742165185291e-112	0.707391172646572	1	0.868	4.9051764087774e-108
TPI1	0	2.34705575796749e-112	0.98694766702101	0.983	0.888	6.48890505405272e-108
SAP30	0	1.00369135171717e-109	2.2101590399002	0.489	0.17	2.77490548009247e-105
LDHA	0	1.85964117887338e-109	0.956321747487306	0.977	0.863	5.14134996723123e-105
NDUFA4L2	0	6.33281708613745e-108	1.33092067261762	0.453	0.129	1.75083393980442e-103
SLC6A8	0	1.23131014635352e-107	2.1058687517879	0.422	0.121	3.40420316162356e-103
CPXM2	0	2.28822136766803e-107	1.82863887054578	0.51	0.169	6.32624561519181e-103
METRN	0	3.80424475187001e-106	1.87472008753344	0.74	0.432	1.0517595465495e-101
ITPK1	0	9.83139712262616e-106	1.68710455737545	0.566	0.214	2.71808636249246e-101
RP11-145O15.3	0	9.17530283121849e-105	1.44339009141428	0.551	0.186	2.53669597374698e-100
SH3PXD2A	0	3.80548560051427e-102	1.28128656457147	0.845	0.533	1.05210260397418e-97
LAMP2	0	1.65612273269881e-101	1.24107633201864	0.867	0.658	4.5786825190924e-97
NRXN1	0	6.52040825933777e-101	0.665373475726796	0.857	0.493	1.80269727145911e-96
MRFAP1	0	4.32683338040559e-100	1.09744125345799	0.89	0.707	1.19623962468073e-95
FSTL3	0	7.83825046422309e-100	1.68681740481379	0.572	0.234	2.16704110584376e-95
TMEM178B	0	1.1887299402571e-99	1.33183359183262	0.566	0.203	3.28648166582879e-95
MARCKS	0	1.40994598069368e-98	0.92644231801683	0.983	0.878	3.89807765282381e-94
MIR210HG	0	1.41384276348308e-98	2.08554060799151	0.403	0.119	3.90885108820167e-94
ADSSL1	0	5.35647050899231e-98	2.13224631169014	0.37	0.102	1.4809034016211e-93
ALDH1A1	0	4.37958085755576e-97	1.32260541819552	0.525	0.187	1.21082271968844e-92
SLC2A1	0	7.29830105026703e-96	1.62489632256609	0.624	0.276	2.01776129136733e-91
RP11-166D19.1	0	7.2890390831129e-93	1.3095490059493	0.713	0.369	2.01520063530822e-88
SIVA1	0	6.54134789494405e-92	1.34271164090069	0.766	0.514	1.80848645251518e-87
PHPT1	0	2.03755209546488e-91	1.28606523209364	0.831	0.638	5.63322027833174e-87
SCD	0	4.72279852175007e-91	1.6553000287071	0.532	0.214	1.30571210730824e-86
CNN3	0	2.68979645671452e-90	1.04601634410597	0.905	0.737	7.43648026387863e-86
ITGB8	0	4.04627949097442e-90	0.701359621381199	0.956	0.696	1.1186748908697e-85
CHD1L	0	4.44494176695687e-90	2.05340379017055	0.46	0.171	1.22889305031056e-85
RRAS	0	8.03524826310768e-87	1.22562455282612	0.734	0.419	2.22150508730138e-82
RP4-792G4.2	0	1.09882638512252e-86	1.8199199540061	0.411	0.132	3.03792530694822e-82
PRDM16	0	2.82115445571953e-86	1.58289167260961	0.419	0.134	7.79964572372777e-82
NCAM2	0	7.14689002429898e-86	1.88726489519428	0.421	0.14	1.97590068501794e-81
EID1	0	7.40306310189043e-86	0.887161831662967	0.946	0.803	2.04672485577965e-81
NGFRAP1	0	1.28679125672188e-84	1.01116726569398	0.876	0.665	3.55759178745899e-80
CAB39L	0	3.62299053306235e-84	1.62600828361875	0.487	0.185	1.00164819267575e-79
MGST3	0	5.3162493371776e-81	1.04042119138086	0.856	0.634	1.46978345424949e-76
IL1RAP	0	1.54223581623548e-80	1.06292820040749	0.778	0.461	4.26381936114622e-76
RP11-130F10.1	0	2.32760685033877e-79	1.93907257184226	0.323	0.091	6.43513465913159e-75
GRIN2C	0	3.4375409977743e-79	2.3472673916262	0.28	0.071	9.50376959654661e-75
TRIM2	0	9.04485729691833e-79	1.61309809699075	0.568	0.263	2.50063169687901e-74
PMP2	0	1.00679562818369e-78	1.71032496150079	0.391	0.127	2.78348787323944e-74
BEX2	0	6.32161439767544e-78	1.94635197387375	0.386	0.129	1.74773673252533e-73
ADM	0	3.77844198402667e-77	2.16024681292796	0.49	0.215	1.04462585532385e-72
LAMTOR5	0	5.60916078049487e-77	1.05113777820381	0.821	0.638	1.55076468098342e-72
PAPPA	0	7.09098059478054e-77	1.41720903110444	0.46	0.173	1.96044340503898e-72
UBC	0	1.21023569574005e-76	0.71428648773855	1	0.971	3.34593862801253e-72
SAT2	0	2.51690698858232e-76	1.17952736772094	0.777	0.585	6.95849275133353e-72
UPP1	0	9.66412994121254e-76	1.44386968347952	0.636	0.345	2.67184200484703e-71
TPPP3	0	1.34555420699117e-75	1.40871228187916	0.497	0.199	3.72005371606848e-71
CTD-2336O2.1	0	1.40010707239452e-75	1.70304130233123	0.448	0.173	3.87087602304912e-71
KIRREL3	0	1.73491378844047e-75	0.753648517309306	0.5	0.188	4.79651615090138e-71
MTND2P28	0	3.30706773365964e-75	0.489320750013831	0.999	0.984	9.14305016324882e-71
IGFBP5	0	3.61514012867169e-75	1.8973649904342	0.843	0.681	9.99477791373863e-71
MT1E	0	2.48469582187156e-74	1.59736088518578	0.487	0.206	6.86943853872831e-70
SNCA	0	6.96641644753509e-74	1.11687486333321	0.774	0.515	1.92600515525003e-69
ADIRF	0	9.11703248938039e-74	0.738682368699453	0.708	0.345	2.520585972339e-69
ENDOD1	0	1.60152151412018e-73	1.09151183992568	0.548	0.221	4.42772653008808e-69
PLA2G16	0	2.02623037506452e-73	1.22668651260744	0.686	0.401	5.60191911794088e-69
H2AFZ	0	2.41795559405045e-73	0.970443407524381	0.855	0.673	6.68492183087127e-69
CCNI	0	3.3065387776466e-73	0.793131667641817	0.948	0.857	9.14158775855956e-69
IFI27	0	1.09894265560688e-72	0.903172186057722	0.787	0.45	3.03824675995634e-68
N4BP2L2	0	3.01033255946032e-71	0.803721958565918	0.951	0.863	8.32266642713995e-67
ID4	0	3.17669585094374e-71	0.971535188207036	0.78	0.509	8.78261101910417e-67
CD9	0	3.58812197947569e-71	0.666088408820964	0.959	0.683	9.92008083665644e-67
SLC35F1	0	7.57188365929966e-71	0.983373292468912	0.596	0.263	2.09339867528658e-66
ANXA5	0	2.30923420076503e-70	0.756343316531083	0.976	0.904	6.38433979485509e-66
ALG14	0	2.97596954061783e-70	1.59921445227147	0.494	0.22	8.22766298894613e-66
SYN3	0	6.37996391952582e-70	1.4506047380954	0.487	0.208	1.7638686248313e-65
ESD	0	1.42475319636012e-69	1.25526041335428	0.619	0.331	3.93901516197681e-65
METRNL	0	2.98468223828138e-69	1.64163961121931	0.592	0.322	8.25175098417654e-65
POU3F1	0	7.43676808784693e-69	1.78389684677537	0.371	0.13	2.05604327324704e-64
ANAPC16	0	1.12085616719958e-68	1.13464477955858	0.727	0.471	3.09883104545669e-64
PROS1	0	1.52649411360854e-68	0.964658803974467	0.774	0.521	4.22029827589352e-64
DAD1	0	2.07928408126888e-68	0.839202644227162	0.9	0.748	5.74859669948407e-64
ARG2	0	4.92626686397311e-68	1.90592183812816	0.429	0.178	1.36196499988265e-63
MT1L	0	7.5464155466584e-68	1.83445991213478	0.332	0.107	2.08635750618465e-63
CCDC59	0	2.69100515710485e-67	1.42788850567578	0.561	0.29	7.43982195784779e-63
CD151	0	5.30749089318777e-67	0.819939620103076	0.853	0.615	1.46736200723962e-62
