cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2940	5049	911	None	None
0	629	317	106	FALSE	FALSE
1	551	1082	257	FALSE	FALSE
2	510	561	42	FALSE	FALSE
3	271	945	228	FALSE	FALSE
4	238	992	172	FALSE	FALSE
5	204	760	95	FALSE	FALSE
6	170	877	128	FALSE	FALSE
7	149	1606	635	FALSE	FALSE
8	111	1847	745	FALSE	FALSE
9	107	18	0	FALSE	FALSE
