gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
OLR1	5	2.21419122099202e-164	4.5769173869066	0.551	0.037	4.00680043350716e-160	0.514
C5AR1	5	1.42098796057226e-157	3.76844884453829	0.742	0.091	2.57141981345155e-153	0.651
LUCAT1	5	1.43280624226701e-153	5.21866637664454	0.379	0.012	2.59280617600638e-149	0.367
GPR84	5	5.77988534613185e-151	3.84084378532715	0.586	0.05	1.04592805223602e-146	0.536
SERPINA1	5	1.9933896088231e-149	3.42701592092341	0.854	0.147	3.60723783612628e-145	0.707
PLAUR	5	3.53531393739333e-148	3.97814383506362	0.965	0.255	6.39750410110697e-144	0.71
CSTA	5	2.5086406225477e-142	2.97992287313144	0.783	0.111	4.53963607056231e-138	0.672
FCN1	5	9.53456642519005e-141	3.66211507989835	0.576	0.053	1.72537514030239e-136	0.523
CCRL2	5	3.57156935073205e-140	4.40956915822206	0.49	0.035	6.46311189708472e-136	0.455
HCAR3	5	1.43310593008085e-135	5.48826409224968	0.298	0.007	2.5933484910743e-131	0.291
CD83	5	8.40795865497616e-135	2.8164028980353	0.965	0.234	1.52150419820449e-130	0.731
SOD2	5	4.42349418591328e-125	3.72678326035033	0.995	0.443	8.00475507882868e-121	0.552
CLEC7A	5	2.29737211264735e-123	2.6773061238377	0.828	0.147	4.15732457504664e-119	0.681
MZB1	6	2.76153978092424e-68	1.32979872187288	0.989	0.302	4.9972823875605e-64	0.687
IGJ	6	2.65437942806954e-67	1.55449505939203	0.952	0.342	4.80336501303464e-63	0.61
TP53INP1	6	1.59440418153767e-58	2.85892741028247	0.681	0.223	2.88523380691058e-54	0.458
PIM2	6	2.68214783604736e-56	2.03443140904793	0.723	0.228	4.8536147241113e-52	0.495
XBP1	6	6.12878277343405e-56	1.46680880277771	0.995	0.686	1.10906453068063e-51	0.309
CPEB4	6	3.19176604318284e-52	2.73607836526209	0.718	0.303	5.77581983174367e-48	0.415
HERPUD1	6	1.46108271866672e-51	1.3239266271935	1	0.727	2.64397528769929e-47	0.273
SSR4	6	9.12524654197599e-49	1.38768592100197	1	0.878	1.65130461423598e-44	0.122
POU2AF1	6	2.34028138103669e-47	2.24527761215438	0.543	0.153	4.23497318712399e-43	0.39
SEL1L3	6	1.80837298035413e-45	2.31108383045806	0.596	0.196	3.27243174524884e-41	0.4
FCRL5	6	1.60325853241851e-42	2.08975016776722	0.548	0.165	2.90125664026453e-38	0.383
FBXW7	6	1.6431040893626e-42	2.24515675661962	0.606	0.219	2.97336116011057e-38	0.387
JSRP1	6	3.43139099290367e-42	1.51186304813224	0.644	0.195	6.20944514075847e-38	0.449
FKBP11	6	2.44046764788169e-41	1.28594211383752	0.835	0.34	4.4162702556067e-37	0.495
FAM46C	6	1.20353351280563e-40	2.02744359247344	0.649	0.251	2.17791424477307e-36	0.398
SEL1L	6	3.4980905584634e-40	1.8690311817689	0.691	0.295	6.33014467459537e-36	0.396
RP11-731F5.2	6	7.61629979334073e-38	0.95812252894115	0.761	0.251	1.37824561060294e-33	0.51
PDK1	6	1.45022578386619e-37	2.27193018450284	0.537	0.184	2.62432857848425e-33	0.353
SDC1	6	2.91591834387332e-36	1.54743517866905	0.59	0.197	5.27664583507316e-32	0.393
SPCS3	6	2.91950604869218e-36	1.31096094854998	0.888	0.552	5.28313814571337e-32	0.336
MNDA	7	2.68711326698485e-141	3.21548107044628	0.967	0.222	4.86260016793578e-137	0.745
FCN1	7	1.39201439240695e-129	3.88968985485491	0.578	0.057	2.51898924449962e-125	0.521
SERPINA1	7	1.022979529978e-125	2.81765841818167	0.85	0.151	1.85118375744818e-121	0.699
NAIP	7	6.33819497264263e-113	2.81043557414123	0.9	0.212	1.14695976224941e-108	0.688
FGL2	7	1.9772451116857e-112	2.75981592771344	0.889	0.204	3.57802275410645e-108	0.685
PILRA	7	5.06500790371123e-107	2.78383426106455	0.794	0.154	9.16563830255585e-103	0.64
CLEC7A	7	5.16728279047686e-103	2.66571726354572	0.789	0.154	9.35071493764692e-99	0.635
CPVL	7	1.98987577192306e-102	2.41758387139455	0.928	0.249	3.60087919687197e-98	0.679
LYZ	7	2.22921977340367e-100	3.32455270676123	0.994	0.477	4.03399610195127e-96	0.517
FCGR2A	7	3.25851754998334e-99	2.26996724610952	0.95	0.249	5.89661335844985e-95	0.701
FAM26F	7	1.46965833536296e-97	2.48456782444115	0.828	0.184	2.65949372367281e-93	0.644
LGALS2	7	1.69911025623751e-92	2.71705195059216	0.567	0.079	3.0747099196874e-88	0.488
MS4A6A	7	1.49736804830879e-91	2.24089874347429	0.967	0.317	2.70963722021959e-87	0.65
C9orf72	7	8.43109003105467e-90	2.62390292967957	0.733	0.154	1.52569005201965e-85	0.579
LST1	7	3.66199299281973e-89	2.31041337896418	0.917	0.256	6.62674251980659e-85	0.661
CSTA	7	7.10781555651269e-89	2.87970576628229	0.661	0.123	1.28623030310654e-84	0.538
AIF1	7	3.25966469187981e-88	2.10413039132261	0.994	0.388	5.8986892264257e-84	0.606
C1orf162	7	2.69968706030021e-87	2.25098377755235	0.861	0.227	4.88535370431925e-83	0.634
CTSS	7	8.28890320852959e-86	2.21490468014145	0.994	0.541	1.49995992461551e-81	0.453
CD14	7	4.58896935419951e-84	2.29073276209014	0.994	0.393	8.30419894335944e-80	0.601
DCN	8	0	7.70062644542946	0.78	0.026	0	0.754
RARRES1	8	1.16231511998671e-299	8.12334546075328	0.667	0.016	2.10332544112796e-295	0.651
CDH11	8	1.17749323429671e-289	7.80992886572143	0.53	0.004	2.13079175678333e-285	0.526
CCDC80	8	9.45559907235058e-273	6.70959067937947	0.696	0.025	1.71108520813256e-268	0.671
LUM	8	5.83623319255933e-267	7.9019953079705	0.72	0.031	1.05612475852554e-262	0.689
PCOLCE	8	1.13519125535868e-262	6.21581646918727	0.679	0.025	2.05424209569707e-258	0.654
COL6A3	8	4.47780449779409e-259	6.99192669946432	0.601	0.016	8.10303501920818e-255	0.585
FAP	8	2.57336762886917e-254	6.53117622614071	0.631	0.021	4.65676606120166e-250	0.61
CTSK	8	1.23765264173325e-230	6.68317931958576	0.577	0.019	2.23965622048049e-226	0.558
COL3A1	8	1.92405794280624e-218	6.16882592479491	0.696	0.041	3.48177525330218e-214	0.655
MXRA5	8	2.08938290770528e-216	6.78135971352466	0.423	0.005	3.78094730978347e-212	0.418
GFPT2	8	1.72662190692203e-215	6.64265344269307	0.417	0.005	3.12449500276611e-211	0.412
LTBP2	8	2.73651116431281e-215	5.876516946565	0.565	0.021	4.95199060294046e-211	0.544
SFRP4	8	2.03926786697849e-208	9.0488955115934	0.429	0.007	3.69025913208427e-204	0.422
FHL2	8	1.7440677038926e-198	5.08392248354509	0.714	0.052	3.15606491696404e-194	0.662
COL1A1	8	2.05910996748915e-198	6.45532722030456	0.75	0.063	3.72616539716837e-194	0.687
HSPB6	8	1.03946410300628e-196	6.05410927419167	0.452	0.011	1.88101424080017e-192	0.441
PTGES	8	2.89655877638161e-190	7.05721815971604	0.375	0.005	5.24161276174017e-186	0.37
MFAP5	8	4.65243986184848e-183	8.98821128396533	0.339	0.003	8.41905517400101e-179	0.336
ITGBL1	8	8.88026457157378e-181	8.21431912080076	0.315	0.001	1.60697267687199e-176	0.314
MMRN1	9	0	9.10704575077056	0.622	0.003	0	0.619
CDH5	9	0	9.07893211456164	0.919	0.004	0	0.915
CXorf36	9	0	9.05432264721764	0.818	0.003	0	0.815
MYCT1	9	0	8.99251736274417	0.649	0.001	0	0.648
LINC01013	9	0	8.88868155175963	0.574	0.003	0	0.571
HOXD9	9	0	8.79562531370159	0.743	0.003	0	0.74
ERG	9	0	8.70794979536074	0.649	0.002	0	0.647
CLEC14A	9	0	8.697061479218	0.926	0.005	0	0.921
PREX2	9	0	8.69048882529451	0.831	0.003	0	0.828
ECSCR	9	0	8.66229606105732	0.912	0.005	0	0.907
MECOM	9	0	8.62009949740312	0.574	0.002	0	0.572
THSD7A	9	0	8.59788607412716	0.709	0.004	0	0.705
EDN1	9	0	8.56298886086834	0.703	0.006	0	0.697
TIE1	9	0	8.54748512316749	0.608	0.002	0	0.606
RAMP3	9	0	8.47659650645267	0.743	0.008	0	0.735
PCDH17	9	0	8.45486057680137	0.574	0.003	0	0.571
ROBO4	9	0	8.26737720397476	0.73	0.004	0	0.726
CLDN5	9	0	8.24544936504	0.892	0.018	0	0.874
MMRN2	9	0	8.19845926330003	0.845	0.005	0	0.84
RASIP1	9	0	8.13379404959616	0.709	0.003	0	0.706
NRXN1	10	0	9.04234800185336	0.865	0.005	0	0.86
PTPRZ1	10	0	8.60712034285144	0.874	0.006	0	0.868
FOXD3	10	0	8.30909051566144	0.676	0.003	0	0.673
CMTM5	10	0	8.26991991838076	0.667	0.003	0	0.664
PTN	10	0	8.1271718443121	1	0.013	0	0.987
CHL1	10	0	7.94014943097205	0.874	0.007	0	0.867
RP4-792G4.2	10	0	7.91958810848973	0.748	0.004	0	0.744
FLRT3	10	0	7.91112652974154	0.559	0.003	0	0.556
SOX10	10	0	7.77599725486088	0.739	0.005	0	0.734
PLP1	10	0	7.71192446525987	0.91	0.011	0	0.899
NLGN4X	10	0	7.7014079384402	0.631	0.004	0	0.627
FXYD3	10	0	7.68643594772655	0.901	0.019	0	0.882
ITGB8	10	0	7.57720852416326	1	0.035	0	0.965
GFRA1	10	0	7.36468284162476	0.613	0.004	0	0.609
DIRAS3	10	0	7.34626030825198	0.91	0.018	0	0.892
TSPAN11	10	0	7.33462560776858	0.64	0.005	0	0.635
L1CAM	10	0	7.31994903113613	0.766	0.009	0	0.757
CDH19	10	0	7.2786014648628	1	0.033	0	0.967
TUBB2B	10	0	7.27205313633691	0.757	0.009	0	0.748
VAT1L	10	0	7.27157343723327	0.595	0.004	0	0.591
CD1C	11	1.35466199619321e-294	7.12862858507124	0.704	0.012	2.45139634831123e-290	0.692
FCER1A	11	3.24913414527074e-233	6.29344850319338	0.653	0.017	5.87963314928193e-229	0.636
CD1E	11	6.26957455511165e-166	7.90860706819754	0.316	0.002	1.134542211493e-161	0.314
SPIB	11	1.52548511062857e-142	6.02025242402645	0.357	0.007	2.76051785619347e-138	0.35
IL1R2	11	2.27394501811134e-131	5.64038956005495	0.398	0.012	4.11493090477429e-127	0.386
C15orf48	11	5.22297460432865e-130	4.1822155573981	0.765	0.067	9.45149484399312e-126	0.698
LGALS2	11	1.4971850889911e-126	3.9917323840164	0.827	0.084	2.7093061370383e-122	0.743
MCOLN2	11	8.13698179811332e-117	4.5010464504123	0.469	0.023	1.47246822618659e-112	0.446
ITGAX	11	1.66492615096211e-112	3.50082441192923	0.684	0.058	3.01285036278103e-108	0.626
HLA-DQB2	11	1.91386536054437e-109	5.30778391256709	0.378	0.014	3.46333075644109e-105	0.364
CSF2RA	11	2.26735809235894e-106	3.52279680353794	0.796	0.094	4.10301120393274e-102	0.702
AGPAT9	11	4.74605892590002e-103	4.37611198737052	0.459	0.026	8.58846823230867e-99	0.433
P2RY14	11	5.31524632710138e-97	4.57418802912698	0.388	0.018	9.61846975352265e-93	0.37
HLA-DQA1	11	1.3202101999688e-93	3.87872199988163	1	0.264	2.38905237786355e-89	0.736
CCSER1	11	2.73317861165953e-91	5.41985988273569	0.265	0.007	4.94596001565908e-87	0.258
GRASP	11	7.8257771636629e-86	3.95995862830916	0.796	0.129	1.41615263553644e-81	0.667
PKIB	11	6.39343210290872e-85	4.41647128448754	0.459	0.034	1.15695547334236e-80	0.425
CLEC10A	11	2.10984823071677e-77	3.63434379800994	0.724	0.115	3.81798135830507e-73	0.609
HLA-DQB1	11	4.24225005443379e-76	3.97089720805574	1	0.399	7.67677569850338e-72	0.601
AMICA1	11	1.40265296003377e-72	2.86241324144283	0.816	0.145	2.53824079647712e-68	0.671
HIGD1B	12	0	8.63775466798455	0.704	0.005	0	0.699
SLIT3	12	0	8.38721120633395	0.859	0.005	0	0.854
MYH11	12	0	8.31312616043999	0.789	0.01	0	0.779
FRZB	12	0	7.88528408999837	0.803	0.012	0	0.791
RGS5	12	0	7.86725747848419	0.944	0.018	0	0.926
SMOC2	12	0	7.73783568081275	0.887	0.01	0	0.877
ABCC9	12	0	7.47954308710603	0.732	0.007	0	0.725
EFHD1	12	0	7.4361208068149	0.775	0.006	0	0.769
AGT	12	0	7.38451961032768	0.732	0.004	0	0.728
NOTCH3	12	0	7.34685346871781	0.93	0.018	0	0.912
COX4I2	12	2.42547802561085e-306	7.96461635587703	0.634	0.005	4.38914503514539e-302	0.629
FHL5	12	9.93475240971487e-296	9.17788738724492	0.493	0.001	1.797792796062e-291	0.492
NEURL1B	12	9.08020351057792e-291	6.56399562936705	0.746	0.012	1.64315362727418e-286	0.734
SEPT4	12	3.65639151588277e-290	6.73585531668451	0.887	0.021	6.61660608714146e-286	0.866
FAM13C	12	2.58410986400222e-286	6.76721948759384	0.62	0.006	4.67620520989841e-282	0.614
CPE	12	6.34627600595038e-278	7.31421732023553	0.761	0.014	1.14842210603678e-273	0.747
RASL12	12	2.86417802877164e-277	8.03702485140507	0.521	0.002	5.18301656086516e-273	0.519
WFDC1	12	5.38260852537106e-277	7.45857565764259	0.577	0.005	9.74036838751148e-273	0.572
LMOD1	12	3.69355704779587e-275	8.42404797451432	0.507	0.002	6.68386083369141e-271	0.505
CCDC102B	12	2.2958794046641e-272	6.49270433518126	0.887	0.024	4.15462337068015e-268	0.863
PMP2	13	1.86619664803254e-53	3.81799315672129	0.558	0.051	3.37706945427969e-49	0.507
MIA	13	1.22038615750654e-36	2.6015920396064	0.558	0.074	2.20841079062384e-32	0.484
CRYAB	13	2.35034781374327e-28	2.72156158891396	0.615	0.124	4.25318940374983e-24	0.491
ITGB8	13	2.33657095871276e-27	1.70124614494498	0.462	0.064	4.22825880688661e-23	0.398
SERPINE2	13	4.01122366392333e-26	2.06829354795248	0.615	0.13	7.25871034223565e-22	0.485
GPM6B	13	3.11958194689024e-25	1.80410165186148	0.519	0.091	5.64519549109259e-21	0.428
S100B	13	1.18773874559881e-23	3.48179948771918	0.75	0.268	2.1493320340356e-19	0.482
GAP43	13	3.37758879370756e-21	2.93790818290866	0.385	0.06	6.1120846810932e-17	0.325
SPARC	13	3.95562393281207e-21	1.59026995058231	0.769	0.212	7.15809706881673e-17	0.557
S100A6	13	1.24473991843775e-20	2.10403583776914	1	0.739	2.25248135640495e-16	0.261
ALDH1A3	13	1.15551892015619e-18	2.11704682740855	0.365	0.059	2.09102703791464e-14	0.306
CDH19	13	1.31098355055498e-18	1.32944084424201	0.385	0.064	2.3723558330843e-14	0.321
IFI27	13	2.38656229770054e-16	1.30653066415635	0.981	0.436	4.3187231339189e-12	0.545
S100A10	13	3.12218487555396e-16	1.52407604054957	0.962	0.595	5.64990575080244e-12	0.367
MT2A	13	3.80824776625719e-16	2.05793699940269	1	0.613	6.89140515781901e-12	0.387
MT1E	13	2.719338126483e-14	2.44032034992352	0.423	0.107	4.92091427368365e-10	0.316
NGFRAP1	13	4.47617226949243e-14	2.09497559060499	0.577	0.193	8.1000813388735e-10	0.384
VIM	13	6.4457482723025e-14	1.2666565603783	1	0.765	1.16642260735586e-09	0.235
CAPS	13	1.38676171503774e-12	2.12268582530811	0.385	0.097	2.5094839995323e-08	0.288
SEPW1	13	3.89385328942730e-12	1.68648093719291	0.865	0.46	7.04631691254765e-08	0.405
