cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2940	5478	819.5	None	None
0	449	1006	159	FALSE	FALSE
1	423	318	22	FALSE	FALSE
2	322	768	66	FALSE	FALSE
3	271	945	131	FALSE	FALSE
4	261	191	8	FALSE	FALSE
5	198	942	96	FALSE	FALSE
6	188	151	1	FALSE	FALSE
7	180	840	63	FALSE	FALSE
8	168	799	72	FALSE	FALSE
9	148	1651	563	FALSE	FALSE
10	111	1847	642	FALSE	FALSE
11	98	710	102	FALSE	FALSE
12	71	1137	289	FALSE	FALSE
13	52	45	0	FALSE	FALSE
