gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
STEAP1	0	8.23791394062845e-182	2.99563315168354	0.802	0.141	1.4838954381254e-177	0.661
ABCC9	0	7.70349131596302e-180	3.0315158725218	0.739	0.106	1.38762989074442e-175	0.633
RARRES1	0	4.55734075866726e-169	3.1683648791703	0.92	0.338	8.20913790858733e-165	0.582
PTGFR	0	7.11867039271717e-167	2.93143834205834	0.819	0.186	1.28228609784014e-162	0.633
NNMT	0	1.51747291303056e-164	2.31810524773603	0.998	0.625	2.73342395824196e-160	0.373
GEM	0	6.10324497456614e-161	2.4695436759863	0.944	0.359	1.0993775172686e-156	0.585
FBLN1	0	1.98437493715552e-157	2.27742180997368	0.995	0.65	3.57445457429824e-153	0.345
SERPINF1	0	1.53331008357519e-156	1.856888537484	1	0.812	2.76195145354398e-152	0.188
SFRP2	0	7.28656856747127e-156	2.45585071137172	0.993	0.806	1.3125295960586e-151	0.187
MGP	0	4.10283466997273e-152	2.19671357059552	1	0.786	7.39043609102187e-148	0.214
EFEMP1	0	3.48071083899879e-148	1.79107988230123	0.988	0.478	6.26980443428853e-144	0.51
COL14A1	0	3.17698079870768e-147	1.97376862768173	0.986	0.393	5.72269551271215e-143	0.593
PLA2G2A	0	5.9478121220309e-145	2.70146920961121	0.979	0.811	1.07137939754143e-140	0.168
FAM134B	0	1.66686984574657e-144	2.91476379583527	0.647	0.098	3.00253265314329e-140	0.549
MEDAG	0	9.11749264820605e-144	2.57279976186292	0.791	0.189	1.64233395072136e-139	0.602
FGF7	0	9.90851646424522e-144	2.55425576594699	0.96	0.5	1.78482107070449e-139	0.46
PRRX1	0	7.07244701071147e-143	1.97077426070396	0.958	0.382	1.27395988003946e-138	0.576
GAS1	0	3.78482138578832e-142	2.87555753369081	0.701	0.132	6.8175987622205e-138	0.569
CXCL14	0	1.14956667222539e-140	2.17796832650247	0.979	0.572	2.07071444667959e-136	0.407
RASD1	0	2.90804543461086e-140	3.20515572374627	0.76	0.206	5.23826224136454e-136	0.554
C1QC	1	1.0812861008883e-204	4.10662796034677	0.857	0.094	1.94772065353009e-200	0.763
C1QB	1	7.57524112231693e-196	4.31498430365754	0.852	0.103	1.36452818336295e-191	0.749
CSF1R	1	1.47129995085903e-180	3.85360689736712	0.861	0.125	2.65025260148237e-176	0.736
C1QA	1	7.35983750764519e-179	4.09974243872172	0.911	0.162	1.32572753025213e-174	0.749
FOLR2	1	4.45628384761183e-173	4.31318130464017	0.684	0.06	8.02710409470319e-169	0.624
CD163	1	3.58974310898094e-165	4.25918598741915	0.73	0.081	6.46620426220737e-161	0.649
CD14	1	5.55500175444403e-160	3.68691927174779	0.945	0.217	1.000622466028e-155	0.728
AIF1	1	2.13172059360749e-148	2.82028402846191	0.979	0.234	3.83986830526517e-144	0.745
MS4A4A	1	3.02852427963762e-146	4.04620172671509	0.684	0.083	5.45528078491124e-142	0.601
MSR1	1	1.02209540377589e-144	3.31463485828054	0.776	0.118	1.84110045082152e-140	0.658
FCGR3A	1	1.9761772990505e-143	3.66284140388239	0.662	0.074	3.55968816877966e-139	0.588
CYBB	1	3.33931729998723e-143	3.47647942577889	0.764	0.116	6.01511225246701e-139	0.648
MS4A7	1	6.68583187642605e-139	2.8949702489056	0.831	0.143	1.20431889590062e-134	0.688
C3AR1	1	2.72722726030514e-138	3.57420834262417	0.595	0.057	4.91255446398766e-134	0.538
TYROBP	1	3.54107920285251e-135	2.63365712160945	0.992	0.284	6.37854596809823e-131	0.708
LAPTM5	1	4.1458219114795e-135	2.80755679209881	0.907	0.207	7.46786900914802e-131	0.7
ITGB2	1	4.75685850611628e-131	2.8972843899636	0.844	0.175	8.56852922706725e-127	0.669
GPR34	1	1.50215562078182e-128	3.64464230904776	0.582	0.061	2.70583291971429e-124	0.521
FCER1G	1	9.26055377670933e-127	2.4645751544465	0.958	0.24	1.66810355179865e-122	0.718
MS4A6A	1	9.67867150008311e-126	2.39796457880846	0.928	0.207	1.74341909730997e-121	0.721
ADH1B	2	3.41900024910289e-125	3.21540972170075	0.82	0.138	6.15864514870903e-121	0.682
CDH19	2	1.79922831459313e-113	2.30460141973118	0.856	0.15	3.24094996307661e-109	0.706
GPC3	2	4.18539445580037e-105	2.42573580771777	0.948	0.259	7.53915103323321e-101	0.689
SCN7A	2	4.78265143190073e-92	2.09872907279265	0.727	0.128	8.61499002428279e-88	0.599
ATP1A2	2	1.45139763835729e-90	3.38228924871138	0.459	0.046	2.61440256597299e-86	0.413
ABCA10	2	1.94536746910322e-90	2.17362336649824	0.778	0.16	3.50419042209563e-86	0.618
PTCH1	2	2.47716260108874e-88	2.23070699835279	0.856	0.21	4.46211299334115e-84	0.646
PTGDS	2	2.78665992239978e-87	2.78336052650531	0.995	0.677	5.01961051821873e-83	0.318
ABCA8	2	2.51198716717814e-85	1.95685766649826	0.979	0.397	4.52484248423799e-81	0.582
FGFBP2	2	3.82854357512189e-84	2.77773060494612	0.552	0.079	6.89635554186705e-80	0.473
TENM2	2	1.36714852793139e-83	2.28550660459676	0.711	0.138	2.46264464336282e-79	0.573
ABCA9	2	3.31419765771074e-82	2.35502704332104	0.747	0.17	5.96986424083435e-78	0.577
ENTPD2	2	1.84071719366716e-77	2.55851953608109	0.598	0.104	3.31568388095266e-73	0.494
P2RY14	2	1.21687078397337e-75	2.73466647807662	0.675	0.153	2.19194934317123e-71	0.522
APOD	2	2.03485330906389e-75	2.07309083683774	1	0.877	3.66538126561678e-71	0.123
ANGPTL7	2	2.11320644452799e-74	1.81227288425929	0.851	0.255	3.80651876852827e-70	0.596
LHFP	2	3.1922486655047e-74	2.23869082317201	0.995	0.606	5.75019752117361e-70	0.389
CFH	2	8.35631669226868e-72	1.93409136186586	0.995	0.716	1.50522332577836e-67	0.279
NR2F1	2	8.66668948243216e-72	2.24288678541712	0.825	0.267	1.5611307764705e-67	0.558
FAM101A	2	1.52799798838244e-71	3.17676735039766	0.454	0.063	2.75238277647328e-67	0.391
RBP4	3	3.47856236257505e-123	3.44011510127881	0.973	0.275	6.26593438370644e-119	0.698
ITGBL1	3	1.6438147743621e-118	2.91226957135601	0.907	0.196	2.96100355305846e-114	0.711
FAM180B	3	1.38521371023748e-117	3.30645225160384	0.665	0.08	2.49518545625078e-113	0.585
RP11-572C15.6	3	1.24461100645138e-116	3.03798641831877	0.945	0.239	2.24191780592088e-112	0.706
CRLF1	3	2.01730189179071e-107	3.39262249679996	0.626	0.078	3.63376589768261e-103	0.548
ASPN	3	6.90132031088299e-106	2.73655331744083	0.995	0.354	1.24313482759935e-101	0.641
FAP	3	3.50551378359267e-102	2.53509761458336	0.945	0.282	6.31448197838548e-98	0.663
ELN	3	1.76151266580648e-98	2.49454028226893	0.934	0.26	3.17301276491721e-94	0.674
CERCAM	3	1.62994267658073e-96	2.4978949227448	0.962	0.345	2.93601574332488e-92	0.617
SEMA3C	3	5.31306882821759e-94	2.40933752560862	0.94	0.284	9.57043088026834e-90	0.656
LTBP2	3	8.81062572027512e-94	2.46775938605103	0.912	0.253	1.58705801099316e-89	0.659
ACKR3	3	4.69260544178693e-93	2.73681645161884	0.896	0.245	8.4527901822908e-89	0.651
C1QTNF3	3	1.11886714755324e-92	2.55608646157694	0.604	0.082	2.01541539288765e-88	0.522
CCDC80	3	3.05104268401604e-92	2.81817128222659	1	0.578	5.49584318671809e-88	0.422
THY1	3	7.68426399890488e-92	2.37305752499371	1	0.476	1.38416647412274e-87	0.524
ADAMTS2	3	1.75559181641079e-91	2.55574752229643	0.786	0.166	3.16234753890075e-87	0.62
TUBB2A	3	3.01233954800949e-91	2.53415211906713	1	0.468	5.4261272278295e-87	0.532
GPRC5A	3	5.24905390087296e-91	2.61051818329456	0.791	0.169	9.45512079164246e-87	0.622
PPIC	3	6.25730276285815e-91	2.26184070979016	1	0.605	1.12712794667364e-86	0.395
COMP	3	2.61229922051949e-88	3.07690303205412	0.989	0.598	4.70553458592176e-84	0.391
CD1C	4	0	7.45669665091606	0.824	0.019	0	0.805
LGALS2	4	2.04104676611065e-263	5.51124093950658	0.841	0.038	3.67653753979511e-259	0.803
CD1E	4	4.00021184902199e-212	7.21449574849943	0.511	0.006	7.2055816036433e-208	0.505
IL1R2	4	2.96073920195716e-203	5.94240309724424	0.631	0.025	5.33317952448542e-199	0.606
FCER1A	4	2.48443851159692e-194	5.45137427442665	0.881	0.1	4.47521909093953e-190	0.781
