cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2284	5436	757.5	None	None
0	425	1421	435	FALSE	FALSE
1	237	588	38	FALSE	FALSE
2	194	428	18	FALSE	FALSE
3	182	892	67	FALSE	FALSE
4	176	832	139	FALSE	FALSE
5	166	967	314	FALSE	FALSE
6	163	769	205	FALSE	FALSE
7	159	860	127	FALSE	FALSE
8	133	721	94	FALSE	FALSE
9	112	144	48	FALSE	FALSE
10	111	1580	935	FALSE	FALSE
11	99	97	0	FALSE	FALSE
12	79	186	47	FALSE	FALSE
13	48	746	273	FALSE	FALSE
