gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
STEAP1	0	8.23791394062845e-182	2.99563315168354	0.802	0.141	1.4838954381254e-177
ABCC9	0	7.70349131596302e-180	3.0315158725218	0.739	0.106	1.38762989074442e-175
RARRES1	0	4.55734075866726e-169	3.1683648791703	0.92	0.338	8.20913790858733e-165
PTGFR	0	7.11867039271717e-167	2.93143834205834	0.819	0.186	1.28228609784014e-162
NNMT	0	1.51747291303056e-164	2.31810524773603	0.998	0.625	2.73342395824196e-160
GEM	0	6.10324497456614e-161	2.4695436759863	0.944	0.359	1.0993775172686e-156
FBLN1	0	1.98437493715552e-157	2.27742180997368	0.995	0.65	3.57445457429824e-153
SERPINF1	0	1.53331008357519e-156	1.856888537484	1	0.812	2.76195145354398e-152
SFRP2	0	7.28656856747127e-156	2.45585071137172	0.993	0.806	1.3125295960586e-151
MGP	0	4.10283466997273e-152	2.19671357059552	1	0.786	7.39043609102187e-148
EFEMP1	0	3.48071083899879e-148	1.79107988230123	0.988	0.478	6.26980443428853e-144
COL14A1	0	3.17698079870768e-147	1.97376862768173	0.986	0.393	5.72269551271215e-143
PLA2G2A	0	5.9478121220309e-145	2.70146920961121	0.979	0.811	1.07137939754143e-140
FAM134B	0	1.66686984574657e-144	2.91476379583527	0.647	0.098	3.00253265314329e-140
MEDAG	0	9.11749264820605e-144	2.57279976186292	0.791	0.189	1.64233395072136e-139
FGF7	0	9.90851646424522e-144	2.55425576594699	0.96	0.5	1.78482107070449e-139
PRRX1	0	7.07244701071147e-143	1.97077426070396	0.958	0.382	1.27395988003946e-138
GAS1	0	3.78482138578832e-142	2.87555753369081	0.701	0.132	6.8175987622205e-138
CXCL14	0	1.14956667222539e-140	2.17796832650247	0.979	0.572	2.07071444667959e-136
RASD1	0	2.90804543461086e-140	3.20515572374627	0.76	0.206	5.23826224136454e-136
AOX1	0	1.00915675858462e-139	3.26649554764435	0.598	0.087	1.81779406923847e-135
IGF1	0	3.08691850378568e-139	2.73320588992915	0.946	0.509	5.56046630086914e-135
IGFBP4	0	3.63294035655202e-136	1.81925114845293	1	0.819	6.54401546425715e-132
THY1	0	6.93680451985508e-136	1.86340821485511	0.974	0.414	1.2495265981615e-131
HSD11B1	0	1.40438248666825e-132	3.93139206400926	0.485	0.047	2.52971417323551e-128
GGT5	0	2.25783745198509e-132	2.29882211431134	0.906	0.386	4.06704260226074e-128
STEAP2	0	4.26212936142865e-132	2.52811092274523	0.732	0.167	7.67737361874143e-128
HP	0	7.50810497909493e-130	4.62435708812078	0.492	0.054	1.35243494988437e-125
GPNMB	0	1.40402944940473e-128	2.24674555538656	0.906	0.371	2.52907824721274e-124
CCDC80	0	2.33286963371142e-127	1.54100225401838	1	0.522	4.20219807120438e-123
PRRX2	0	1.08750086610055e-123	2.60876121620273	0.661	0.134	1.95891531010692e-119
LXN	0	2.88039830194343e-121	2.94257889966354	0.668	0.148	5.18846146129069e-117
COL6A3	0	2.95543665936488e-120	1.67024053493223	0.991	0.637	5.32362805451395e-116
MFAP4	0	4.98700970804716e-118	2.11364405956098	0.807	0.251	8.98310058710534e-114
MGST1	0	3.09704727246085e-117	2.2697206171995	0.866	0.393	5.57871125188374e-113
SLPI	0	1.30718683101461e-113	2.15261395392196	0.696	0.175	2.35463563870661e-109
MMP2	0	1.22438111006152e-112	1.70452698407646	0.991	0.725	2.20547769355381e-108
C1R	0	8.05486229368587e-111	1.40030507882228	1	0.757	1.45092234496163e-106
AGT	0	1.67593886760652e-109	3.89840948395409	0.539	0.095	3.01886868221963e-105
TWIST1	0	3.11953332272599e-109	2.45722469563599	0.699	0.182	5.61921537422633e-105
C11orf96	0	1.89546619014176e-105	2.59002920300041	0.892	0.569	3.41430324830235e-101
C7	0	3.88457747835022e-105	3.75505313043051	0.692	0.249	6.99728941175226e-101
PCSK1	0	4.50515244653887e-103	4.68748231325438	0.325	0.019	8.11513110195046e-99
PCOLCE	0	9.24096924941493e-100	1.31871478328863	1	0.708	1.66457579089711e-95
NR4A1	0	4.60260430350685e-99	1.46581837162586	0.974	0.756	8.29067113190689e-95
SFRP1	0	5.22481256167776e-99	2.48219193664714	0.76	0.297	9.41145486735015e-95
CLU	0	1.12737000009183e-97	1.52580712257095	0.988	0.846	2.03073158116541e-93
C3	0	2.88481604446084e-97	1.89875594283201	0.915	0.54	5.19641914088731e-93
PPAP2A	0	7.3413125694134e-97	1.82003083038902	0.878	0.449	1.32239063312844e-92
SERPING1	0	4.6630326269746e-95	1.18853925544654	0.993	0.766	8.39952067096934e-91
SPOCK1	0	3.51056097544739e-94	2.08016954530974	0.628	0.15	6.32357348507339e-90
CFD	0	6.89851699497684e-94	2.07926625935467	0.955	0.693	1.24262986630518e-89
PDGFRA	0	7.37262385799537e-94	1.96938720771603	0.755	0.26	1.32803073554071e-89
C1S	0	1.60511441939669e-93	1.20238730925455	1	0.721	2.89129260365926e-89
BGN	0	2.47929378300029e-93	1.04888267260137	0.979	0.561	4.46595189131842e-89
P4HA3	0	1.18615353741489e-92	2.45651196702613	0.558	0.121	2.13661836694543e-88
ANGPTL2	0	1.46727916084666e-92	1.9356952731076	0.76	0.267	2.64300995243308e-88
HTRA1	0	5.51860846303463e-92	1.34324932773319	0.955	0.564	9.94066942446428e-88
BOC	0	1.92461487038364e-91	2.15706697550714	0.621	0.157	3.46680876602205e-87
MT2A	0	2.96860879933729e-91	1.88770495089056	0.913	0.55	5.34735503024626e-87
GPRC5A	0	6.18764150707179e-91	2.19331959899861	0.584	0.136	1.11457986466884e-86
ANGPT1	0	9.3678677260961e-91	2.71395452461557	0.504	0.098	1.68743401350169e-86
COL6A2	0	8.87397414470733e-90	1.1567926701946	1	0.775	1.59846896268613e-85
CHI3L1	0	4.16067647948943e-89	4.29847778190484	0.447	0.079	7.49462654250432e-85
NUPR1	0	3.36616456921778e-87	1.44607350054211	0.944	0.533	6.06347223853198e-83
IL1R1	0	4.02519207385912e-87	1.90699372769111	0.666	0.189	7.25057848264242e-83
ARID5B	0	6.19629597237233e-87	1.63943258134926	0.875	0.468	1.11613879350343e-82
ASPN	0	1.40259615451587e-86	1.59680709821388	0.795	0.316	2.52649645312944e-82
RPL39	0	1.2170068510029e-85	1.01969987861048	1	0.998	2.19219444071153e-81
LDHA	0	3.2778520887084e-85	1.03343647347912	0.998	0.893	5.90439496739044e-81
PDGFRL	0	1.65595751455469e-84	1.38069744639533	0.948	0.539	2.98287627096736e-80
COLEC12	0	1.17150046291663e-83	1.59639875980486	0.826	0.359	2.11022378385172e-79
VCAN	0	2.44963977323017e-83	1.35625841959934	0.981	0.683	4.41253612351951e-79
HSPB6	0	4.89083744929947e-83	2.16024295787886	0.553	0.131	8.80986549742314e-79
CCL13	0	6.22804451201028e-81	4.94575586000274	0.332	0.039	1.12185765794841e-76
TMEM45A	0	9.63324280219888e-81	1.73224075225017	0.791	0.329	1.73523602596008e-76
PPIC	0	8.67682009190935e-80	0.990980802615868	0.96	0.563	1.56295560315563e-75
WISP2	0	1.50240664034125e-79	2.28685378545528	0.666	0.242	2.70628508124669e-75
PRG4	0	1.18333881740832e-78	1.76053666082444	0.555	0.134	2.1315482117976e-74
UAP1	0	6.82976967966117e-78	1.70792234144053	0.805	0.361	1.23024641239737e-73
SULF2	0	5.71227981984428e-77	1.45196139998244	0.807	0.334	1.02895296394855e-72
