gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
COL1A2	0	2.8171470680669e-174	0.970879310591263	1	0.847	5.64049185968354e-170
OGN	0	5.19127039449166e-161	1.05381792768355	0.998	0.747	1.03939615838512e-156
DCN	0	1.58943406519807e-150	1.00567766556741	0.999	0.761	3.18236488533958e-146
COL5A2	0	1.32120115113071e-136	0.975422946623071	0.982	0.706	2.64530894479391e-132
LUM	0	3.14790891095578e-136	1.25412517098079	0.937	0.684	6.30274322151567e-132
COL1A1	0	1.19604413879694e-130	0.862695909754241	1	0.855	2.39471957469923e-126
MGP	0	2.44918693475081e-125	1.17782347288856	0.989	0.809	4.90376208075808e-121
COL3A1	0	8.87309343815518e-113	0.920042238403975	0.999	0.815	1.77657076818743e-108
MFAP4	0	4.51636402854823e-105	1.11369173279758	0.795	0.425	9.04266405795928e-101
DLK1	0	1.44568167836187e-99	0.844390882698174	0.989	0.779	2.89454385641613e-95
POSTN	0	3.31091400583579e-94	0.877364209365376	0.946	0.709	6.62911202248442e-90
PTN	0	1.55788813125578e-92	0.921686551175438	0.956	0.733	3.11920361640032e-88
ISLR	0	6.07621817221154e-91	0.748581734222979	0.981	0.73	1.21658040244019e-86
SOD3	0	4.4224961221146e-89	1.24845911534932	0.633	0.306	8.85472173569786e-85
SSPN	0	4.59381302107143e-88	1.13115989391188	0.679	0.336	9.19773243078921e-84
SPARC	0	2.22408039252781e-84	0.657728335677181	0.998	0.816	4.45305376191918e-80
PCOLCE	0	2.52282568369454e-84	0.699362811479976	0.993	0.754	5.05120158389321e-80
C1S	0	2.51472407718445e-83	0.870054369945037	0.829	0.504	5.0349805473387e-79
COL6A1	0	3.59615023160214e-82	0.649603098800824	0.992	0.787	7.20021199371381e-78
ABI3BP	0	3.5544420133351e-79	1.20684126642236	0.651	0.336	7.11670379909955e-75
PPAP2B	0	5.18150920730366e-78	1.29543145807346	0.565	0.264	1.03744177348634e-73
FMO1	0	3.602659154848e-77	1.23151526212337	0.567	0.258	7.21324415983667e-73
EPHX1	0	4.47229127728987e-77	1.17621629100133	0.612	0.306	8.95442159538978e-73
BOC	0	2.3199468455288e-75	0.887327819470643	0.798	0.468	4.64499757411777e-71
MXRA8	0	1.92112148050014e-74	0.860364034989921	0.847	0.566	3.84646942825739e-70
MSX1	0	2.36010131636708e-74	1.41440093642902	0.505	0.228	4.72539485563018e-70
LAMB1	0	3.11282650614865e-73	0.653938111049354	0.966	0.749	6.23250123061082e-69
IGF2	0	3.28642812072284e-73	0.529508026320836	0.997	0.827	6.58008638331126e-69
GLT8D2	0	5.2787373698446e-73	1.06525382426366	0.596	0.287	1.05690879619029e-68
PRRX1	0	9.29397279898382e-73	0.990809073678738	0.745	0.442	1.86083923381254e-68
COL6A2	0	1.28247638170423e-71	0.583025199542316	1	0.828	2.5677742114482e-67
IGFBP4	0	4.39787465601913e-71	0.780804968781498	0.906	0.666	8.8054246362815e-67
ASPN	0	1.10111232770008e-68	1.05661384231282	0.584	0.284	2.2046471025211e-64
CDH11	0	4.04577964682561e-68	0.954981847085042	0.685	0.375	8.10046000887423e-64
COL14A1	0	4.52658867806346e-68	1.38297149707716	0.486	0.22	9.06313585121866e-64
CD81	0	6.21058126599945e-68	0.495855520598394	1	0.961	1.24348258107841e-63
NDN	0	2.49541968579174e-67	0.941867582758275	0.666	0.356	4.99632929489222e-63
FXYD1	0	4.30093916194671e-65	0.88803391683736	0.7	0.39	8.6113403900497e-61
NFIB	0	5.15928771535668e-65	0.787880510967891	0.832	0.584	1.03299258636871e-60
CPXM1	0	5.94723314585116e-65	0.871710186537619	0.719	0.418	1.19075502046232e-60
OLFML3	0	2.89047473115781e-64	0.872530708919174	0.691	0.385	5.78730850672416e-60
CFH	0	3.92348749642328e-64	0.707634588035307	0.885	0.62	7.8556066653387e-60
CXCL14	0	7.32459417325099e-64	1.4757630809576	0.416	0.178	1.46653024536831e-59
CCDC80	0	1.21532031434779e-63	0.943808055613989	0.718	0.432	2.43331433338715e-59
MAGED2	0	2.8727276593269e-63	0.72102899921397	0.861	0.628	5.75177531950431e-59
ITM2A	0	1.1360513145221e-62	0.692559243168874	0.933	0.711	2.27460194193615e-58
FIBIN	0	1.75788844099297e-62	1.03641671404001	0.658	0.365	3.51964423655612e-58
SFRP2	0	4.28285035703712e-62	1.13314703490072	0.528	0.255	8.57512298485972e-58
