gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
COL1A2	0	2.8171470680669e-174	0.970879310591263	1	0.847	5.64049185968354e-170	0.153
OGN	0	5.19127039449166e-161	1.05381792768355	0.998	0.747	1.03939615838512e-156	0.251
DCN	0	1.58943406519807e-150	1.00567766556741	0.999	0.761	3.18236488533958e-146	0.238
COL5A2	0	1.32120115113071e-136	0.975422946623071	0.982	0.706	2.64530894479391e-132	0.276
LUM	0	3.14790891095578e-136	1.25412517098079	0.937	0.684	6.30274322151567e-132	0.253
COL1A1	0	1.19604413879694e-130	0.862695909754241	1	0.855	2.39471957469923e-126	0.145
MGP	0	2.44918693475081e-125	1.17782347288856	0.989	0.809	4.90376208075808e-121	0.18
COL3A1	0	8.87309343815518e-113	0.920042238403975	0.999	0.815	1.77657076818743e-108	0.184
MFAP4	0	4.51636402854823e-105	1.11369173279758	0.795	0.425	9.04266405795928e-101	0.37
DLK1	0	1.44568167836187e-99	0.844390882698174	0.989	0.779	2.89454385641613e-95	0.21
POSTN	0	3.31091400583579e-94	0.877364209365376	0.946	0.709	6.62911202248442e-90	0.237
PTN	0	1.55788813125578e-92	0.921686551175438	0.956	0.733	3.11920361640032e-88	0.223
ISLR	0	6.07621817221154e-91	0.748581734222979	0.981	0.73	1.21658040244019e-86	0.251
SOD3	0	4.4224961221146e-89	1.24845911534932	0.633	0.306	8.85472173569786e-85	0.327
SSPN	0	4.59381302107143e-88	1.13115989391188	0.679	0.336	9.19773243078921e-84	0.343
SPARC	0	2.22408039252781e-84	0.657728335677181	0.998	0.816	4.45305376191918e-80	0.182
PCOLCE	0	2.52282568369454e-84	0.699362811479976	0.993	0.754	5.05120158389321e-80	0.239
C1S	0	2.51472407718445e-83	0.870054369945037	0.829	0.504	5.0349805473387e-79	0.325
COL6A1	0	3.59615023160214e-82	0.649603098800824	0.992	0.787	7.20021199371381e-78	0.205
ABI3BP	0	3.5544420133351e-79	1.20684126642236	0.651	0.336	7.11670379909955e-75	0.315
MT-ATP6	1	3.29533301722618e-149	0.571531414981198	1	1	6.59791576709025e-145	0
MT-ND3	1	8.55202418822031e-144	0.62362653649273	1	1	1.71228628296547e-139	0
MT-CYB	1	7.53418123412482e-136	0.5884331299904	1	1	1.50849376669647e-131	0
MT-ND4	1	6.93020527742651e-132	0.55552847039698	1	1	1.38756570064634e-127	0
MT-CO2	1	3.74031105517902e-123	0.523114479928539	1	1	7.48885079467944e-119	0
MT-CO3	1	4.08855326205979e-99	0.520394231737749	1	1	8.18610134129612e-95	0
IGF2	1	1.08915500053343e-78	0.866669460663552	0.998	0.835	2.18070614206802e-74	0.163
MT-ND4L	1	5.9026513497172e-73	0.514962794208689	1	0.995	1.18182885324038e-68	0.005
MT-ND5	1	1.51376982898725e-72	0.561884593729739	1	0.992	3.03086995159828e-68	0.00800000000000001
COL6A1	1	1.07023608471788e-66	0.719850264649888	0.998	0.796	2.14282668882215e-62	0.202
COL6A2	1	1.59652742085891e-64	0.695621208236722	0.998	0.836	3.1965672020437e-60	0.162
MEG3	1	2.75197117372941e-63	0.845334176537875	0.97	0.762	5.50999668404102e-59	0.208
COL1A1	1	7.56507631383394e-61	0.714999069826315	1	0.861	1.51467957955583e-56	0.139
ISLR	1	3.56689847051095e-58	0.729399804884532	0.972	0.742	7.14164411765703e-54	0.23
COL1A2	1	3.54346926734866e-54	0.63626461555095	1	0.854	7.09473416708548e-50	0.146
MT-ND1	1	9.34579467173926e-53	0.338678639352628	1	0.999	1.87121500917563e-48	0.001
LAMB1	1	9.63661850250115e-53	0.726786524688104	0.968	0.758	1.92944375657078e-48	0.21
MT-ND2	1	1.88975370441605e-52	0.39640526865828	1	0.998	3.78366486698181e-48	0.002
COL6A3	1	1.88625647061476e-50	0.7587580126763	0.922	0.67	3.77666270546487e-46	0.252
COL5A2	1	1.66516224379286e-46	0.672240514138403	0.952	0.722	3.33398784452207e-42	0.23
CLDN1	2	8.1611315891427e-229	3.18722405460329	0.492	0.064	1.63402176677815e-224	0.428
PI16	2	3.42140124220979e-198	2.58647252481431	0.725	0.191	6.85032956715244e-194	0.534
ABCA8	2	5.51219693729742e-188	2.29540941963194	0.758	0.221	1.10365207078569e-183	0.537
FZD2	2	9.7235518304955e-187	2.69009566102212	0.653	0.158	1.94684954750181e-182	0.495
CYP1B1	2	1.99309101990064e-181	2.86681970519962	0.553	0.112	3.99056684004506e-177	0.441
FOXS1	2	4.16373640499636e-178	3.6655339333945	0.355	0.041	8.33663303008372e-174	0.314
APOD	2	1.20361319298544e-161	2.75421170391461	0.936	0.666	2.40987433499544e-157	0.27
PLAC9	2	7.62504938364505e-144	2.29481689907395	0.619	0.173	1.52668738759341e-139	0.446
IGFBP7	2	1.92410239516503e-134	1.23614657045539	0.985	0.787	3.85243781559942e-130	0.198
CAPN6	2	6.66313341839299e-133	1.81963914214496	0.813	0.354	1.33409257303064e-128	0.459
C11orf96	2	7.42781346987032e-133	2.87450010432549	0.538	0.145	1.48719681293744e-128	0.393
ABCA9	2	5.18347051281082e-128	1.96914031058799	0.681	0.228	1.03783446607498e-123	0.453
CHN1	2	2.16699546771327e-115	2.5783066090688	0.4	0.084	4.33875832545552e-111	0.316
VIT	2	1.58047417793287e-98	2.18237124375614	0.417	0.103	3.16442539905719e-94	0.314
LUM	2	4.98907750717347e-93	0.952935975460703	0.985	0.694	9.98913098486273e-89	0.291
ABCA6	2	5.12324713578573e-93	1.51643085448033	0.668	0.267	1.02577654152702e-88	0.401
GSN	2	1.63848656785241e-92	1.15189195560103	0.957	0.779	3.2805778061541e-88	0.178
C8orf4	2	3.18390580640671e-83	1.74958782441811	0.555	0.199	6.37481620558752e-79	0.356
TENM2	2	9.70713954703434e-82	1.95918699040213	0.408	0.113	1.94356348010722e-77	0.295
COL21A1	2	1.07546483998139e-81	1.42440584802577	0.645	0.258	2.15329570261073e-77	0.387
SCXA	3	1.38055235261161e-80	1.5484398669017	0.802	0.413	2.76414192039896e-76	0.389
CRABP1	3	1.42579036503081e-58	1.19238152604467	0.735	0.389	2.85471746886468e-54	0.346
NPW	3	2.15736844400475e-56	0.894451162892521	0.947	0.672	4.31948309858632e-52	0.275
DLK1	3	9.17466722870838e-55	0.768118663507952	0.994	0.791	1.83695187253199e-50	0.203
RPL10	3	1.22054887926764e-54	0.506272196261501	1	1	2.44378296606967e-50	0
ITM2A	3	5.73622684935718e-49	0.794160874345249	0.955	0.722	1.14850733977829e-44	0.233
RPS4X	3	5.31042974045834e-47	0.481201560653411	1	0.999	1.06325424263457e-42	0.001
ITM2C	3	8.35793617727174e-47	0.79760510737154	0.919	0.68	1.67342598141335e-42	0.239
GPC3	3	3.95088616899312e-44	0.793625299178042	0.878	0.567	7.91046428755803e-40	0.311
THBS4	3	5.83265060185896e-43	0.640997217039117	0.927	0.692	1.1678133035042e-38	0.235
MEST	3	1.22000868300888e-42	0.875984464953472	0.839	0.544	2.44270138512038e-38	0.295
NGFRAP1	3	5.43792036431628e-41	0.705635762224232	0.947	0.726	1.08878041534341e-36	0.221
FAT1	3	2.01681583460741e-40	0.776602614346056	0.821	0.508	4.03806866405096e-36	0.313
ACTG1	3	2.76210318168329e-40	0.592177645207626	1	0.986	5.53028299036628e-36	0.014
RPL5	3	2.95990725315886e-40	0.469541324969323	0.996	0.996	5.92632630227467e-36	0
CHCHD2	3	1.39893091751327e-37	0.519773868913316	0.99	0.94	2.80093948304506e-33	0.05
FSTL5	3	1.52741611191987e-37	0.930919057013492	0.55	0.272	3.05819253928596e-33	0.278
RPL19	3	2.50452756125502e-37	0.358728021947541	1	1	5.0145650831448e-33	0
FGFR1	3	2.54105481395464e-37	0.608744734404826	0.939	0.678	5.08769994849997e-33	0.261
NPM1	3	4.75775310578528e-37	0.515798389169929	0.986	0.973	9.52597326840329e-33	0.013
SCXA	4	7.7864850572992e-126	2.10917632600076	0.856	0.409	1.55901003817245e-121	0.447
RPL10	4	4.01975543284959e-117	0.748300082414081	1	1	8.04835432765146e-113	0
TNMD	4	1.53497776806846e-106	1.75475507328737	0.715	0.274	3.07333248722666e-102	0.441
FSTL5	4	1.84032185728977e-101	1.67548277198966	0.689	0.261	3.68469242266558e-97	0.428
CRABP1	4	3.30287912907274e-95	1.69629816653722	0.806	0.384	6.61302459222945e-91	0.422
NPW	4	2.17133453697494e-91	1.4506857862825	0.964	0.671	4.34744600993122e-87	0.293
RPL19	4	3.88519702238064e-89	0.561340993021179	1	1	7.77894147821053e-85	0
RPS4X	4	4.31789569353574e-88	0.667993403884431	1	0.999	8.64529075759725e-84	0.001
RPL5	4	7.48690486943549e-88	0.684564597586255	1	0.995	1.49902809295837e-83	0.005
ACTG1	4	6.14375232618394e-86	0.902331591703734	0.998	0.987	1.23010209074855e-81	0.011
ITM2C	4	2.94458449983293e-79	1.0448333977834	0.968	0.676	5.8956470855655e-75	0.292
NPM1	4	8.99665959766029e-77	0.737056811337539	0.998	0.973	1.80131118464354e-72	0.025
CHCHD2	4	1.13961783059594e-75	0.71924817477937	0.994	0.94	2.2817428204192e-71	0.054
RPS5	4	2.07746367119925e-74	0.691607127599488	0.996	0.97	4.15949776247515e-70	0.026
RPL10A	4	6.95373643781814e-73	0.65592959709225	0.998	0.983	1.39227710957995e-68	0.015
RPL15	4	2.30384711981214e-72	0.542612818941	1	0.999	4.61276270328787e-68	0.001
RPS7	4	5.01586970582418e-71	0.56485524988949	1	0.998	1.00427743250012e-66	0.002
ITM2A	4	1.1139919940716e-70	1.10467782293509	0.964	0.722	2.23043477053016e-66	0.242
IGFBP2	4	2.97597854295565e-70	1.60511124561878	0.822	0.493	5.9585042387058e-66	0.329
PRSS35	4	8.76258599861814e-69	1.8416290539346	0.433	0.14	1.75444496864332e-64	0.293
MT-ATP6	5	6.47469060141636e-210	0.918754190130402	1	1	1.29636255221558e-205	0
MT-ND3	5	3.06112329710085e-200	0.980484450372127	1	1	6.12898106545531e-196	0
MT-CYB	5	6.86595330481921e-196	0.91289905576002	1	1	1.3747011706909e-191	0
MT-CO2	5	3.46095475836662e-190	0.859578709206486	1	1	6.92952361720165e-186	0
MT-ND4	5	2.57178328803172e-178	0.846825903337544	1	1	5.14922449929711e-174	0
MT-CO3	5	7.00230259505864e-174	0.90250159177761	1	1	1.40200102558264e-169	0
MT-ND4L	5	8.80090038262676e-124	0.797839036091586	1	0.995	1.76211627460953e-119	0.005
MT-ND2	5	2.14584665243023e-119	0.730355535694295	1	0.998	4.29641416749581e-115	0.002
MT-ND1	5	5.84265360884104e-100	0.666204659729346	1	0.999	1.16981610556215e-95	0.001
MT-ND5	5	4.64117421263106e-98	0.823425314637362	1	0.992	9.29255900852991e-94	0.00800000000000001
MT-CO1	5	7.83228382565711e-92	0.539059979602399	1	1	1.56817986757307e-87	0
MEG3	5	5.93994369342004e-86	1.25377758745966	0.978	0.765	1.18929552629656e-81	0.213
IGF2	5	1.33662222274228e-73	1.02509627717803	0.996	0.838	2.67618501437458e-69	0.158
LAMB1	5	7.74898120137053e-55	0.873659746298103	0.968	0.762	1.55150101613841e-50	0.206
7SK.2	5	5.86665099904132e-54	0.807506827269792	0.994	0.928	1.17462086302805e-49	0.0659999999999999
COL6A1	5	7.96172764831034e-54	0.720156406346019	0.998	0.799	1.5940971097447e-49	0.199
ISLR	5	1.73800125570431e-48	0.777408847835003	0.978	0.745	3.47982611417118e-44	0.233
COL1A1	5	4.38652689056601e-48	0.661591093497656	1	0.864	8.78270414029127e-44	0.136
KCNQ1OT1	5	1.63384557431393e-47	1.22754612060772	0.745	0.486	3.27128560889135e-43	0.259
COL6A2	5	3.25516755584696e-46	0.638304996217479	1	0.839	6.51749648031678e-42	0.161
IL1B	6	0	7.0199376134023	0.405	0.015	0	0.39
BCL2A1	6	0	5.30535873545666	0.403	0.02	0	0.383
IL8	6	0	5.20620138766831	0.498	0.037	0	0.461
PLAUR	6	0	4.6271215266513	0.709	0.092	0	0.617
CD83	6	0	4.44730158335102	0.665	0.071	0	0.594
ATF3	6	0	4.20214369903795	0.778	0.137	0	0.641
IER3	6	0	4.16160355771047	0.885	0.189	0	0.696
KLF4	6	0	4.06135186886058	0.667	0.084	0	0.583
IFI30	6	0	4.0458141586732	0.78	0.076	0	0.704
NR4A2	6	0	3.80018442670698	0.72	0.094	0	0.626
LST1	6	0	3.54825627311175	0.744	0.097	0	0.647
C1orf162	6	0	3.31572942544529	0.819	0.103	0	0.716
LYZ	6	0	3.31111229791968	0.833	0.123	0	0.71
HLA-DQA1	6	0	3.21196524737717	0.927	0.163	0	0.764
MNDA	6	0	3.20110111443233	0.661	0.077	0	0.584
IL18	6	0	3.17706807618446	0.652	0.076	0	0.576
FGL2	6	0	3.12382138782618	0.771	0.108	0	0.663
HLA-DQB1	6	0	3.05448872948729	0.947	0.18	0	0.767
