gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
COL1A2	0	2.94069619596239e-178	0.978829782814349	1	0.847	5.88786192355589e-174	0.153
OGN	0	4.01248406813707e-166	1.06686836139035	0.998	0.747	8.03379560122404e-162	0.251
DCN	0	5.93731850035165e-152	1.00498692523942	0.999	0.76	1.18876991014041e-147	0.239
COL5A2	0	1.00677467468047e-139	0.982031678238052	0.982	0.706	2.01576425364524e-135	0.276
COL1A1	0	6.9023220158001e-134	0.872711514074383	1	0.854	1.3819829140035e-129	0.146
LUM	0	1.42243837482697e-132	1.23475355427261	0.934	0.684	2.84800611407857e-128	0.25
MGP	0	6.46932946607858e-126	1.18086691945718	0.989	0.808	1.29528914569825e-121	0.181
COL3A1	0	4.03098562231293e-114	0.921953308571944	0.999	0.815	8.07083941299496e-110	0.184
MFAP4	0	1.29620336432873e-108	1.12715138167775	0.798	0.424	2.59525837605898e-104	0.374
DLK1	0	2.89703121720321e-104	0.861578120196999	0.989	0.778	5.80043590308427e-100	0.211
POSTN	0	1.24886303729401e-96	0.895862366027496	0.946	0.708	2.50047357327007e-92	0.238
PTN	0	1.00600231634298e-95	0.933338740858178	0.957	0.732	2.01421783778192e-91	0.225
ISLR	0	3.00515420001517e-92	0.750021255939607	0.981	0.729	6.01691973927038e-88	0.252
SOD3	0	4.39087385010696e-88	1.2365258338346	0.63	0.306	8.79140762268415e-84	0.324
PCOLCE	0	1.29340447104789e-87	0.712859531055275	0.993	0.753	2.58965443193209e-83	0.24
SPARC	0	3.20248348628847e-86	0.665128657284085	0.998	0.816	6.41201243624677e-82	0.182
SSPN	0	2.61486043981669e-85	1.10399594872969	0.673	0.337	5.23547357260097e-81	0.336
C1S	0	6.59696580747741e-83	0.864353022211493	0.828	0.504	1.32084449397313e-78	0.324
COL6A1	0	2.12434647126727e-82	0.645445759289405	0.992	0.787	4.25336650477134e-78	0.205
ABI3BP	0	3.77518699008197e-82	1.22807306443772	0.652	0.335	7.55867939154211e-78	0.317
MT-ND3	1	1.34448951776094e-217	0.744166615538649	1	1	2.69193691246095e-213	0
MT-ATP6	1	2.10840243040796e-216	0.650532645591244	1	1	4.22144334616281e-212	0
MT-CYB	1	1.3910605237928e-207	0.689029375197719	1	1	2.78518138073795e-203	0
MT-ND4	1	3.07556567422171e-191	0.635555552299375	1	1	6.15789759292671e-187	0
MT-CO2	1	3.53245840075133e-184	0.604378465504298	1	1	7.07268820998431e-180	0
MT-CO3	1	3.59371428174369e-146	0.582356718339203	1	1	7.19533473490722e-142	0
IGF2	1	1.56520761880299e-119	1.03197924255364	0.999	0.83	3.13385869436735e-115	0.169
MT-ND4L	1	2.65144207677921e-113	0.594764922699819	1	0.995	5.30871732612734e-109	0.005
MT-ND5	1	7.16422634337216e-101	0.613669421303975	1	0.992	1.43442139846997e-96	0.00800000000000001
COL6A1	1	6.05787655272328e-92	0.763986172764399	0.997	0.791	1.21290804338626e-87	0.206
MT-ND2	1	1.16952213089059e-89	0.48423631863496	1	0.998	2.34161721046913e-85	0.002
MT-ND1	1	1.26532580121653e-88	0.440887856710793	1	0.999	2.53343531919574e-84	0.001
MEG3	1	6.34599823359116e-88	0.908813137695869	0.968	0.757	1.27059576632962e-83	0.211
ISLR	1	1.37523586510224e-85	0.819927986188192	0.975	0.736	2.7534972491077e-81	0.239
COL6A2	1	2.45814398967606e-84	0.718771863156231	0.999	0.832	4.92169589612941e-80	0.167
COL1A1	1	2.07437520330557e-83	0.746439212890911	1	0.858	4.15331403205841e-79	0.142
LAMB1	1	4.8943068284935e-75	0.793954911742832	0.968	0.753	9.79938113200968e-71	0.215
COL1A2	1	5.27214925300386e-74	0.668487167010362	1	0.85	1.05558972343643e-69	0.15
MT-CO1	1	2.42832281585071e-66	0.299956626222909	1	1	4.8619879418963e-62	0
COL6A3	1	2.58538609214707e-65	0.775798525177497	0.919	0.664	5.17646003369687e-61	0.255
SCXA	2	8.37248304095344e-123	1.7972706341057	0.819	0.403	1.6763385544597e-118	0.416
RPL10	2	1.28126739358495e-90	0.593661921412492	1	1	2.56535357543579e-86	0
CRABP1	2	2.6552193067685e-90	1.4306383556378	0.757	0.38	5.31628009601188e-86	0.377
NPW	2	3.71053925118476e-86	1.12328404306737	0.953	0.666	7.42924168872213e-82	0.287
DLK1	2	9.00569162831787e-81	0.848955072528002	0.994	0.787	1.8031195778218e-76	0.207
ITM2A	2	1.13124929280227e-76	0.96386886545117	0.961	0.717	2.26498733404871e-72	0.244
