cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	6877	4816	1047	None	None
0	1727	1264	61	FALSE	FALSE
1	1482	1962	488	FALSE	FALSE
2	1126	1047	574	FALSE	FALSE
3	762	358	3	FALSE	FALSE
4	596	65	3	FALSE	FALSE
5	411	381	108	FALSE	FALSE
6	325	1214	517	FALSE	FALSE
7	298	1541	763	FALSE	FALSE
8	150	225	59	FALSE	FALSE
