gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
RPL10	0	1.75460507483137e-153	0.547156785187529	1	1	3.51307028082737e-149	0
CD81	0	1.51426528795851e-144	0.600938853551816	0.999	0.955	3.03186195955053e-140	0.044
OGN	0	2.58841968465264e-126	0.683245796928381	0.977	0.713	5.18253389261151e-122	0.264
KRT10	0	3.61640509682368e-126	0.715554850790748	0.944	0.729	7.24076628486038e-122	0.215
DCN	0	3.55140396424658e-124	0.647391759195028	0.986	0.726	7.1106210172145e-120	0.26
GPC3	0	1.29313605286038e-122	0.922687500236652	0.812	0.516	2.58911700503704e-118	0.296
CALD1	0	3.35991074211853e-121	0.647501683525177	0.99	0.78	6.72721328786972e-117	0.21
RPLP1	0	7.57469358263921e-116	0.394397733559835	1	1	1.51660514911602e-111	0
APOD	0	1.3002260996098e-115	1.5175662647425	0.837	0.636	2.60331269663874e-111	0.201
H3F3B	0	2.22757990295796e-113	0.446206662770469	0.999	0.998	4.46006048170242e-109	0.001
PPIB	0	2.05242500370463e-111	0.54557722044056	0.988	0.915	4.1093653424174e-107	0.073
LUM	0	5.96262001752359e-108	0.705785245373155	0.889	0.658	1.19383577990857e-103	0.231
CD63	0	1.37599406296389e-106	0.478900952877707	0.999	0.977	2.75501531286629e-102	0.022
IGFBP7	0	8.06423603085706e-106	0.458164215664528	0.943	0.755	1.6146213380982e-101	0.188
CPE	0	1.77921396881854e-105	0.737751498893453	0.868	0.57	3.56234220836849e-101	0.298
RPL5	0	2.47802200184818e-105	0.487389791634677	0.997	0.995	4.96149565210042e-101	0.002
NGFRAP1	0	1.28798567359513e-103	0.674652130742472	0.926	0.681	2.57880491567218e-99	0.245
TCEB2	0	4.39881764594598e-103	0.593862720813323	0.962	0.913	8.80731269071304e-99	0.0489999999999999
TIMP1	0	2.65227978697404e-102	0.571432021120539	0.989	0.91	5.31039458947943e-98	0.079
PCOLCE	0	2.07633755904946e-100	0.57007372810437	0.984	0.718	4.15724306072883e-96	0.266
COL1A2	1	1.45397227907581e-279	1.11528500651717	1	0.83	2.91114329716559e-275	0.17
OGN	1	1.81351101511631e-241	1.11678573793065	0.991	0.721	3.63101175446588e-237	0.27
MGP	1	3.54732439661712e-227	1.35099420921694	0.988	0.789	7.10245290690679e-223	0.199
DCN	1	6.49802373502945e-227	1.07430701737475	0.996	0.735	1.3010343122276e-222	0.261
COL1A1	1	7.67320684541459e-225	1.01663057941152	1	0.839	1.53632947458891e-220	0.161
POSTN	1	9.03410707568889e-205	1.21904978278385	0.956	0.68	1.80880891869443e-200	0.276
COL5A2	1	2.43358278534536e-202	1.01676840270628	0.977	0.677	4.87251945281848e-198	0.3
DLK1	1	1.64221711540983e-197	1.03551173351333	0.988	0.756	3.28804710847357e-193	0.232
SPARC	1	1.37486566791422e-185	0.910245360412996	0.997	0.796	2.75275604029786e-181	0.201
MFAP4	1	3.90516260314306e-184	1.34576732308552	0.78	0.388	7.81891656401303e-180	0.392
PCOLCE	1	1.18026625189955e-178	0.89895242427712	0.993	0.728	2.36312908955327e-174	0.265
COL3A1	1	2.63215162578195e-176	0.968884816141378	0.998	0.796	5.27009398514061e-172	0.202
PTN	1	2.40297418838534e-171	1.06843173234018	0.96	0.707	4.81123491998513e-167	0.253
ITM2A	1	2.362458068513e-156	1.03154267482405	0.943	0.684	4.73011354477673e-152	0.259
PPIB	1	1.22031422323655e-147	0.782489977573283	0.992	0.918	2.44331313776422e-143	0.074
ISLR	1	3.21355674726273e-144	0.788352090003007	0.979	0.703	6.43418331936943e-140	0.276
ABI3BP	1	6.61104822539554e-143	1.42368702166719	0.648	0.303	1.3236640756887e-138	0.345
MXRA8	1	2.21669591344878e-140	1.01293233358136	0.854	0.533	4.43826855790716e-136	0.321
