gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RPL10	0	1.75460507483137e-153	0.547156785187529	1	1	3.51307028082737e-149
CD81	0	1.51426528795851e-144	0.600938853551816	0.999	0.955	3.03186195955053e-140
OGN	0	2.58841968465264e-126	0.683245796928381	0.977	0.713	5.18253389261151e-122
KRT10	0	3.61640509682368e-126	0.715554850790748	0.944	0.729	7.24076628486038e-122
DCN	0	3.55140396424658e-124	0.647391759195028	0.986	0.726	7.1106210172145e-120
GPC3	0	1.29313605286038e-122	0.922687500236652	0.812	0.516	2.58911700503704e-118
CALD1	0	3.35991074211853e-121	0.647501683525177	0.99	0.78	6.72721328786972e-117
RPLP1	0	7.57469358263921e-116	0.394397733559835	1	1	1.51660514911602e-111
APOD	0	1.3002260996098e-115	1.5175662647425	0.837	0.636	2.60331269663874e-111
H3F3B	0	2.22757990295796e-113	0.446206662770469	0.999	0.998	4.46006048170242e-109
PPIB	0	2.05242500370463e-111	0.54557722044056	0.988	0.915	4.1093653424174e-107
LUM	0	5.96262001752359e-108	0.705785245373155	0.889	0.658	1.19383577990857e-103
CD63	0	1.37599406296389e-106	0.478900952877707	0.999	0.977	2.75501531286629e-102
IGFBP7	0	8.06423603085706e-106	0.458164215664528	0.943	0.755	1.6146213380982e-101
CPE	0	1.77921396881854e-105	0.737751498893453	0.868	0.57	3.56234220836849e-101
RPL5	0	2.47802200184818e-105	0.487389791634677	0.997	0.995	4.96149565210042e-101
NGFRAP1	0	1.28798567359513e-103	0.674652130742472	0.926	0.681	2.57880491567218e-99
TCEB2	0	4.39881764594598e-103	0.593862720813323	0.962	0.913	8.80731269071304e-99
TIMP1	0	2.65227978697404e-102	0.571432021120539	0.989	0.91	5.31039458947943e-98
PCOLCE	0	2.07633755904946e-100	0.57007372810437	0.984	0.718	4.15724306072883e-96
RPS8	0	1.16195548296311e-98	0.402623635829995	0.999	1	2.32646726798874e-94
CYGB	0	3.33289393056427e-98	0.909995183701974	0.69	0.396	6.67312022777577e-94
MXRA8	0	1.07595029347236e-97	0.703065551670468	0.836	0.524	2.15426767759037e-93
RPL19	0	3.26934188707176e-97	0.368085392034993	1	1	6.54587632629508e-93
LAPTM4A	0	4.96116951000032e-97	0.599527768911862	0.947	0.822	9.93325359292264e-93
RPS2	0	9.5354639326521e-97	0.376784514190446	1	0.999	1.9091905885956e-92
NPM1	0	1.2855441277294e-96	0.517973519351612	0.988	0.97	2.5739164525398e-92
RPL4	0	5.23737167777983e-96	0.499167992003619	0.992	0.948	1.04862655732508e-91
RPS4X	0	8.69724433221424e-96	0.435103247729208	0.999	0.998	1.74136226019593e-91
COL6A2	0	2.92563586937251e-95	0.525427677949373	0.998	0.801	5.85770813765764e-91
DLK1	0	3.51732984294831e-93	0.598470031014029	0.968	0.751	7.04239781155111e-89
CNN3	0	5.55265439660366e-93	0.662468102519863	0.892	0.638	1.11175246328798e-88
CHCHD2	0	7.19756453079758e-93	0.493536745932929	0.981	0.931	1.44109637035629e-88
RPL10A	0	6.98244432680197e-92	0.481071187411388	0.993	0.981	1.39802500311229e-87
COL3A1	0	2.06733275667924e-91	0.471374936811412	0.998	0.786	4.13921364542317e-87
SEC61G	0	3.56789786136145e-90	0.629362311714081	0.909	0.761	7.14364509801789e-86
RPS4Y1	0	1.93519718141038e-89	0.545717264906093	0.961	0.908	3.87465179661987e-85
MEST	0	5.6871902280735e-87	0.745546061383774	0.776	0.495	1.13868922746488e-82
CRABP2	0	1.63652046903433e-86	0.925352269022337	0.621	0.35	3.27664128310053e-82
NPW	0	2.42039867957259e-86	0.76845350754701	0.862	0.636	4.84612223624023e-82
CAPN6	0	6.64181279280486e-83	0.978081288835949	0.584	0.325	1.32982375737539e-78
ATP5G1	0	8.33204107155888e-83	0.656953199758762	0.84	0.602	1.66824126334752e-78
ITM2A	0	8.57558890639177e-83	0.619472433905116	0.909	0.683	1.71700441083776e-78
CDC42EP5	0	8.81618365194462e-83	0.671841050519589	0.787	0.514	1.76517629079235e-78
RARRES2	0	9.94375356310144e-83	0.664302285455438	0.727	0.439	1.99093833840417e-78
SLC25A6	0	4.65966311133404e-82	0.552477718786915	0.951	0.888	9.32957748151302e-78
MGP	0	2.10164460703091e-80	0.411104588652623	0.966	0.787	4.20791283219728e-76
CRABP1	0	9.51126154890289e-80	1.0268234352046	0.602	0.352	1.90434478732134e-75
COL6A1	0	2.30499268648501e-79	0.490765772947605	0.994	0.753	4.61505635688029e-75
ITM2C	0	3.9915119939659e-79	0.638340232665971	0.867	0.641	7.99180531431853e-75
SSPN	0	3.47052646081222e-78	0.893347467727433	0.573	0.316	6.94868807983822e-74
PTMS	0	2.54625751134549e-77	0.498546459741998	0.95	0.812	5.09811678921594e-73
TTC3	0	2.25764412625969e-75	0.482271113392172	0.951	0.756	4.52025506959716e-71
RPL24	0	8.64284034929558e-75	0.363013446121332	0.999	0.995	1.73046949473596e-70
COPZ2	0	8.29934857653492e-74	0.788131259354376	0.602	0.341	1.66169557199382e-69
OLFML2B	0	2.25726818348812e-73	0.902146576385593	0.676	0.439	4.51950235697992e-69
ISLR	0	2.83712770733845e-73	0.489446039870575	0.953	0.698	5.68049709563305e-69
HNRNPA1	0	3.42479743542343e-73	0.487259695275709	0.969	0.929	6.85712942520478e-69
TPM2	0	8.21828066529968e-73	0.790892219323398	0.706	0.456	1.6454641548063e-68
NDN	0	8.87477716094975e-73	0.828397892452158	0.584	0.333	1.77690788316536e-68
C1S	0	7.16185981235236e-72	0.649905113919982	0.753	0.477	1.43394757162919e-67
EID1	0	2.79646779785651e-70	0.498814681053428	0.929	0.814	5.59908782486831e-66
C12orf57	0	2.89872318030312e-70	0.624300667834764	0.799	0.575	5.8038235516029e-66
FXYD1	0	5.30468641576913e-70	0.760118895371185	0.622	0.365	1.0621043141653e-65
HMGN2	0	5.74704313536411e-70	0.316310618886719	0.953	0.854	1.1506729765626e-65
PI16	0	5.85138046358618e-70	1.33217411784912	0.384	0.182	1.17156339641923e-65
MORF4L1	0	2.96377949090938e-69	0.439337456538875	0.979	0.887	5.93407929669876e-65
NDUFA4	0	4.15050986762891e-69	0.462740958196355	0.964	0.888	8.3101508569666e-65
LAMB1	0	1.29838170476769e-68	0.468786250169394	0.948	0.719	2.59961984928587e-64
MEOX2	0	3.08873503766113e-67	0.727559209968743	0.602	0.35	6.18426529240512e-63
RPS12	0	6.55926730580168e-67	0.321385845565974	0.999	1	1.31329649996761e-62
MDH2	0	1.01497660252849e-66	0.675176857519705	0.745	0.526	2.03218615358255e-62
PRDX6	0	1.46539582554128e-66	0.56447568211972	0.883	0.762	2.93401552189875e-62
FKBP10	0	3.71297017475286e-66	0.491820191651834	0.864	0.599	7.43410888389018e-62
OLFML3	0	5.55714635238281e-65	0.693556557498811	0.617	0.36	1.11265184267409e-60
BGN	0	6.2851474694732e-65	0.601800959359838	0.767	0.509	1.25841222633792e-60
COL1A1	0	1.77460808246358e-64	0.385111164189746	1	0.831	3.55312030270859e-60
IGF2	0	2.11944179095182e-64	0.346954642034706	0.991	0.802	4.24354635384374e-60
PSMB5	0	3.38329881644641e-64	0.753374044334785	0.633	0.411	6.774040890289e-60
LGALS1	0	4.75963036798741e-63	0.43002118285751	0.979	0.93	9.52973192278439e-59
LAMA2	0	1.80850068373752e-62	0.649929877845365	0.694	0.437	3.62098006897926e-58
SNHG7	0	2.38888189780128e-62	0.60175469925055	0.784	0.576	4.78301933577773e-58
EEF1A1	0	2.66198294115733e-62	0.265956776258948	1	1	5.32982224478521e-58
