gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
MFAP4	0	1.76994473673891e-120	2.38746360223014	0.898	0.274	3.18820145428779e-116	0.624
STEAP1	0	2.42112761657954e-120	2.44076751500257	0.812	0.184	4.36117717574472e-116	0.628
FBLN1	0	1.85755059397148e-119	2.27039373619516	0.993	0.674	3.34600588492082e-115	0.319
ABCC9	0	3.31378671002347e-115	2.46309086672745	0.737	0.148	5.96912400076528e-111	0.589
CCDC80	0	1.2923935424769e-113	2.02785636739186	1	0.554	2.32798848806364e-109	0.446
ASPN	0	2.07783466220485e-111	2.08735071248001	0.922	0.329	3.74280357702959e-107	0.593
GEM	0	5.58029114492297e-110	2.15919035288314	0.952	0.396	1.00517784393497e-105	0.556
MGP	0	7.07455839340772e-108	2.02386609441849	1	0.8	1.27434020340453e-103	0.2
GPNMB	0	1.09203582687856e-107	2.35350674837613	0.935	0.402	1.96708413495635e-103	0.533
CXCL14	0	3.97665874810859e-104	2.04654668383835	0.99	0.597	7.16315540296801e-100	0.393
MEDAG	0	3.2726886733271e-103	2.36214956385557	0.809	0.227	5.89509410726411e-99	0.582
SERPINF1	0	4.63249895287282e-103	1.65100839744157	1	0.824	8.34452036380981e-99	0.176
SFRP2	0	2.45742890613316e-102	2.12291145208863	0.993	0.819	4.42656668861766e-98	0.174
COL14A1	0	2.67953540000739e-101	1.88120363146359	0.98	0.433	4.82664711603331e-97	0.547
RP11-572C15.6	0	3.130670361921e-101	1.8883710497432	0.816	0.218	5.63927652292829e-97	0.598
PRRX1	0	2.08525825526127e-99	1.83531989396465	0.959	0.42	3.75617569520213e-95	0.539
AGT	0	6.66549422963866e-99	3.49845450388649	0.604	0.115	1.20065547558481e-94	0.489
GPRC5A	0	1.54986263395766e-98	2.44608516240032	0.686	0.15	2.79176756254793e-94	0.536
RARRES1	0	3.2784029427564e-96	2.09011972791411	0.908	0.378	5.9053872207871e-92	0.53
PTGFR	0	2.90488907577746e-94	2.13715000334917	0.788	0.232	5.23257669219794e-90	0.556
C1QC	1	2.85497364042297e-213	4.14928014673918	0.9	0.096	5.1426640184939e-209	0.804
C1QB	1	1.54999733793598e-197	4.31943053442138	0.882	0.106	2.79201020482407e-193	0.776
CSF1R	1	2.3590418235805e-188	3.88995181707965	0.905	0.126	4.24934203681556e-184	0.779
FOLR2	1	1.92421169041451e-182	4.38174647380126	0.723	0.061	3.46608251794365e-178	0.662
CD163	1	1.35939836020792e-177	4.35310776158864	0.777	0.081	2.44868426624253e-173	0.696
C1QA	1	1.04094456126149e-169	4.08157994807246	0.914	0.168	1.87505343820031e-165	0.746
MS4A4A	1	3.75778798898148e-157	4.1361210454054	0.727	0.083	6.76890350455233e-153	0.644
CD14	1	4.14082053365848e-156	3.73552847058997	0.955	0.222	7.45886002727902e-152	0.733
MSR1	1	3.8117623904773e-152	3.36385206964527	0.818	0.119	6.86612759396676e-148	0.699
FCGR3A	1	2.35434163796704e-151	3.73109116106933	0.7	0.075	4.24087559247003e-147	0.625
CYBB	1	1.97794810899195e-148	3.5216336662757	0.8	0.117	3.56287792872721e-144	0.683
C3AR1	1	2.31606439984146e-147	3.65346705468086	0.632	0.057	4.17192680343442e-143	0.575
MS4A7	1	3.70343569900002e-147	2.96010727287649	0.877	0.143	6.67099872460873e-143	0.734
AIF1	1	2.20023158650762e-142	2.84405956230373	0.982	0.24	3.96327715677618e-138	0.742
GPR34	1	6.09343975920078e-142	3.7639577128212	0.627	0.06	1.09761130382484e-137	0.567
LAPTM5	1	1.95892675488738e-135	2.77555992510719	0.936	0.21	3.52861476357864e-131	0.726
ITGB2	1	8.53908785401649e-134	2.92669701059055	0.877	0.177	1.53814589514399e-129	0.7
MS4A6A	1	9.48858846248645e-132	2.49989967385721	0.964	0.209	1.70917943974768e-127	0.755
MARCH1	1	1.75368641305847e-130	3.33429414809828	0.695	0.094	3.15891533584223e-126	0.601
TYROBP	1	7.70476322689832e-130	2.6723950049128	0.991	0.29	1.3878590000612e-125	0.701
CD1C	2	0	7.36189268122864	0.823	0.019	0	0.804
LGALS2	2	3.51013104958872e-265	5.52014567446802	0.846	0.038	6.32279905962417e-261	0.808
CD1E	2	1.86442021925816e-213	7.22340048346087	0.514	0.006	3.35838014094972e-209	0.508
IL1R2	2	1.34538361843696e-204	5.95130783220569	0.634	0.025	2.4234395118905e-200	0.609
FCER1A	2	7.45699037544987e-193	5.42562491016657	0.88	0.1	1.34322767632978e-188	0.78
CFP	2	8.9959451584652e-188	4.6718932799252	0.674	0.037	1.62043960139434e-183	0.637
AGPAT9	2	6.87735568571334e-186	4.87471405119924	0.651	0.034	1.23881807966754e-181	0.617
CLEC10A	2	1.31272130925016e-172	4.40884660758027	0.851	0.099	2.36460489435232e-168	0.752
DAPP1	2	8.30308823574628e-171	4.48487358057081	0.714	0.055	1.49563528390498e-166	0.659
HLA-DQA1	2	1.51411981836531e-166	4.55229351025507	0.994	0.206	2.72738402882144e-162	0.788
CST7	2	1.83399391340998e-165	3.68474531873285	0.611	0.033	3.30357323622541e-161	0.578
CYTIP	2	9.37874089846405e-158	3.87210884450551	0.76	0.074	1.68939259804033e-153	0.686
CD86	2	2.88932267806484e-152	3.642230257244	0.869	0.117	5.20453693999819e-148	0.752
C1orf162	2	4.61037802559844e-148	3.2935523502307	0.943	0.151	8.30467393751047e-144	0.792
