gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
NPFFR2	0	0	4.76273039738578	0.448	0.027	0	0.421
KCNJ6	0	0	4.67989503642156	0.335	0.021	0	0.314
BARX1	0	0	4.44479736220933	0.427	0.023	0	0.404
TNNT1	0	0	4.18787784325052	0.401	0.024	0	0.377
KIAA1244	0	0	3.98762001184326	0.545	0.049	0	0.496
CHRM3	0	0	3.72617135874606	0.611	0.065	0	0.546
SCG2	0	0	3.69361680460923	0.659	0.099	0	0.56
DNAH11	0	0	3.51898229695716	0.466	0.044	0	0.422
SFRP2	0	0	3.48603483509923	0.47	0.035	0	0.435
RP11-486O13.4	0	0	3.25495102407409	0.575	0.094	0	0.481
ZMAT4	0	0	3.25203931129685	0.706	0.098	0	0.608
CD70	0	0	3.2244505033229	0.582	0.063	0	0.519
CHRNA1	0	0	3.16318241480039	0.423	0.05	0	0.373
PCSK6	0	0	3.14560309668639	0.438	0.058	0	0.38
PRTG	0	0	3.13994278068091	0.429	0.054	0	0.375
AP000320.7	0	0	3.03570999781772	0.684	0.148	0	0.536
CYTL1	0	0	2.93594720532415	0.65	0.132	0	0.518
LRRC17	0	0	2.91816113506464	0.674	0.113	0	0.561
PDK1	0	0	2.89842991904483	0.661	0.135	0	0.526
ZFPM2	0	0	2.83676423340311	0.556	0.079	0	0.477
PTHLH	1	0	4.07953106256732	0.667	0.08	0	0.587
TGFA	1	0	3.57377499319265	0.661	0.107	0	0.554
ESPN	1	0	3.54440793958907	0.451	0.051	0	0.4
VEGFA	1	0	3.04041235478814	0.977	0.628	0	0.349
AP000462.2	1	0	2.98551014390976	0.652	0.127	0	0.525
MAL	1	0	2.83860565642215	0.615	0.113	0	0.502
CXXC5	1	0	2.5151679203801	0.925	0.448	0	0.477
L1CAM	1	0	2.49168648704094	0.659	0.142	0	0.517
GSN	1	0	2.4488698444985	0.995	0.861	0	0.134
LGALS3	1	0	2.06356894192789	0.99	0.799	0	0.191
CADM1	1	0	2.05265975690575	1	0.667	0	0.333
S100A10	1	0	1.96414063604608	0.999	0.816	0	0.183
VIM	1	0	1.56561557135298	1	0.995	0	0.005
NDRG1	1	8.70563223163206e-308	2.38887791442329	0.933	0.605	2.40684614307932e-303	0.328
CRYAB	1	6.18494364834399e-307	1.8527374640587	0.936	0.456	1.70995137045766e-302	0.48
NXPH4	1	9.95284799472611e-302	3.9004298793571	0.402	0.044	2.75166388510193e-297	0.358
GAPDH	1	6.44859588753487e-301	1.59464177624105	1	0.978	1.78284330502677e-296	0.022
BTG1	1	3.95463072422161e-291	1.68205018035281	0.997	0.785	1.09333675632555e-286	0.212
SERPINE2	1	2.27981904643219e-273	1.10459806448129	0.991	0.604	6.30301571767107e-269	0.387
GLUL	1	7.44402310917772e-263	2.90591528166878	0.841	0.439	2.05804906899436e-258	0.402
KMO	2	0	7.20804793154718	0.35	0.006	0	0.344
RP11-1080G15.1	2	0	7.06495911507719	0.335	0.007	0	0.328
CCL3L3	2	0	6.6859965791644	0.615	0.013	0	0.602
CALCR	2	0	6.53157032020326	0.268	0.005	0	0.263
IL1A	2	0	6.29625853652582	0.252	0.004	0	0.248
FCGR1B	2	0	6.24931840441905	0.28	0.005	0	0.275
IL8	2	0	6.08683619704248	0.849	0.073	0	0.776
CCL3	2	0	6.07780433871164	0.939	0.262	0	0.677
TFEC	2	0	5.91413421282942	0.59	0.013	0	0.577
CD163	2	0	5.8277031504345	0.435	0.011	0	0.424
CCL4L1	2	0	5.81717248294233	0.547	0.017	0	0.53
OLR1	2	0	5.74160441555451	0.844	0.025	0	0.819
CH25H	2	0	5.64703281071011	0.419	0.026	0	0.393
KB-1507C5.4	2	0	5.61282651702333	0.384	0.018	0	0.366
LINC01094	2	0	5.56752745433571	0.342	0.009	0	0.333
MSR1	2	0	5.56031456921347	0.846	0.036	0	0.81
SLC37A2	2	0	5.55981330126188	0.309	0.011	0	0.298
SLCO2B1	2	0	5.51955521377009	0.597	0.018	0	0.579
CLEC7A	2	0	5.4793970102706	0.856	0.03	0	0.826
RNASE2	2	0	5.46527671569977	0.337	0.009	0	0.328
NDST4	3	0	4.25957023177426	0.616	0.05	0	0.566
NRK	3	0	3.75534315140642	0.623	0.069	0	0.554
COL25A1	3	0	3.59929111002407	0.745	0.099	0	0.646
DPF3	3	0	3.57555125008323	0.553	0.061	0	0.492
SULT1E1	3	0	3.56578998876271	0.715	0.077	0	0.638
COL4A5	3	0	3.49742503896741	0.816	0.112	0	0.704
AC007796.1	3	0	3.48491092886472	0.571	0.065	0	0.506
RP11-125B21.2	3	0	3.47615268581579	0.645	0.079	0	0.566
TENM2	3	0	3.47018006245525	0.952	0.33	0	0.622
ZNF423	3	0	3.45928515286187	0.864	0.12	0	0.744
KCNIP1	3	0	3.43781122071135	0.691	0.099	0	0.592
EPHB1	3	0	3.37867431192219	0.697	0.108	0	0.589
DNM3OS	3	0	3.35740121182373	0.559	0.067	0	0.492
TMEM132C	3	0	3.34635112426828	0.618	0.091	0	0.527
ROBO2	3	0	3.30250090281724	0.97	0.408	0	0.562
COL26A1	3	0	3.274843493884	0.534	0.059	0	0.475
TSHZ2	3	0	3.24009509837062	1	0.519	0	0.481
AFF3	3	0	3.22498787639965	0.976	0.44	0	0.536
SHROOM3	3	0	3.21394616108697	0.808	0.148	0	0.66
GLI2	3	0	3.2062258643283	0.837	0.15	0	0.687
CLDN10-AS1	4	0	5.3137453483138	0.306	0.011	0	0.295
ACPP	4	0	4.75567866218193	0.758	0.053	0	0.705
GRIA2	4	0	4.68579847566212	0.685	0.043	0	0.642
GAL3ST1	4	0	4.610498705629	0.692	0.052	0	0.64
STON2	4	0	4.54414304316298	0.771	0.056	0	0.715
KLK6	4	0	4.49962160072539	0.407	0.021	0	0.386
ANO3	4	0	4.44006815853111	0.408	0.022	0	0.386
DGUOK-AS1	4	0	4.1289361097855	0.549	0.039	0	0.51
SHH	4	0	4.06083980212275	0.74	0.089	0	0.651
LPL	4	0	4.04712021963356	0.985	0.229	0	0.756
SERPINE2	4	0	3.92978927376675	1	0.626	0	0.374
FSTL5	4	0	3.92090456005596	0.826	0.095	0	0.731
CAPS	4	0	3.63994443371335	0.998	0.394	0	0.604
BMP8B	4	0	3.61815789700805	0.683	0.071	0	0.612
TMEM132B	4	0	3.56410572675382	0.793	0.095	0	0.698
PLLP	4	0	3.49708722143351	0.584	0.06	0	0.524
FREM1	4	0	3.45556505221051	0.864	0.198	0	0.666
GAP43	4	0	3.38632858940688	0.995	0.264	0	0.731
PLEKHB1	4	0	3.37039585641418	0.782	0.102	0	0.68
KLHDC8A	4	0	3.35320265952985	0.817	0.116	0	0.701
GJB6	5	0	5.81347187297048	0.375	0.009	0	0.366
GFRA3	5	0	5.77967352615231	0.487	0.015	0	0.472
PCSK2	5	0	5.54833910413467	0.318	0.011	0	0.307
XKR4	5	0	4.57550199189946	0.843	0.087	0	0.756
RP11-176N18.2	5	0	4.4235727925579	0.438	0.025	0	0.413
NOV	5	0	4.38596485287015	0.723	0.12	0	0.603
GJB2	5	0	4.2331478156889	0.587	0.066	0	0.521
RSPO3	5	0	4.0282990109113	0.593	0.053	0	0.54
TMEM59L	5	0	4.00382046247929	0.754	0.107	0	0.647
ABCB5	5	0	3.98125400877389	0.578	0.053	0	0.525
NGFR	5	0	3.94835280719975	0.892	0.121	0	0.771
DIRAS3	5	0	3.80523890770781	0.809	0.131	0	0.678
SEMA3B	5	0	3.8009145309675	0.932	0.197	0	0.735
CADM2	5	0	3.57923122492716	0.665	0.099	0	0.566
KCNS3	5	0	3.53920440619573	0.604	0.071	0	0.533
INSC	5	0	3.51724229909531	0.602	0.055	0	0.547
LGI1	5	0	3.37646860830476	0.644	0.074	0	0.57
MMP17	5	0	3.2922147910367	0.67	0.096	0	0.574
TSPAN11	5	0	3.18171218085424	0.909	0.19	0	0.719
NRXN1	5	0	3.1158961223252	0.998	0.492	0	0.506
HFM1	6	2.3622316118273e-207	2.44882742062003	1	0.966	6.53086173721894e-203	0.034
AC105402.4	6	3.45156782181605e-160	1.82666867683269	1	0.999	9.54254955697484e-156	0.001
PRRC2C	6	2.71433676136316e-139	1.86374224508109	0.993	0.889	7.50432684414074e-135	0.104
hsa-mir-6723	6	1.88174116041446e-125	1.7193168445713	1	0.996	5.20244978619785e-121	0.004
DHFR	6	1.18035494149058e-110	1.66596760618527	1	0.993	3.26332730673901e-106	0.00700000000000001
MTND1P23	6	7.69405345794893e-107	1.55142156250359	0.998	0.993	2.12717495951914e-102	0.005
MEIS2	6	4.98728319334108e-102	1.2743549928489	0.969	0.462	1.37883418446301e-97	0.507
TSHZ2	6	2.87100693376436e-100	1.34204448752629	0.982	0.532	7.93747286977834e-96	0.45
RORA	6	7.31967841321962e-100	1.21541294081956	1	0.76	2.02367149090283e-95	0.24
MTRNR2L12	6	1.57527485141528e-98	1.40555641355738	0.998	0.986	4.35516238170782e-94	0.012
CACNA1C	6	5.21784296586959e-95	1.300648549582	0.969	0.511	1.44257704477397e-90	0.458
KIAA1217	6	2.49742430347049e-93	1.18861660945385	0.98	0.498	6.90462897180486e-89	0.482
TENM2	6	8.85341011375546e-92	0.989168693886421	0.853	0.352	2.44770229414997e-87	0.501
MTND2P28	6	9.22626145367837e-91	1.33766703329356	0.998	0.984	2.55078450409846e-86	0.014
MTND4P12	6	6.36634722463018e-89	1.47665679731158	0.998	0.981	1.76010401719351e-84	0.017
PDE3A	6	4.74888035364685e-87	1.42308610330208	0.987	0.753	1.31292295137274e-82	0.234
RP5-857K21.7	6	7.41620810537264e-81	1.56078100294968	0.998	0.961	2.05035905489237e-76	0.037
AUTS2	6	1.73731953249765e-80	1.02001327758958	0.993	0.743	4.80316731149626e-76	0.25
FAM155A	6	8.14040807724352e-78	0.554501008266242	0.978	0.48	2.25057862111552e-73	0.498
AFF3	6	1.33410740859183e-77	0.786886417533364	0.933	0.456	3.68840675253384e-73	0.477
KIRREL3	7	3.25549121608318e-164	3.41115573043404	0.706	0.191	9.00045656510516e-160	0.515
SH3PXD2A	7	9.74471443406466e-153	2.50228639448659	0.979	0.54	2.69412119958586e-148	0.439
NRXN1	7	6.55984237146344e-150	2.57991616239901	0.984	0.503	1.8135996204385e-145	0.481
CADM1	7	2.28812555210201e-133	2.10684755935261	0.997	0.695	6.32598071389643e-129	0.302
MTND2P28	7	6.59600689701468e-125	1.89187190965312	1	0.984	1.82359802681765e-120	0.016
AC105402.4	7	2.31182063144041e-120	1.87598601189213	1	0.999	6.39149049974329e-116	0.001
MTND1P23	7	9.26528907903011e-118	1.7306799570849	1	0.993	2.56157447167945e-113	0.00700000000000001
MTRNR2L12	7	5.82533242861111e-112	1.83665878015197	1	0.986	1.61052965653811e-107	0.014
TMEM178B	7	1.98886831854774e-109	2.81771441116836	0.638	0.216	5.49862424028893e-105	0.422
ITGB8	7	1.28538406874888e-108	1.86866568286571	0.997	0.706	3.55370133487003e-104	0.291
DST	7	4.50471862863346e-103	1.69655507639479	1	0.861	1.24541955925829e-98	0.139
MTATP6P1	7	3.77861544141563e-102	1.60952247939967	1	0.987	1.04467381108818e-97	0.013
MTND4P12	7	1.50790795065937e-101	1.53566363490927	1	0.981	4.16891311118797e-97	0.019
STARD13	7	3.72532963081543e-100	1.95915935868753	0.987	0.767	1.02994188303154e-95	0.22
ADAMTS9-AS2	7	1.63772192038142e-99	1.88385291419532	0.984	0.648	4.5278097932785e-95	0.336
hsa-mir-6723	7	1.83541630842261e-99	1.47984495449726	1	0.996	5.07437546789598e-95	0.004
FRMD5	7	2.55349763661549e-98	1.87025655620568	0.995	0.652	7.05965491595085e-94	0.343
SORBS1	7	1.97963544807001e-95	1.75538397066144	0.958	0.572	5.47309812327915e-91	0.386
XKR4	7	1.12561808904821e-94	2.49108796980935	0.479	0.122	3.11199633079159e-90	0.357
IL1RAPL1	7	2.79222651456206e-94	1.95760436286577	0.915	0.492	7.71966864480974e-90	0.423
KDR	8	0	9.31377355485432	0.639	0.002	0	0.637
RP11-536O18.2	8	0	8.97203156489922	0.435	0.001	0	0.434
AC010084.1	8	0	8.92084411004043	0.495	0.002	0	0.493
PLVAP	8	0	8.83866363929693	0.84	0.016	0	0.824
CDH5	8	0	8.83438296648067	0.709	0.005	0	0.704
VWF	8	0	8.69012192247587	0.943	0.045	0	0.898
BTNL9	8	0	8.61392113370522	0.375	0.002	0	0.373
CXorf36	8	0	8.57408715541263	0.785	0.005	0	0.78
BCL6B	8	0	8.40289403133975	0.484	0.002	0	0.482
MPZL2	8	0	8.33125184954419	0.568	0.004	0	0.564
ARHGEF15	8	0	8.09661920076387	0.505	0.003	0	0.502
ECSCR	8	0	7.99746278005482	0.59	0.006	0	0.584
AC079305.11	8	0	7.98708363427482	0.557	0.005	0	0.552
DYSF	8	0	7.80573107701307	0.842	0.016	0	0.826
TM4SF18	8	0	7.79603204904723	0.655	0.009	0	0.646
PODXL	8	0	7.75458507555839	0.649	0.008	0	0.641
ROBO4	8	0	7.75408012176906	0.674	0.007	0	0.667
ANGPT2	8	0	7.70849673787142	0.938	0.064	0	0.874
RYR2	8	0	7.68733637621084	0.609	0.018	0	0.591
RP11-563P16.1	8	0	7.59273028916771	0.505	0.009	0	0.496
C1QC	9	9.33814058755099e-272	3.11586158544432	0.839	0.135	2.58171572824022e-267	0.704
C1QA	9	1.4346958822032e-270	3.20577001363602	0.845	0.141	3.96650370552718e-266	0.704
C1QB	9	1.40601170215477e-265	3.25462693528557	0.839	0.144	3.88720055294728e-261	0.695
TYROBP	9	1.53434177871005e-224	2.76916598302129	0.833	0.159	4.24199471559967e-220	0.674
