cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	6877	4934	848.5	None	None
0	1439	1776	314	FALSE	FALSE
1	769	356	11	FALSE	FALSE
2	729	973	136	FALSE	FALSE
3	710	754	18	FALSE	FALSE
4	670	751	57	FALSE	FALSE
5	586	65	2	FALSE	FALSE
6	410	383	87	FALSE	FALSE
7	395	984	167	FALSE	FALSE
8	390	943	83	FALSE	FALSE
9	330	1218	501	FALSE	FALSE
10	298	1541	735	FALSE	FALSE
11	151	228	55	FALSE	FALSE
