gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
OGN	0	1.44330915345115e-179	0.939806728711165	0.987	0.725	2.8897935870399e-175	0.262
DCN	0	8.31374647320014e-166	0.888893609056916	0.993	0.738	1.66457831886413e-161	0.255
MGP	0	3.52992945623318e-152	0.99308129355109	0.983	0.792	7.06762475727007e-148	0.191
COL1A2	0	5.15302529070621e-147	0.754636339803897	1	0.831	1.0317387237052e-142	0.169
RPL10	0	2.04569724820928e-143	0.529510097700049	1	1	4.09589503036462e-139	0
DLK1	0	8.4443234367203e-143	0.85952266824557	0.978	0.76	1.69072243850014e-138	0.218
LUM	0	8.80681672457188e-128	1.01888652557505	0.894	0.669	1.76330084459378e-123	0.225
COL3A1	0	2.24650540405409e-126	0.761354386043032	0.997	0.797	4.4979531199971e-122	0.2
MFAP4	0	4.65110017183133e-126	1.05106849817085	0.748	0.4	9.31243276404069e-122	0.348
CD81	0	2.0163330428932e-125	0.57899286638271	1	0.957	4.03710201848076e-121	0.043
COL5A2	0	3.22474007878327e-125	0.74977488614435	0.967	0.682	6.45657458573986e-121	0.285
KRT10	0	9.11275651913926e-120	0.728078443454166	0.953	0.738	1.82455611026206e-115	0.215
ITM2A	0	4.29284092225523e-119	0.879472163112039	0.935	0.688	8.59512609453943e-115	0.247
COL1A1	0	3.55489734174379e-115	0.640860681899097	1	0.84	7.11761545763941e-111	0.16
PPIB	0	6.58028046791504e-114	0.641702114922424	0.993	0.918	1.31750375528595e-109	0.075
PTN	0	6.85530315924224e-114	0.794442723891233	0.95	0.712	1.37256879854348e-109	0.238
MXRA8	0	1.15221661166235e-113	0.90492284299059	0.847	0.537	2.30696809987036e-109	0.31
CHCHD2	0	2.10507616969878e-112	0.567334410351544	0.987	0.932	4.2147835069709e-108	0.0549999999999999
PCOLCE	0	2.26624471494768e-111	0.655173096331488	0.987	0.731	4.53747516826824e-107	0.256
RPL5	0	1.45134892674639e-109	0.494740159344718	1	0.995	2.90589082113161e-105	0.005
MT-ND3	1	1.12226966912954e-219	0.747021857372533	1	1	2.24700833153117e-215	0
MT-ATP6	1	1.34633603523683e-218	0.651506260317083	1	1	2.69563400975118e-214	0
MT-CYB	1	1.24369561659578e-207	0.686741331621994	1	1	2.49012736354808e-203	0
MT-ND4	1	1.24779608907888e-191	0.634261652519806	1	1	2.49833732955372e-187	0
MT-CO2	1	8.24037327570972e-186	0.605463234726269	1	1	1.6498875372626e-181	0
MT-CO3	1	1.97904168710743e-147	0.583291790998312	1	1	3.9624372659265e-143	0
IGF2	1	5.89992561586795e-121	1.0321120553029	0.999	0.83	1.18128310680908e-116	0.169
MT-ND4L	1	1.17531391697283e-115	0.599289657944449	1	0.995	2.353213524563e-111	0.005
MT-ND5	1	9.91961994212858e-104	0.621935185245333	1	0.992	1.98610630481298e-99	0.00800000000000001
COL6A1	1	2.84482809304567e-92	0.760938892354313	0.997	0.79	5.69591480789605e-88	0.207
