cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2940	5455	819	None	None
0	449	1006	159	FALSE	FALSE
1	415	319	16	FALSE	FALSE
2	321	770	64	FALSE	FALSE
3	271	945	131	FALSE	FALSE
4	214	213	7	FALSE	FALSE
5	198	942	97	FALSE	FALSE
6	189	151	1	FALSE	FALSE
7	180	840	65	FALSE	FALSE
8	167	798	73	FALSE	FALSE
9	149	1606	543	FALSE	FALSE
10	111	1847	655	FALSE	FALSE
11	107	18	0	FALSE	FALSE
12	98	710	102	FALSE	FALSE
13	71	1137	296	FALSE	FALSE
