gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PTHLH	0	0	4.05294746617895	0.659	0.08	0
TGFA	0	0	3.56240049443531	0.652	0.107	0
AP000462.2	0	0	2.99189473547663	0.65	0.126	0
MAL	0	0	2.84842403728263	0.612	0.112	0
CRYAB	0	0	1.82489754152789	0.934	0.455	0
CXXC5	0	0	2.4952934173801	0.922	0.447	0
ESPN	0	0	3.51559677896218	0.444	0.051	0
VEGFA	0	0	3.00526256942032	0.97	0.628	0
CADM1	0	0	2.06414503058337	1	0.667	0
LGALS3	0	0	2.05547221336818	0.99	0.799	0
S100A10	0	0	1.95128807538566	0.999	0.816	0
GSN	0	0	2.45694661354325	0.995	0.861	0
VIM	0	0	1.5494683903227	1	0.995	0
L1CAM	0	1.23260640327396e-305	2.43283482403477	0.651	0.142	3.40778692313152e-301
NDRG1	0	7.83746576742758e-296	2.36006675379641	0.922	0.606	2.1668241607207e-291
BTG1	0	8.28728365565903e-296	1.68345623724284	0.997	0.784	2.29118531228005e-291
NXPH4	0	1.41244392974955e-292	3.86629045807615	0.394	0.044	3.90498373257858e-288
GAPDH	0	2.7707110164113e-288	1.55889146084593	1	0.978	7.66018474707233e-284
SERPINE2	0	5.08470871924779e-285	1.16509839225404	0.991	0.603	1.40576941961044e-280
CDH19	0	4.73032282860842e-259	1.37181933113835	0.995	0.519	1.30779235242537e-254
TIMP3	0	1.98836026174625e-251	1.84676567693348	0.982	0.755	5.49721961564987e-247
GLUL	0	3.17429550023072e-249	2.85665461122141	0.827	0.44	8.77597476948787e-245
TAGLN2	0	2.75353032066346e-248	1.4823381179749	0.984	0.808	7.61268527753826e-244
ALDOA	0	1.44612781385178e-245	1.22020596934371	0.996	0.908	3.99810956695601e-241
COL8A1	0	1.80536858007233e-243	1.55124340808984	0.972	0.629	4.99130251332598e-239
MT2A	0	6.87509418793961e-238	1.73339690275808	0.936	0.571	1.90075729013966e-233
CAV1	0	1.69456931715254e-237	1.51870039457083	0.903	0.479	4.68497579113162e-233
PEBP1	0	3.08438848926154e-235	1.35392910720452	0.979	0.797	8.52740885626138e-231
DUSP23	0	2.60868358783905e-233	2.31301662837611	0.645	0.202	7.21222751529862e-229
GPM6B	0	4.16420421983248e-233	1.12599342440905	0.957	0.466	1.15127754065709e-228
WBP5	0	1.32025913137454e-229	1.50439417708626	0.93	0.626	3.6501204205112e-225
NRN1	0	7.59182194429715e-228	1.98633221121904	0.809	0.385	2.09891101293983e-223
PHLDA3	0	5.90828149026021e-226	1.70551162941261	0.875	0.478	1.63346258361224e-221
CHPF	0	2.51324208010117e-224	2.1373537699009	0.79	0.394	6.94836037885569e-220
PLP2	0	1.78654420991315e-222	1.92741830733434	0.8	0.376	4.93925877714688e-218
PMP22	0	5.23704974207693e-220	1.94168939927539	0.892	0.574	1.44788714219201e-215
OLFM1	0	6.41283141196374e-220	3.35234701102684	0.476	0.108	1.77295550046561e-215
CHL1	0	1.31723388204303e-213	1.50291732610963	0.711	0.205	3.64175651368436e-209
RARRES2	0	8.28775575215727e-213	1.36843087761096	0.877	0.448	2.29131583279892e-208
S100A6	0	1.80880094080034e-212	1.1212655730969	1	0.863	5.00079196103069e-208
PLP1	0	1.51903419724239e-210	1.61322833285701	0.727	0.235	4.19967384511605e-206
SORCS3	0	2.79297647674124e-209	2.4202282836384	0.505	0.12	7.72174206524651e-205
LGI4	0	3.34810339280782e-206	1.51660515785371	0.822	0.348	9.25650145009578e-202
HS3ST5	0	2.52969723550969e-205	3.61965049049302	0.269	0.026	6.99385394701364e-201
S100B	0	3.48670323111418e-204	0.603684278239476	0.933	0.487	9.63968842306138e-200
DYNLT3	0	7.31844028945689e-204	2.21611800801891	0.655	0.236	2.02332918682615e-199
C4orf3	0	6.84051830618714e-203	1.3922207716785	0.928	0.698	1.89119809611156e-198
FOXD3	0	3.98701073546608e-201	1.8823180237847	0.566	0.147	1.10228885803431e-196
RASGEF1C	0	7.27508462650724e-198	1.92931413627834	0.579	0.16	2.01134264669046e-193
EIF1	0	4.42496047341095e-197	0.957890081363652	1	0.971	1.22336882208392e-192
RP11-145O15.3	0	8.2949770302146e-196	1.76920979746213	0.594	0.164	2.29331229954343e-191
SLC6A6	0	1.6372719998033e-192	2.34863570846599	0.618	0.219	4.52656589785618e-188
CPXM2	0	3.49892327634811e-192	2.11881720609155	0.545	0.149	9.67347318211961e-188
RP11-236F9.2	0	1.41950517572659e-190	1.8167288626794	0.507	0.122	3.9245059593313e-186
NDUFA4L2	0	2.47466910753905e-190	1.60046029463926	0.484	0.11	6.84171768161322e-186
TCEAL7	0	9.56547906464384e-190	1.89753529443553	0.638	0.217	2.64456799700208e-185
SELM	0	5.23250130542709e-189	1.33255201620701	0.942	0.678	1.44662963591143e-184
LMCD1	0	3.45299626369807e-184	1.95663872279057	0.611	0.205	9.54649877024606e-180
SOX10	0	2.88658766131733e-183	1.85644775648073	0.555	0.153	7.98054890724403e-179
RPS27L	0	3.65983586536178e-181	1.15017506158056	0.962	0.821	1.01183482169657e-176
RNASE1	0	6.22420461557322e-178	1.36079740143905	0.546	0.148	1.72080585006753e-173
FAM19A5	0	3.13181625803046e-177	2.1466875259511	0.552	0.169	8.65853240857682e-173
ADIRF	0	1.25224961985312e-172	1.2925359320212	0.766	0.321	3.46209452400793e-168
PGK1	0	1.51301736029275e-172	1.35644632965226	0.933	0.782	4.18303909600138e-168
FUNDC2	0	3.45300242898092e-172	2.01701318816791	0.675	0.289	9.54651581540356e-168
ADAMTS9-AS2	0	3.87922488593109e-172	1.22443743993738	0.925	0.626	1.07248930421337e-167
CDK18	0	2.44475763401459e-170	2.21573794958713	0.489	0.137	6.75902143076015e-166
SIX3	0	1.81504541305278e-169	2.37051278265267	0.375	0.075	5.01805605346703e-165
AZGP1	0	2.69245828474643e-169	2.12941272864646	0.437	0.103	7.44383941983845e-165
RND3	0	1.03227677462571e-165	1.40173534787301	0.904	0.668	2.85393559880771e-161
