gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
MFAP4	0	0	1.75112843778589	0.73	0.269	0	0.461
MGP	0	0	1.58980088812406	0.982	0.714	0	0.268
OGN	0	0	1.51598950849614	0.984	0.618	0	0.366
DLK1	0	0	1.47784551285543	0.982	0.667	0	0.315
ITM2A	0	0	1.44691979375619	0.93	0.589	0	0.341
MXRA8	0	0	1.42016650005807	0.846	0.409	0	0.437
DCN	0	0	1.41868008195869	0.99	0.634	0	0.356
POSTN	0	0	1.34916841901553	0.932	0.587	0	0.345
COL1A2	0	0	1.28188941703845	1	0.761	0	0.239
PTN	0	0	1.272913498015	0.95	0.613	0	0.337
COL5A2	0	0	1.20818815650685	0.964	0.566	0	0.398
COL3A1	0	0	1.17389866641193	0.998	0.714	0	0.284
COL1A1	0	0	1.16499510117128	1	0.773	0	0.227
PCOLCE	0	0	1.15332106492915	0.989	0.623	0	0.366
PPIB	0	0	1.0279914360311	0.99	0.889	0	0.101
CD81	0	0	0.810447292405175	0.999	0.939	0	0.0600000000000001
NGFRAP1	0	1.95376127987404e-303	1.13308192854398	0.931	0.593	3.9118208345638e-299	0.338
SPARC	0	3.79320577996211e-293	0.985800861978027	0.994	0.718	7.59475661264013e-289	0.276
NPW	0	8.11301600241227e-290	1.38613030715677	0.891	0.536	1.62438806400299e-285	0.355
RPL10	0	2.62160376302756e-286	0.672202731826948	1	1	5.24897505433378e-282	0
MT-ATP6	1	0	0.885285334281263	1	1	0	0
MT-CYB	1	0	0.879354596685994	1	1	0	0
MT-ND3	1	0	0.857781012782175	1	1	0	0
MT-CO3	1	0	0.844139624602296	0.999	1	0	-0.001
MT-ND4	1	0	0.797456323419293	1	1	0	0
MT-CO2	1	0	0.79430606423433	1	1	0	0
MT-ND2	1	1.29011114963967e-208	0.658791291771255	0.999	0.998	2.58306054380855e-204	0.001
MT-ND4L	1	1.31724204006384e-205	0.697735640923582	1	0.994	2.63738201261583e-201	0.00600000000000001
MT-CO1	1	2.78907003349243e-199	0.538124493594617	1	1	5.58427602105854e-195	0
MT-ND1	1	3.63283767649152e-191	0.62045591868949	1	0.999	7.27366759587132e-187	0.001
MT-ND5	1	1.06359195109921e-185	0.747475077959908	1	0.991	2.12952380449083e-181	0.00900000000000001
MEG3	1	3.45322235090695e-142	1.10480063145725	0.964	0.727	6.91404179098589e-138	0.237
IGF2	1	1.37963204213952e-141	0.905883898844051	0.996	0.806	2.76229927477175e-137	0.19
LAMB1	1	2.83116250392112e-123	0.830804117842223	0.968	0.721	5.66855356535087e-119	0.247
7SK.2	1	5.91286615372678e-117	0.82598528538694	0.99	0.916	1.18387406129918e-112	0.074
COL6A1	1	1.10242868626313e-111	0.673367175146986	0.996	0.761	2.20728271563603e-107	0.235
COL6A2	1	9.58552606257577e-108	0.640412003352771	0.999	0.807	1.91921402824892e-103	0.192
COL6A3	1	3.74194822791398e-102	0.747520129709403	0.915	0.628	7.49212874192938e-98	0.287
ISLR	1	1.60565043269187e-100	0.700775808487855	0.973	0.701	3.21483329633566e-96	0.272
COL1A1	1	4.95669957372719e-84	0.557725734137465	1	0.837	9.92430388651658e-80	0.163
C1QC	2	0	8.06850411081922	0.766	0.024	0	0.742
C1QB	2	0	7.84365051110411	0.756	0.027	0	0.729
C1QA	2	0	7.81291705170353	0.823	0.051	0	0.772
FOLR2	2	0	7.79725873530437	0.58	0.011	0	0.569
GPR34	2	0	7.7965668682263	0.464	0.003	0	0.461
TREM2	2	0	7.6781458387102	0.38	0.003	0	0.377
SLAMF8	2	0	7.60321420527738	0.264	0.001	0	0.263
MS4A4A	2	0	7.59741918362777	0.696	0.009	0	0.687
FCGR1A	2	0	7.59186577270884	0.364	0.002	0	0.362
FPR1	2	0	7.56701183974603	0.406	0.002	0	0.404
MS4A7	2	0	7.52613503631655	0.83	0.014	0	0.816
CD86	2	0	7.43732442334757	0.588	0.005	0	0.583
F13A1	2	0	7.38887229414494	0.682	0.01	0	0.672
ADORA3	2	0	7.34063269382523	0.28	0.002	0	0.278
MSR1	2	0	7.27263771886884	0.719	0.008	0	0.711
FPR3	2	0	7.26350321969683	0.48	0.003	0	0.477
LY86	2	0	7.24141872727551	0.594	0.005	0	0.589
CLEC4E	2	0	7.16506245493693	0.451	0.003	0	0.448
VSIG4	2	0	7.14760458871289	0.531	0.005	0	0.526
CD163	2	0	7.0767073781696	0.741	0.011	0	0.73
MMRN1	3	0	9.13832207939748	0.404	0.003	0	0.401
TM4SF18	3	0	8.93562545940196	0.298	0.001	0	0.297
CLDN5	3	0	8.63180039046337	0.679	0.016	0	0.663
RAMP3	3	0	8.62137706124278	0.336	0.004	0	0.332
BCL6B	3	0	8.5105912930706	0.393	0.001	0	0.392
CXorf36	3	0	8.47994597562577	0.587	0.003	0	0.584
PTPRB	3	0	8.46968399144584	0.472	0.003	0	0.469
PODXL	3	0	8.29078988376325	0.409	0.002	0	0.407
VWF	3	0	8.26998671538165	0.652	0.023	0	0.629
COX7A1	3	0	8.08272975343417	0.3	0.002	0	0.298
PLVAP	3	0	8.06575141825866	0.42	0.004	0	0.416
MMRN2	3	0	8.03026233354003	0.454	0.003	0	0.451
ECSCR	3	0	7.84739827639022	0.609	0.005	0	0.604
ESAM	3	0	7.80619915921907	0.582	0.007	0	0.575
CDH5	3	0	7.75930101193461	0.67	0.009	0	0.661
TINAGL1	3	0	7.69041233065541	0.28	0.002	0	0.278
CYYR1	3	0	7.59073027234044	0.391	0.003	0	0.388
ROBO4	3	0	7.55459847530969	0.521	0.005	0	0.516
TIE1	3	0	7.40823773859733	0.573	0.006	0	0.567
AC011526.1	3	0	7.34827537842401	0.53	0.006	0	0.524
CD3D	4	0	7.71109320369938	0.499	0.003	0	0.496
KLRB1	4	0	7.70585026997955	0.377	0.003	0	0.374
CD3G	4	0	7.37507005600948	0.411	0.003	0	0.408
CCL5	4	0	7.36917491526561	0.564	0.017	0	0.547
CD3E	4	0	7.28400223858381	0.438	0.004	0	0.434
GZMK	4	0	7.24214256399157	0.328	0.008	0	0.32
IL7R	4	0	7.20205201749115	0.613	0.013	0	0.6
LCK	4	0	7.07082044148474	0.314	0.003	0	0.311
PTPRCAP	4	0	6.88993333441852	0.669	0.015	0	0.654
CTSW	4	0	6.85422508099443	0.309	0.006	0	0.303
SAMD3	4	0	6.79716231282228	0.336	0.004	0	0.332
GZMA	4	0	6.74618136232164	0.36	0.004	0	0.356
CD247	4	0	6.69511104135258	0.299	0.004	0	0.295
CD7	4	0	6.68813913249983	0.465	0.014	0	0.451
CD2	4	0	6.5911277975629	0.635	0.016	0	0.619
CD96	4	0	6.50528267532178	0.341	0.005	0	0.336
SPOCK2	4	0	5.61037874436266	0.377	0.013	0	0.364
LTB	4	0	5.01262582048973	0.594	0.029	0	0.565
ACAP1	4	0	4.71950288370806	0.642	0.04	0	0.602
STK17A	4	0	4.42146296149393	0.691	0.075	0	0.616
DIAPH3	5	0	7.76786109743177	0.521	0.004	0	0.517
RRM2	5	0	7.55442479943435	0.527	0.007	0	0.52
FAM64A	5	0	7.51962369352606	0.252	0.002	0	0.25
HIST1H3G	5	0	7.44923436563466	0.265	0.002	0	0.263
NMU	5	0	7.4417689153881	0.335	0.004	0	0.331
E2F8	5	0	7.3199513486897	0.364	0.003	0	0.361
SPC25	5	0	7.24405123433044	0.47	0.005	0	0.465
CDCA3	5	0	7.20357216497537	0.393	0.005	0	0.388
KIF20A	5	0	7.1976955986387	0.275	0.002	0	0.273
MELK	5	0	7.06982077608654	0.492	0.005	0	0.487
NCAPG	5	0	7.06339450692711	0.524	0.006	0	0.518
UBE2C	5	0	7.05881742491255	0.677	0.014	0	0.663
E2F7	5	0	7.03188670566862	0.342	0.004	0	0.338
CDK1	5	0	7.01385641807164	0.604	0.01	0	0.594
HJURP	5	0	6.98488922613145	0.304	0.003	0	0.301
CKAP2L	5	0	6.98178721087245	0.447	0.005	0	0.442
NUF2	5	0	6.96788570573977	0.527	0.009	0	0.518
TPX2	5	0	6.92938284500475	0.649	0.014	0	0.635
HIST1H3B	5	0	6.90053540890028	0.329	0.005	0	0.324
NEIL3	5	0	6.89284101711028	0.268	0.003	0	0.265
