cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	6877	4312	1062.5	None	None
0	3036	1894	1091	FALSE	FALSE
1	1547	230	31	FALSE	FALSE
2	1127	1046	632	FALSE	FALSE
3	443	1079	513	FALSE	FALSE
4	411	381	114	FALSE	FALSE
5	313	1229	579	FALSE	FALSE
