cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	2940	5332	869	None	None
0	525	1078	241	FALSE	FALSE
1	510	561	41	FALSE	FALSE
2	423	318	25	FALSE	FALSE
3	271	945	216	FALSE	FALSE
4	261	191	8	FALSE	FALSE
5	206	761	75	FALSE	FALSE
6	194	939	125	FALSE	FALSE
7	168	799	75	FALSE	FALSE
8	149	1606	554	FALSE	FALSE
9	111	1847	657	FALSE	FALSE
10	71	1137	303	FALSE	FALSE
11	51	48	0	FALSE	FALSE
