dataset_id	metric	n_cells	mean	sd	min	max	p1	p5	p10	p25	p50	p75	p90	p95	p99
MPNST_3	nCount_RNA	2940	6873.79455782313	8922.58493775146	505	93016	602.39	1108.85	1475.8	2289.75	4265	8069.5	12517.5	21614.8499999999	49584.6300000001
MPNST_3	nFeature_RNA	2940	1949.48469387755	1344.5304435936	210	8750	403.39	623	774.9	1062	1594	2341.5	3558.8	5126.99999999999	7051.33000000001
MPNST_3	percent.mt	2940	3.28957438430326	1.8087743753958	0	9.93650793650794	0.472278435807392	1.26309782171851	1.50439180060023	2.01894661715344	2.86676019091847	4.05774831528499	5.82597887238205	7.12147666832375	9.23174567331732
MPNST_3	percent.ribo	2940	17.5788787661954	7.9154539101569	1.75300889586604	34.9934895833333	4.19631082669335	6.57916226191969	7.84705839704402	11.2289577290789	16.479395255281	23.1978453871681	29.5457051217801	31.9490398904738	34.3579064605686
