dataset_id	cells	pcs_used	algorithm	recommended_resolution	n_clusters	min_cluster_size	median_cluster_size	max_cluster_size	stability_metric	technical_concern	conservative_resolution	high_resolution
MPNST_3	2940	9	Louvain	0.6	13	51	177	510	0.910106870841113	None	0.4	0.8
