gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
DLK1	0	0	1.22555824964793	0.988	0.729	0	0.259
OGN	0	7.75260914394814e-302	1.16206474079018	0.988	0.692	1.5522274028013e-297	0.296
COL1A2	0	5.37535999838676e-274	1.01664284820827	1	0.811	1.076254578877e-269	0.189
MGP	0	1.90428070252398e-262	1.24212761095037	0.984	0.768	3.81275082259351e-258	0.216
DCN	0	3.37790783790006e-261	1.05116361411091	0.992	0.708	6.76324707304349e-257	0.284
ITM2A	0	1.81484744081653e-260	1.29661537182683	0.949	0.651	3.63368754600285e-256	0.298
MFAP4	0	3.13498916266262e-244	1.45909792200061	0.769	0.348	6.27687530148309e-240	0.421
POSTN	0	1.72567252544901e-231	1.141610349777	0.946	0.652	3.45514153045401e-227	0.294
PPIB	0	2.14859300095596e-229	0.896124561882049	0.993	0.909	4.30191290651403e-225	0.084
PTN	0	3.11760628212603e-228	1.08407986570038	0.963	0.677	6.24207129807274e-224	0.286
COL1A1	0	1.20547596961298e-227	0.912754679282834	1	0.82	2.4136039863591e-223	0.18
COL5A2	0	1.26015920265715e-224	0.958518898303661	0.97	0.646	2.52309075556015e-220	0.324
PCOLCE	0	1.41614322225269e-212	0.889600990394948	0.991	0.698	2.83540195959433e-208	0.293
RPL10	0	2.14362913683523e-211	0.592277770244444	1	1	4.2919742577715e-207	0
MXRA8	0	1.0455980391773e-194	1.10770558183327	0.853	0.496	2.09349639404079e-190	0.357
NPW	0	2.33953562466032e-194	1.15320135500081	0.905	0.603	4.6842182276949e-190	0.302
NGFRAP1	0	4.56505928034104e-194	0.900647923116456	0.939	0.66	9.14016169109884e-190	0.279
SPARC	0	1.02916224956745e-191	0.824625514720882	0.997	0.774	2.06058865608395e-187	0.223
COL3A1	0	1.15524105769185e-190	0.881797654853385	0.998	0.773	2.31302364571063e-186	0.225
COPZ2	0	6.24613902506074e-187	1.36420446313098	0.664	0.298	1.25060195559766e-182	0.366
MT-CYB	1	1.38362721492196e-261	0.531976447603996	1	1	2.77029840971674e-257	0
MT-ATP6	1	2.41903880157316e-255	0.468120564002783	1	1	4.84339948850978e-251	0
MT-ND3	1	3.09200218089619e-241	0.527216428424358	1	1	6.19080676659034e-237	0
MT-CO2	1	1.33162511267357e-233	0.459787429424126	1	1	2.66617980059503e-229	0
MT-ND4	1	3.66136773801555e-225	0.462259482374358	1	1	7.33079048505473e-221	0
IGF2	1	3.94800263593448e-197	0.897248416642904	0.993	0.792	7.90469087766802e-193	0.201
LUM	1	8.64662226849871e-196	0.998668629163124	0.923	0.635	1.73122671059881e-191	0.288
COL6A2	1	1.71497343470837e-194	0.800752890995304	0.998	0.792	3.4337198109731e-190	0.206
ISLR	1	2.91269727449582e-182	0.877835362385788	0.965	0.682	5.83180248299553e-178	0.283
COL6A1	1	3.83165003722627e-182	0.796773693291965	0.994	0.742	7.67172970453444e-178	0.252
C1S	1	7.65235255874757e-174	1.15174190861842	0.793	0.449	1.53215402931244e-169	0.344
DCN	1	9.50298599585578e-170	0.764835829751906	0.988	0.714	1.90268785609024e-165	0.274
LAMB1	1	3.2620879903042e-168	0.843702192331214	0.964	0.703	6.53135257418708e-164	0.261
COL3A1	1	8.20885578182957e-164	0.72891355400889	0.998	0.776	1.64357710463792e-159	0.222
COL1A1	1	3.74522023157429e-154	0.721394041155298	1	0.823	7.49867994765804e-150	0.177
OGN	1	6.44986000573079e-154	0.730481993351525	0.979	0.7	1.29139097034742e-149	0.279
CAPN6	1	9.37004683901845e-150	1.3746082519926	0.618	0.3	1.87607077810827e-145	0.318
COL1A2	1	4.60057220071257e-143	0.678326159236843	1	0.814	9.21126566026672e-139	0.186
MT-CO3	1	8.35653033408034e-137	0.355234941655264	0.999	1	1.67314450348957e-132	-0.001
PI16	1	1.32109108708906e-136	1.83773696641603	0.427	0.155	2.64508857456971e-132	0.272
