cluster	cell_count	marker_count	specific_marker_count	weak_support	small_cluster
global	6877	4765	917	None	None
0	2035	1964	728	FALSE	FALSE
1	1949	787	35	FALSE	FALSE
2	1126	1047	576	FALSE	FALSE
3	591	69	5	FALSE	FALSE
4	411	381	106	FALSE	FALSE
5	321	1224	520	FALSE	FALSE
6	298	1541	776	FALSE	FALSE
7	146	237	64	FALSE	FALSE
